,REGISTRATION_NUMBER,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z
count,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
mean,3639537.769230769,15.587133697307689,2.076956985153846,-12.744234120384617,-33.08278501384614,36.54401233423077,14.552224691461541,50.50534455476923,245972936.30134618,-154.62912029000012,22.336048716076924,0.017749049230769528,9.078834167538462,-160.90644509153856,0.3555392865570657,46576307.853846155,3.0939362449354095
std,3297271.353837851,14.65101877864377,1.8790217120734338,48.737143485324445,265.86590122122055,25.45956970497868,25.32406508823248,42.23797687633492,567971878.8699749,779.1701390123561,24.96572384158314,14.085190136424131,7.986056602330925,778.7769674764611,14.181376679307116,82708598.78301132,1.6457887356767982
min,134409.0,-7.1900762810000005,0.208203168,-171.6256706,-866.0467039999999,-2.353419606,0.0,0.327869273,110866.2915,-2739.875310000001,-17.6329027,-43.49136013,0.0,-2739.875310000001,-43.4913601314956,-635643.0,-0.10255449136151328
25%,873671.0,7.181247683,0.9745150770000001,-0.782265254,0.0,13.23323978,0.076255665,31.71448573,5066597.143999998,12.57284205,9.930382904,0.58075468,1.1880097170000001,16.01513241,0.7800872182298385,528257.0,2.4527840574473183
50%,3583599.0,14.40330784,1.6418283340000002,3.266560816,0.0,39.09229246,5.577524722000001,49.52235068,13815999.61,27.25102901,11.30858065,0.9066952429999999,10.7920436,27.25102901,1.1142912583680993,3493000.0,3.783370080506383
75%,5441765.0,18.2637405,2.30419848,4.357157536,17.3814433,55.97004107,12.17208324,55.611745299999995,26294532.77,113.91867820000002,35.21119094,2.954747668,12.67652156,113.91867820000002,2.954747668022004,13986000.0,4.171977859309998
max,9364997.0,45.71871568,7.235813825,9.716935484,329.5530396000001,74.25693815,88.80467903,161.4951889,2013200000.0,166.8879706,64.4807627,15.48386406,22.46449901,166.8879706,15.483864058315953,201600000.0,5.040742227958456
