,REGISTRATION_NUMBER,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z
count,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
mean,4781773.4,12.071196469666665,3.145272986933334,-6.967227648933333,84.17426861300001,50.41633580053334,10.926357184199999,38.95798012273334,173463972.3105633,32.59705020646666,20.37282237093334,1.697369827533333,6.936596333400001,53.592229321933324,2.5253135321028606,79326942.12866667,4.978284281473967
std,4071609.253804162,17.564495655157327,2.846389749263007,33.20803230347993,243.30775461219906,30.831336429982457,16.163634992588904,24.907205087739232,374012964.46778375,47.82195596559943,26.858457896838438,2.1536591371064464,6.364747369170589,81.07252883504691,3.1548838269751815,203971815.6437025,3.3313247071479557
min,134409.0,-13.40397921,0.08874548300000001,-99.25324675,0.0,8.634129068,0.000899709,1.415941551,10453.45035,-63.54712042,-13.89922703,0.082154379,0.0,-63.54712042,0.105849040346103,-1975065.97,0.5754733349401862
25%,966837.5,1.7655960794999999,1.175102736,1.2465624700000002,0.0,21.82866657,0.546867785,21.543390289999998,1915542.50525,7.364283016,4.5094815685,0.21633487350000002,0.9128286905,7.364283016,0.3278613564914761,12955.5,2.564483857794819
50%,4509705.0,7.817157412999999,1.961923848,2.602961839,2.3694661790000002,65.50173936,2.77316006,40.74728681,8471940.429,12.96661047,6.808049163,0.526677021,7.213615937999999,28.84860863,0.5266770222589077,872483.0,4.381389320708538
75%,9371112.5,18.94506132,4.647588580500001,6.7804598985,22.649348815,77.15995108999999,15.99176826,50.80130475,40392268.74,67.73017927000001,32.036869995,2.7630654495,11.369069374999999,90.57492282999999,3.581150183048144,3600224.5,7.0055658732669865
max,10491653.0,56.74187557,10.36227157,14.81558442,949.3993514,90.42825589,59.12891967,105.63490209999999,1272700000.0,124.4967988,79.63166771,7.942057366,20.38848709,286.1378428999999,10.581944057447313,750623364.9,12.850688472841805
