,REGISTRATION_NUMBER,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z
count,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
mean,3998036.5384615385,13.925459205307693,2.9346065160769235,5.669097867076923,19.698914954769233,49.529670422230765,10.093812288,46.587109907,172729049.69898,70.47632901,30.12211197246154,3.177438921538461,7.4791097426153845,75.83854790923077,3.3765303105284614,63114765.06153846,4.824273939341595
std,3786310.3031116505,10.00564961805099,3.3335375751451455,5.598558386636322,54.33604834087372,27.822184663956147,14.350998102928154,25.263735404992193,343238284.5605801,75.04381485185226,31.602318259732286,6.047809559095722,7.020950503658979,76.84469913437479,6.0201052816211815,118878938.35714513,3.092140177238204
min,134409.0,1.967813686,0.221116929,-2.0094946780000003,0.0,4.510271135,0.009574675999999999,3.328996081,24527.0,11.49879149,3.94547644,0.06035378900000001,0.0,11.49879149,0.08866255440297699,-1236000.0,0.07737215395218623
25%,873671.0,6.0931631070000005,1.277225982,2.37793344,0.0,27.17557252,0.6270113939999999,29.36959053,5578429.379,13.73706055,7.3437581660000015,0.316070103,0.988867925,15.03463346,0.42412299256197017,156176.0,2.911603187863076
50%,3583599.0,11.70267177,2.130815411,3.939167733,2.830876511,53.45945838,5.553266392,39.15269187,14530999.66,45.09561402,11.51870913,0.845227955,8.794741516,45.09561402,0.8705763773955592,946808.0,4.62688471789733
75%,5441765.0,20.12887744,3.3578066210000004,7.83307784,12.31460674,70.83018614,15.34965657,57.86083379,22935900.99,105.92288710000001,51.90665886,1.808597141,11.26184271,122.39917040000002,2.6797752808988764,4236885.0,7.467674177368535
max,10491653.0,34.83820605,13.14072583,16.09518675,199.4726434,91.85582768,50.73501556,91.36511503,1064100000.0,264.265437,104.2930693,21.13459308,22.26128966,274.0493349,21.171616125423007,307270552.8,9.446586512820213
