,REGISTRATION_NUMBER,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z
count,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
mean,4107273.111111111,3.995562362777777,1.91534138,10.254961364777776,13.829353753,26.18743342222222,40.59871246222223,60.270976669999996,8344125.812777777,20.237637603555555,-0.12034388355555513,0.767444589777778,14.458599669888892,21.462952857222223,1.0416828026757572,1601825.5555555555,2.702412474268157
std,3352201.357817891,10.907962089422872,1.2211665357598958,15.429002247250581,15.768722357829361,104.64716997179946,21.389679356851378,16.45990785510609,6831813.9559526015,8.465339944787091,30.447476515795792,1.2501685055757585,6.35198688522635,8.303471805628933,1.5947093194035253,1717629.3270619474,2.1381087534887406
min,90220.0,-24.13019847,0.239710112,-1.321914657,-4.77586238,-245.63107180000003,10.29912194,31.94889035,1425981.987,6.912157992000001,-80.97669291,-1.359355994,1.290236469,7.340761485,-1.4071146181835132,-729145.0,-2.26274421601118
25%,1054646.0,5.866359427999999,1.1469884320000001,3.432818003,1.670281996,32.65176732,25.98632554,57.33628934,5321538.426,14.21194003,6.968246947000001,0.166987233,12.88045876,16.46420824,0.2869414934173741,1019000.0,2.7038057602830765
50%,3564422.0,6.696074107,1.3890836030000002,6.417228085,6.200718982000001,51.94259077,38.17513711,61.41740768,5750999.654,22.8124704,9.791926266,0.562638428,13.97843853,25.38834951,0.9252023922314416,1410474.0,3.0216288823050816
75%,6819266.0,8.616332765,3.0510528889999997,9.068858503,24.13729826,73.72461219,56.30569148,72.7584538,8614258.7,25.12007685,12.13817368,0.900030832,16.83167377,26.36929042,1.0469962663066992,1620897.0,3.655065713560532
max,9607947.0,13.63261485,4.040047508,50.10828384,40.83264304,99.43320957,68.4417042,76.65363599999998,24920999.02,34.62020895,13.54415051,2.821953793,22.32809683,32.96679542,3.9560094265514527,5228000.0,4.897128970105093
