,REGISTRATION_NUMBER,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z
count,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
mean,2612102.3636363638,14.368171060000002,3.750798106818182,18.438117541090904,9.480746527363635,48.71220392590908,13.13114095081818,46.295672440636366,246673111.05645457,321.9597448948182,22.079753490545457,5.119026615090909,8.120023601181817,323.5761898663637,5.21387243751773,32176975.88181818,5.014670175086947
std,2344691.4441974354,21.572164062444028,3.975866717653879,45.788435900275395,17.434708070468908,29.63837936317568,21.789901301142446,28.33798530016161,554513734.9824631,981.0663758727619,24.64452636677591,12.054841404664216,6.054747445739032,980.5414611068587,12.017282398640113,61951578.81967064,3.561570038386927
min,134409.0,-4.035794593,0.61543921,-0.8170267790000001,0.0,2.383356415,0.0,0.240461233,1128392.947,-40.16809291,-10.36330369,0.075754431,0.505059006,-40.16809291,0.0757544306527305,-326625.0,0.16543327787108175
25%,556716.5,4.6981456994999995,1.3731056905,2.4031345230000003,0.0,29.947497520000002,0.842850737,28.25631371,6334864.5375,13.32410367,6.079193464,0.247584166,2.0341536385000003,14.787588119999999,0.40763335444000987,1005782.5,3.5295247707703528
50%,1501573.0,9.812327873,1.917021615,4.624496467,0.0,45.2009329,8.992105088999999,52.27906941,13985999.66,27.12827101,15.67170072,1.0587829420000001,9.54544164,27.12827101,1.2127828503374354,3600000.0,4.419269725402156
75%,4856409.0,12.032195895,4.485430432499999,7.932388823,12.813824595,71.30025179500001,14.57787927,61.656160535,175774499.95,54.0735222,32.759715315,2.3407362419999997,12.448915985,57.787748895,2.404480534171946,12344000.0,5.409306262446995
max,5992529.0,76.07519213,14.13567317,156.12752659999995,57.07481643,92.95801825,75.5831657,89.89171088,1868100000.0,3278.416812,78.13635740000002,40.95763561,17.51613081,3278.416812,40.957635614302156,163333621.7,14.368991265024546
