,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z
count,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0
mean,3.6185954630311414,2.5067731861349465,5.1912134403564,49.48878162296543,32.83430099588929,54.29081050306921,62.52909714628026,40045697.56173505,11.744654161242215,0.4570072726505157,1.420483061515572,12.22272278656747,0.9376248302006907,1.5507040487831665,4500072.303737024,3.7560082172229357
std,54.62960411214081,3.0866391471855663,27.2458295873608,926.9439669410984,84.23653535658042,185.81108741992784,54.44071612697095,231717119.6427144,140.9548002717512,71.90502812199036,13.20686064676078,12.359552374944226,215.24466448676606,17.599978791187468,40346862.82209509,5.0954911056620436
min,-611.8077634,0.0,-211.08348230000004,-12073.8255,-1075.757576,0.0,0.0,0.0,-1134.1463410000001,-1101.010101,-150.0672173,0.0,-2202.483082,-170.65254085114026,-172000000.0,-4.198056855149893
25%,-1.233478063,1.152643176,1.421129575,0.0,21.19766451,18.14399866,37.39530909,2547999.11,-0.625937734,-1.1791213040000001,0.25367433899999997,4.039722542,0.6894080990000001,0.2922714817416447,26064.0,1.8980647489694082
50%,3.265093991,1.580923628,4.0455920480000005,7.076318574,46.34239365,33.58911109,62.57778229,4944999.259,10.88038188,5.218430447,0.640739376,8.823779796,13.59429605,0.8449037447468773,489000.0,3.014111857545116
75%,9.117171747,2.622776811,8.479805979,43.02851795,66.00566348,52.21258138,78.97960389,13223589.54,24.09237603,12.2041712,1.7658534209999999,16.65745539,30.74427936,2.081933639196325,1295000.0,4.298112733916703
max,656.3666667,29.221562300000002,177.2831969,5712.445284,148.77756519999997,2913.9279109999998,712.7282809999997,2757000000.0,1592.612492,144.9106313,83.96787825,94.22228922,720.3523694,84.09911956496151,577757125.2,65.89590466520877
