,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z
count,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0
mean,0.21261436878192602,4.39474686855207,1094.2149078473385,195.3610732828292,-495.19155519188047,60.99221819715524,80.98328967362276,9196474.564521667,203.71181179572488,23.47000128759136,1664.8763007773014,4.4103394605520645,203.99552401943802,inf,1854045.9589587427,6.813975965855913
std,97.99340940004736,35.56749827438071,24393.137630915768,2082.3293391460975,11589.927349092724,140.52052227115118,145.02779100382324,41296507.82531068,2694.9226663499935,223.02464931751996,37433.71136069403,8.197670937379806,2747.197990964377,N/A,16585326.967483386,185.67073547326095
min,-1777.0132649999994,0.0,-2978.857143,-9960.159362999999,-261450.0,0.0,0.0,0.0,-3175.799223,-289.8089172,-145.89057240000002,0.0,-6397.531486,-8892.238095238094,-27372000.0,-3107.304770598356
25%,-0.30627808100000004,0.831571443,-3.418659007,0.0,7.06915523,15.45670338,35.10658985,73592.93664,0.731814071,-0.417420065,0.145089829,0.0,1.051034641,0.12937263447643074,1294.0,1.8247053280208827
50%,3.469520455,1.2605544229999999,2.293736926,2.809783322,34.94441779,36.76574518,58.78892953,1987358.611,12.65614565,5.628910061,0.790734413,1.9101476590000002,16.94629343,0.8999764434410459,98064.0,3.013137167000721
75%,10.86623074,2.0668818780000002,8.176142427,39.38809648,63.33048718,59.60846288,82.00375276,5891836.977999999,42.09330586,17.24926362,2.36806578,5.368602943,49.25194128,2.945250495000084,1025397.0,4.768999779980579
max,201.0786444,762.437037,550272.0,40532.9639,145.23149650000005,1655.749913,2263.362575,596078000.0,58875.75758,4700.348432,844548.0,107.5043797,58875.75758,inf,339438000.0,2579.1049884557824
