REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
30226,JAMES CROPPER PUBLIC LIMITED COMPANY,2019,manufacture of paper and paper products,2.548098323,2.426167646,4.385139238,154.08441440000001,30.79372431,23.30916465,61.0818537,39218998.98,4.833746153,3.7087694539999996,0.759776274,16.23225679,12.10753901,2.304098321457606,6207000.0,2.4157441088458724,3,45,3,Reasonable_performance,4,3,4,2,2,3,5,2,3,3,3,3,3,5,3
53913,DS SMITH CORRUGATED PACKAGING LIMITED,2019,manufacture of paper and paper products,11.07198064,2.393002045,0.8667311320000001,12.23297311,56.64661708,32.24873983,38.31776329,147452000.0,7.685345872999999,4.8798549730000005,0.645241686,3.930371665,8.625492167,0.7692953548414181,9307000.0,2.0625807276844945,5,40,2,Moderate,4,1,3,3,3,2,6,2,3,2,1,3,2,5,2
58614,DS SMITH PAPER LIMITED,2019,manufacture of paper and paper products,23.77032379,1.522757124,4.10414914,3.4970881439999997,63.64006029,58.65912886,9.723317728,259690999.9,26.71349635,17.53074376,0.542126545,4.866503229,27.64769086,0.5804408435753475,101141000.0,2.850826115341944,5,38,2,Moderate,3,3,3,4,4,1,1,3,5,2,2,4,2,1,3
69606,BILLERUDKORSNAS BEETHAM LTD,2019,manufacture of paper and paper products,-1.516591291,1.4237509130000001,11.97133847,3.307990733,49.98996191,4.78939394,0.0,12959219.18,-7.696553525,-3.847504176,1.000401604,16.24188682,-7.696553525,1.0004016040421546,118179.0,3.3421102698307266,0,31,1,Need_more_analysis,3,4,3,3,1,0,5,0,0,3,3,0,3,3,3
75035,IGGESUND PAPERBOARD (WORKINGTON) LIMITED,2019,manufacture of paper and paper products,3.344133748,1.585690887,5.939570357000001,11.30810667,64.11437148,17.7896744,45.54044163,106494999.3,4.6679890539999995,3.3312867219999998,0.4466316420000001,19.00288059,5.195850236,0.5597127086519917,23190000.0,2.5624117602198337,3,45,3,Reasonable_performance,4,3,3,4,2,3,6,2,3,2,3,2,2,6,3
87803,KENTMERE LIMITED,2019,manufacture of paper and paper products,9.370649991,4.387143839,2.991732133,6.294090865,82.42455166,12.33767931,64.09921887,4131560.955,13.42599696,11.762841900000002,0.150289834,10.31693738,14.27104141,0.21323074237106854,1117472.0,5.134329291316564,5,42,2,Moderate,5,2,3,4,2,3,4,2,4,1,2,3,2,5,5
106789,WHATMAN INTERNATIONAL LIMITED,2019,manufacture of paper and paper products,192.985782,13.21535148,0.265702916,0.0,92.44667007,0.813033175,0.0,85913000.0,51.17699549,47.31142817,0.081704727,0.0,51.17699549,0.08170472683398898,40052000.0,10.89144360243247,1,34,2,Moderate,6,1,0,4,1,0,5,4,5,1,0,5,1,1,5
108064,JOHN HARRISON (STOCKTON) LIMITED,2019,manufacture of paper and paper products,2.408462389,1.6415060069999998,6.2933154689999995,25.46869667,41.26320714,56.73570337,67.57709731,8504530.642,9.057686983,4.6893826789999995,1.168779529,8.86155815,11.36456181,1.423466495336664,961755.0,3.0367689095580497,3,47,4,Better_returns,4,3,3,3,4,4,5,2,3,3,2,3,3,5,3
146383,KINGSTON CARTON COMPANY LIMITED(THE),2019,manufacture of paper and paper products,12.18787415,6.907162474,1.024190549,3.125589779,86.7819862,9.788931336000001,54.47317370000001,10145777.98,8.655875885,7.746527225,0.121056977,16.93284422,8.926423057000001,0.15231287479064634,1378777.0,5.71449413903238,5,40,2,Moderate,5,1,3,4,1,3,5,2,3,1,3,3,1,5,5
154807,DUNCAN HOLDINGS LTD,2019,manufacture of paper and paper products,-0.378044641,0.7715857709999999,-14.69173268,28.80366152,52.43906569,47.0502586,50.46410677,1422574.785,-0.701997015,-0.45192600899999996,0.696241428,6.406733365,-0.8832814720000001,1.002088985468289,363648.0,1.9046026970792636,0,29,1,Need_more_analysis,2,0,3,3,3,3,3,0,0,3,2,0,3,4,2
