REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
3457963,A.J. TEBBUTT JOINERY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.454634625,1.030482642,792.9444444000003,100.6250723,48.20198075,15.10071464,15.56102431,4868.0,6.138933764,5.936671781,0.06835281900000001,0.0,12.31624031,1.0746035420766291,2124.0,1.460225490664742,3,30,1,Need_more_analysis,1,4,3,3,3,3,1,2,3,1,0,2,3,1,2
3963234,JOHN NICHOLAS REPRODUCTIONS LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",11.77801694,6.444135589,1.752837346,0.0,85.25301629,22.22789001,0.0,690849.944,19.44178662,16.57470951,0.172979026,0.586491345,19.44178662,0.17297902585343106,128872.0,6.594801085557664,4,30,1,Need_more_analysis,4,2,0,4,3,0,2,3,5,1,1,2,1,2,5
3963234,JOHN NICHOLAS REPRODUCTIONS LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",11.77801694,6.444135589,1.752837346,0.0,85.25301629,22.22789001,0.0,690849.944,19.44178662,16.57470951,0.172979026,0.586491345,19.44178662,0.17297902585343106,128872.0,6.594801085557664,4,30,1,Need_more_analysis,4,2,0,4,3,0,2,3,5,1,1,2,1,2,5
3963234,JOHN NICHOLAS REPRODUCTIONS LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",11.77801694,6.444135589,1.752837346,0.0,85.25301629,22.22789001,0.0,690849.944,19.44178662,16.57470951,0.172979026,0.586491345,19.44178662,0.17297902585343106,128872.0,6.594801085557664,4,30,1,Need_more_analysis,4,2,0,4,3,0,2,3,5,1,1,2,1,2,5
4112088,SOUTHERN DOORS & CUBICLES LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8.740490062000001,1.246032978,19.69094218,2.28563006,23.63153963,32.61491484,41.17431120000001,2359973.752,132.8374278,32.10902362,3.208776575,5.11650165,135.8736,3.231632876071786,935509.0,5.3054659059193865,3,46,4,Better_returns,2,4,2,2,4,3,2,4,5,4,2,4,4,4,5
4181580,QUERCUS JOINERY LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-25.502349,0.292224365,-1.722025746,-90.72232817,-71.36249701,51.52299319,8.932656233,136824.7779,105.2397894,-44.11043521,-1.9886386319999998,18.21896756,61.81178779,-2.4012962577565227,-65558.0,-1.0160843161298003,0,20,1,Need_more_analysis,1,0,0,0,5,2,1,4,0,0,3,4,0,0,0
4380969,SUFFOLK HERITAGE JOINERY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-43.0675255,0.118552222,-0.714479622,-1.525358386,-618.382007,515.8443287,16.04990744,27149.92268,31.50902432,-194.846137,-1.161712338,12.27786753,31.50902432,-1.1617123378006835,-60533.0,-12.630120245722658,0,20,1,Need_more_analysis,1,0,0,0,6,3,1,3,0,0,3,3,0,0,0
4642499,PERFORMANCE DOORSET SOLUTIONS LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9.434855706,2.199958479,4.156642628,0.055392831,55.51670392,52.71403099,55.65585481,3348591.389,37.65967884,20.9189936,0.8007057459999999,12.24345391,37.6805396,0.8012596740187105,728992.0,4.5666388090793655,4,44,4,Better_returns,3,3,1,3,5,4,3,3,5,3,3,3,2,3,4
4962164,POWELL & CO CONSTRUCTION LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",10.06434297,2.853608777,2.0324488130000002,2.012668961,67.97584638,22.21557328,47.92402179,6758623.636,16.76216949,11.62355465,0.450984085,9.661936017999999,17.09953648,0.4711107742910769,1074304.0,3.5385673658852346,4,41,3,Reasonable_performance,4,2,2,4,3,4,4,2,4,2,2,2,2,4,3
5607381,NEWIS FRAMING LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",45.42249672,2.351413544,2.81084126,0.0,59.98144404,96.08780608,225.94216859999997,135907.0,115.11716499999999,69.04893788,0.667182269,0.0,115.11716499999999,0.6671822694216784,0.0,3.8345004195878114,5,38,2,Moderate,3,2,0,3,5,6,1,4,5,3,0,4,2,0,4
6258906,STEPHENS AND GILES CARPENTERS LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8.454633319,3.092579383,5.3984752920000005,16.32389784,74.17412942,5.37155755,16.6776737,750033.5323,31.71302381,23.80786953,0.336062643,4.140320115,32.09726857,0.3481789511024399,253866.0,6.331357668727537,3,40,3,Reasonable_performance,4,3,2,4,2,3,2,3,5,2,2,3,2,3,5
6597571,CHAPEL JOINERY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.25607064,0.882392174,-54.80529301,0.0,47.83717964,56.62838024,49.96843957,3969.0,22.88484848,10.94746608,1.090424242,0.0,22.88484848,1.0904242424242423,0.0,3.958441236423605,2,30,1,Need_more_analysis,1,0,0,3,5,4,1,3,4,3,0,3,3,0,4
6695790,ALM CARPENTRY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",39.00372416,1.606356968,11.52332949,13.52842041,49.68788063,52.23799645,83.9128696,9198.0,210.59379219999997,118.795676,0.877278995,0.0,239.0838057,1.0125631990194577,6454.0,6.762859351424228,4,44,4,Better_returns,3,4,2,3,5,5,1,4,5,3,0,4,3,2,5
8295726,RJH BESPOKE CARPENTRY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-2.6011486919999998,1.743097643,8.875169913999999,-580.304679,-8.875796794,3.214422463,42.94282068,10354.0,-23.08563661,-9.841607108,-6.463547333999999,0.0,110.8813928,-12.266594124047876,-910.0,3.780568027118973,0,17,1,Need_more_analysis,3,3,0,0,2,4,1,0,0,0,0,4,0,0,4
8452180,MBS SUPERLEAGUE LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",18.18820106,1.274017828,47.47550201,460.17857139999995,4.581151832,28.05720981,35.74538549,11577.0,685.4000637999999,175.89168850000001,16.22678571,0.0,3839.464286,20.82857142857143,0.0,12.309668822582035,4,40,3,Reasonable_performance,2,4,3,1,4,3,1,4,5,4,0,5,4,0,6
8936140,WOOD N WARE CIC,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",11.34770734,5.496307322000001,1.762201255,0.0,82.05881447,0.0,30.41095247,96003.92844,19.65828014,16.13135162,0.218638127,0.903192243,19.65828014,0.2186381274252097,16082.0,5.846402413698676,4,31,2,Moderate,4,2,0,4,0,3,1,3,5,2,1,2,2,2,5
9560770,IAR JOINERY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",39.54841986,5.316194055,2.026279337,0.0,81.36618284,38.81841088,221.8673581,31121.0,79.21132932,64.45123504,0.22901181399999998,0.0,79.21132932,0.22901181441201784,98.0,5.938790341089071,4,39,2,Moderate,4,2,0,4,4,6,1,4,5,2,0,4,2,1,5
10645908,THE ART OF WOOD LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.129622409,0.094900985,-5.014850439,0.0,-142.16379009999997,67.50255556,7.6314929760000005,1984.0,-1.002199951,1.424765435,-1.703413998,0.0,-1.002199951,-1.7034139982074472,0.0,7.919269724478905,1,12,1,Need_more_analysis,1,0,0,0,5,2,1,0,3,0,0,0,0,0,5
11197238,JAMES E. SMITH (HOLDINGS) LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.448282934,1.912881749,6.635357957,4.99670272,60.35311786,39.95883523,63.34883778,9393245.307,12.179865199999998,7.693564972999999,0.610303894,11.43425748,12.74758496,0.6569152274675721,1448565.0,3.9640772763871337,2,41,3,Reasonable_performance,3,3,2,3,4,4,4,2,3,2,3,2,2,4,4
11197238,JAMES E. SMITH (HOLDINGS) LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.448282934,1.912881749,6.635357957,4.99670272,60.35311786,39.95883523,63.34883778,9393245.307,12.179865199999998,7.693564972999999,0.610303894,11.43425748,12.74758496,0.6569152274675721,1448565.0,3.9640772763871337,2,41,3,Reasonable_performance,3,3,2,3,4,4,4,2,3,2,3,2,2,4,4
11317769,THE CAMBRIDGE JOINER LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",21.50483058,10.0,50.38447972,0.0,90.0,0.8049215909999999,8.049215906,1260.0,1083.5097,975.1587302000003,0.111111111,0.0,1083.5097,0.1111111111111111,0.0,65.02479365079365,4,28,1,Need_more_analysis,4,4,0,4,2,2,1,4,1,1,0,4,1,0,1
11317769,THE CAMBRIDGE JOINER LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",21.50483058,10.0,50.38447972,0.0,90.0,0.8049215909999999,8.049215906,1260.0,1083.5097,975.1587302000003,0.111111111,0.0,1083.5097,0.1111111111111111,0.0,65.02479365079365,4,28,1,Need_more_analysis,4,4,0,4,2,2,1,4,1,1,0,4,1,0,1
11383069,D AND H CARPENTRY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",13.93627674,1.10455655,85.48638132,207.4162679,3.079189687,40.83614019,45.10582613,13575.0,1191.361868,112.77348070000001,29.40191388,0.0,3662.4401909999997,31.476076555023926,0.0,9.422634840237276,4,41,3,Reasonable_performance,2,4,3,1,4,4,1,4,5,4,0,5,4,0,5
11383069,D AND H CARPENTRY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",13.93627674,1.10455655,85.48638132,207.4162679,3.079189687,40.83614019,45.10582613,13575.0,1191.361868,112.77348070000001,29.40191388,0.0,3662.4401909999997,31.476076555023926,0.0,9.422634840237276,4,41,3,Reasonable_performance,2,4,3,1,4,4,1,4,5,4,0,5,4,0,5
11383069,D AND H CARPENTRY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",13.93627674,1.10455655,85.48638132,207.4162679,3.079189687,40.83614019,45.10582613,13575.0,1191.361868,112.77348070000001,29.40191388,0.0,3662.4401909999997,31.476076555023926,0.0,9.422634840237276,4,41,3,Reasonable_performance,2,4,3,1,4,4,1,4,5,4,0,5,4,0,5
11416466,GKL CARPENTRY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",38.56213279,4.475648324,4.320928116,115.3649577,37.61263967,24.30412534,108.77671780000001,14152.0,135.805399,110.0084104,0.505031145,0.0,292.4772401,1.6586807219294042,831.0,5.417147783135537,4,41,3,Reasonable_performance,4,3,3,3,3,5,1,4,5,2,0,4,3,1,5
11416466,GKL CARPENTRY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",38.56213279,4.475648324,4.320928116,115.3649577,37.61263967,24.30412534,108.77671780000001,14152.0,135.805399,110.0084104,0.505031145,0.0,292.4772401,1.6586807219294042,831.0,5.417147783135537,4,41,3,Reasonable_performance,4,3,3,3,3,5,1,4,5,2,0,4,3,1,5
11497566,EXPERT CARPENTERS LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.7067538429999995,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2216.0,-1.0,2216.0,N/A,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11497566,EXPERT CARPENTERS LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.7067538429999995,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2216.0,-1.0,2216.0,N/A,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11497566,EXPERT CARPENTERS LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.7067538429999995,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2216.0,-1.0,2216.0,N/A,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12011266,HAMPSHIRE GARDEN STRUCTURES LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.411196939,0.719694954,-21.99272382,367.55053819999995,13.09564739,59.20834592,42.61194781,8116.0,25.02667191,15.32352334,2.960619585,0.0,117.0123392,6.636124967182987,0.0,2.54074804813223,3,35,2,Moderate,1,0,3,2,5,4,1,3,4,4,0,4,4,0,3
12011266,HAMPSHIRE GARDEN STRUCTURES LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.411196939,0.719694954,-21.99272382,367.55053819999995,13.09564739,59.20834592,42.61194781,8116.0,25.02667191,15.32352334,2.960619585,0.0,117.0123392,6.636124967182987,0.0,2.54074804813223,3,35,2,Moderate,1,0,3,2,5,4,1,3,4,4,0,4,4,0,3
12186978,HTS INVESTMENTS LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.3966165980000005,3.0175681919999997,4.757819661,831.2551953,8.203876212,38.02390054,114.7397128,52216.0,13.03757922,9.960583205,2.87680798,0.0,121.4131338,11.189359933499585,0.0,2.980822004615459,3,39,2,Moderate,4,3,3,1,4,5,1,2,4,4,0,4,4,0,3
NI019444,EGLINTON (TIMBER PRODUCTS) LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.966276655,1.141320706,26.80730183,52.49976457,41.32881253,51.43548844,75.1569954,4048986.7389999996,18.30341106,9.277688193,1.1931554629999999,6.878791495,22.44847511,1.4196194825985766,1448377.0,3.0937106157466503,3,47,4,Better_returns,2,4,3,3,5,5,3,3,4,3,2,3,3,4,3
SC026924,JAMES WALKER (LEITH) LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8.972281145,2.7651022910000003,1.765142671,41.47017393,61.89742836,27.44002789,47.18110208,148944998.9,9.580891663,7.135376932000001,0.412374449,34.79395572,11.52774375,0.6155760044096031,16865000.0,2.6364351686227723,4,45,4,Better_returns,4,2,3,3,4,4,5,2,3,2,4,2,2,5,3
SC046290,WALKER TIMBER LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9.279844026000001,2.581436201,3.500946706,0.760101157,63.05355865,35.09983703,29.5030727,8947879.275,29.68655791,18.81508835,0.5807895679999999,13.09071798,29.83985163,0.5859533091728714,1905776.0,4.603665604652293,4,42,4,Better_returns,3,2,1,3,4,3,4,3,5,2,3,3,2,4,4
SC060102,CAMLACHIE COOPERAGE LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",27.16020933,4.962680022,2.595256695,1.310082108,80.13511572,3.6256980569999997,17.89764197,1442794.821,64.73397026,52.55424238,0.234791555,1.7395524340000001,65.58203842,0.2478923765367541,829450.0,7.144573393373449,4,39,2,Moderate,4,2,1,4,2,3,2,4,5,2,1,4,2,3,5
SC214455,WALKER TIMBER ENGINEERING LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.730575615,2.47573998,6.850907915,0.263577579,61.07922241,10.97131122,49.90865827,6927320.489,36.66915482,22.45626872,0.634582186,5.054211272,36.76580649,0.6372179615578609,1693874.0,6.536020075647336,3,42,4,Better_returns,3,3,1,3,3,4,4,3,5,2,2,3,2,4,5
SC214455,WALKER TIMBER ENGINEERING LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.730575615,2.47573998,6.850907915,0.263577579,61.07922241,10.97131122,49.90865827,6927320.489,36.66915482,22.45626872,0.634582186,5.054211272,36.76580649,0.6372179615578609,1693874.0,6.536020075647336,3,42,4,Better_returns,3,3,1,3,3,4,4,3,5,2,2,3,2,4,5
SC214455,WALKER TIMBER ENGINEERING LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.730575615,2.47573998,6.850907915,0.263577579,61.07922241,10.97131122,49.90865827,6927320.489,36.66915482,22.45626872,0.634582186,5.054211272,36.76580649,0.6372179615578609,1693874.0,6.536020075647336,3,42,4,Better_returns,3,3,1,3,3,4,4,3,5,2,2,3,2,4,5
SC445492,N ROSS FENCING LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",28.07074338,2.13651628,7.5399537510000005,10.10801592,53.19663703,42.594009299999996,91.00279429999999,29266.0,170.125981,99.64918648,0.7787379190000001,0.0,187.32234219999998,0.8798180784536669,0.0,5.8914123773568665,4,40,3,Reasonable_performance,3,3,2,3,4,5,1,4,5,3,0,4,3,0,5
SC446338,GUILDWAY LIMITED,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",10.09745932,2.478063012,4.533422575,0.465862825,63.09399123,22.96886573,6.12631554,4371037.369,39.07951054,24.77168992,0.580278353,9.422071884,39.26156745,0.5849369813694347,1315463.0,5.285060709188844,4,39,2,Moderate,3,3,1,3,3,2,3,3,5,2,2,3,2,4,5
SC498591,METACON LTD,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.320433818,9.1074545,0.8733048370000001,3616.5888689999997,2.410420634,5.265267556,18.76902943,109581.9781,0.263750278,0.23628180699999998,4.32064632,113.29976409999998,9.802513465,40.48653500897665,1322.0,1.796237692411654,1,34,2,Moderate,4,1,3,1,2,3,1,1,2,4,5,2,4,1,2
SC565945,WEE TOON ENVIRONMENTAL SOLUTIONS CIC,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.9909718209999999,1.08658161,66.86382114,0.0,7.968256538999999,1.447928383,23.71052072,12349.0,66.2601626,5.279779738999999,11.54979675,0.0,66.2601626,11.549796747967482,652.0,5.656261865954011,2,33,2,Moderate,2,4,0,1,2,3,1,4,3,4,0,4,4,1,5
SC624971,PETER MALONE CARPENTRY LTD.,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",25.41407966,1.553744664,36.68185004,577.2549019999999,5.92472119,17.96933805,27.91976311,4004.0,770.2953097999997,309.0845725000001,10.10588235,0.0,5216.862745,15.878431372549016,100.0,16.05752456145948,4,41,3,Reasonable_performance,2,4,3,1,3,3,1,4,6,4,0,5,4,1,6
SC624971,PETER MALONE CARPENTRY LTD.,2020,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",25.41407966,1.553744664,36.68185004,577.2549019999999,5.92472119,17.96933805,27.91976311,4004.0,770.2953097999997,309.0845725000001,10.10588235,0.0,5216.862745,15.878431372549016,100.0,16.05752456145948,4,41,3,Reasonable_performance,2,4,3,1,3,3,1,4,6,4,0,5,4,1,6
