REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
33774,JOHNSON MATTHEY PLC,2020,"manufacture of motor vehicles, trailers and semi-trailers",2.092337244,1.32136336,13.80397727,45.39660057,44.22866092,16.95170474,30.74843932,4341999999.0,7.484662577000001,4.1434587689999995,1.163597734,13.04795225,10.80028329,2.45508658008658,528000000.0,2.6304834886109187,2,39,2,Moderate,3,4,3,3,3,3,1,3,3,3,3,3,3,1,3
354363,BAILEY CARAVANS LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",1.170521564,1.1705338090000001,24.92908012,287.328356,11.64564793,41.6641277,6.51384299,30849359.57,12.18726838,3.5334419980000003,6.09730818,10.01887542,30.34130878,7.586898778939711,2981679.0,3.4739133248745624,2,48,4,Better_returns,3,4,3,2,4,2,5,3,3,4,2,4,4,5,3
1339039,VOESTALPINE ROTEC LTD,2020,"manufacture of motor vehicles, trailers and semi-trailers",-2.174497368,0.757116764,-5.179289901000001,0.0,26.92189449,34.87981438,102.0172194,4328272.8160000015,-7.425202642,-1.999005221,2.7144488489999996,14.66296118,-7.425202642,2.714448849200188,275381.0,1.0131280634717543,0,32,2,Moderate,2,0,0,2,4,5,4,0,0,4,3,0,4,4,2
1564477,STEVE VICK INTERNATIONAL LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",19.52463658,2.62731483,2.99659011,8.485032283999999,68.84021036,10.64482107,26.35500558,5193583.44,33.177260700000005,24.60373164,0.375384996,11.49155432,35.7403493,0.4526393727875621,2450778.0,4.425064400442354,4,46,4,Better_returns,4,2,2,4,2,3,4,4,5,2,3,4,2,5,4
1672070,JAGUAR LAND ROVER LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",-3.566930324,0.8433955009999999,-12.18477594,120.934444,33.29313879,63.66214923,20.55871832,8773000000.0,-5.803278689,-3.132466153,1.883737776,9.995465767,-12.82144151,-34.5748987854251,880000000.0,0.8502027809605044,0,23,1,Need_more_analysis,2,0,3,3,5,3,1,0,0,3,2,0,0,1,2
1818255,OPTARE GROUP LTD,2020,"manufacture of motor vehicles, trailers and semi-trailers",-40.37298931,0.431736086,-0.48066420200000004,-15.31119993,-116.3626584,69.01624744,156.8971985,58564999.88,21.58866231,-22.54253379,-1.844223292,42.55910612,20.33743916,-1.8241114964407708,-13590000.0,-2.161536553823385,0,29,1,Need_more_analysis,2,0,0,0,5,5,5,4,0,0,4,4,0,0,0
1887872,HONDA OF THE U.K. MANUFACTURING LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",0.492286647,3.156700056,2.60779914,210.7355016,23.14298312,0.0,0.0,868202999.7,1.10120214,0.787852076,1.23587907,5.942478422000001,3.421825992,3.419383600047797,93067000.0,2.8539672611335374,2,29,1,Need_more_analysis,5,2,3,2,0,0,1,2,2,3,2,2,4,1,3
1958909,ANGLOCO LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",1.809072436,1.4111586880000002,7.425002803,0.523835088,33.70155819,59.86225897,41.71229742,11232499.5,10.77924524,3.651803348,1.961983504,16.24273427,10.835710699999998,1.9672218549559501,595201.0,2.8288207901544835,2,45,4,Better_returns,3,3,1,3,5,3,5,3,3,3,3,3,3,4,3
2014660,COACHMAN CARAVAN COMPANY LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",5.7925982000000005,2.007850579,4.1352195080000005,12.99511686,49.1363469,50.32533336,2.988577232,14761343.68,19.40671578,10.75839921,0.908329875,7.791561452000001,21.92864117,1.041538678527837,1200107.0,3.3338897055987644,3,49,4,Better_returns,4,3,2,3,5,2,5,4,4,3,2,4,3,5,3
2352348,TOYOTA MOTOR MANUFACTURING (UK) LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",0.270177718,0.239361474,-3.4189364999999996,-23.130252600000002,-122.4926268,2.045618778,0.30238940000000003,246352728.8,-1.4488143409999998,1.3642002930000001,-1.585073142,5.823583657,-1.113699925,-1.8163756675068912,40880469.09,3.2117723796064146,1,13,1,Need_more_analysis,2,0,0,0,2,2,1,0,3,0,2,0,0,1,3
2524269,FILTRATION CONTROL LTD.,2020,"manufacture of motor vehicles, trailers and semi-trailers",10.49402849,1.193548077,16.57165338,8.113084755,17.70445781,63.68426461,69.65945806,7069395.694,142.1887704,27.21611862,4.567164121999999,9.542967906,153.7246659,4.648294969110195,2075178.0,3.95681784617146,4,56,4,Better_returns,3,4,2,2,5,5,5,5,5,4,2,5,4,5,4
2607806,SANOH UK MANUFACTURING LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",3.7526303480000003,2.974708819,2.883046849,0.780702632,76.71222359,39.12847791,49.79600187,8938999.264,6.3760055620000005,4.910509408,0.300770694,12.93546879,6.425783205,0.3101297656171411,1322000.0,3.8935634176196365,2,46,4,Better_returns,5,2,1,4,4,4,5,3,3,2,3,3,2,5,4
3021272,SHOWA UK LTD,2020,"manufacture of motor vehicles, trailers and semi-trailers",-6.230265548999999,2.803857243,3.236984917,27.63735728,55.721691099999994,1.128771343,20.63636911,17496942.66,-14.77131028,-10.50560609,0.518259685,22.93184766,-18.85371008,0.7946332574198369,-1939473.0,2.5634530404490605,0,30,1,Need_more_analysis,5,2,2,3,2,3,5,0,0,2,4,0,2,0,3
3160411,Q T (SW) LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",11.66400479,16.72638889,5.30848715,-221.3623136,-78.17987913,4.372130166,73.12994942,12043.0,52.53653054,49.84713829,-0.065478356,0.0,-63.75954893,-2.2791014914514367,675.0,5.789878777886473,4,30,1,Need_more_analysis,6,3,0,0,2,5,2,5,5,0,0,0,0,2,5
3345292,JTEKT AUTOMOTIVE UK LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",-2.831337528,6.242937853,1.32731681,1.7693351419999999,85.36811379,20.63172316,7.111832757999999,17679999.5,-2.9758412880000003,-2.585368114,0.153704206,7.235640349,-3.028493894,0.1713975576662144,-330000.0,5.149353138011741,0,26,1,Need_more_analysis,5,1,2,4,3,2,5,0,0,1,2,0,1,0,5
3673760,D.C. ELECTRONICS MOTORSPORT SPECIALIST LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",7.585342581,2.3383202659999998,2.6539996980000002,80.19620854,34.65522503,69.20373672,8.569390178999999,451227.4542,19.08998447,11.17321917,1.1966674309999998,15.36662513,32.24108101,1.8855677582988648,64592.0,2.9041990481326083,3,46,4,Better_returns,4,2,3,3,5,2,3,4,4,3,3,4,3,3,3
3683198,TRB LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",3.485920384,1.123440382,20.71792212,1.8166481890000001,24.17449757,4.603530845,36.15250202,18233360.54,27.30469338,6.720685252000001,3.118424142,18.04041382,27.800723600000005,3.136590623937224,2313839.0,2.640535612396248,2,48,4,Better_returns,3,4,2,2,2,3,5,4,3,4,3,4,4,5,3
3771890,MITSUI COMPONENTS EUROPE LTD.,2020,"manufacture of motor vehicles, trailers and semi-trailers",7.422455917000001,1.784058942,6.433623783,9.982825247000001,52.60007905,4.48786382,37.40532717,13317999.33,27.27893812,15.78115296,0.801309575,13.21170597,30.00214684,0.9011378273937312,3495000.0,3.903210701202945,3,49,4,Better_returns,4,3,2,3,2,3,5,4,5,3,3,4,3,5,4
3844182,KRAFTPOWERCON UK LIMITED,2020,"manufacture of motor vehicles, trailers and semi-trailers",-21.58794881,0.0,-993.2625,0.0,0.0,0.0,0.0,0.0,21442.5,0.0,-1.0,0.0,21442.5,-1.0,-60619.0,N/A,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
