REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
534798,E.E. SMITH CONTRACTS LIMITED,2020,manufacture of furniture,4.9514389560000005,1.519189348,9.494437111,15.71661238,39.31696905,56.79904268,58.02419115,15516999.98,29.23997185,13.30309498,1.386264929,0.464756003,33.83550489,1.5434310532030402,2916000.0,4.058088467771392,3,43,4,Better_returns,2,3,2,3,4,4,4,3,4,3,1,3,3,4,4
1059511,STEELCASE LIMITED,2020,manufacture of furniture,7.124583941,1.7396745930000002,4.731615253999999,30.84584738,34.48166543,2.399664402,71.03609056,18070000.0,30.33142054,13.68487795,1.591633466,0.0,39.68740423,1.9000919399325773,2759000.0,3.369096078785627,3,41,4,Better_returns,3,3,2,3,1,5,4,3,4,3,0,3,3,4,3
1152895,HARTE WOODWORKING LIMITED,2020,manufacture of furniture,7.59930639,2.05940784,3.6996082319999997,2.818556678,56.51526856,21.75224965,77.1910634,4990700.24,21.84341986,12.60164972,0.7540484679999999,19.39798676,22.45908903,0.7923770175836181,841676.0,3.561714249182862,3,42,4,Better_returns,3,3,2,3,2,5,3,3,4,3,3,3,2,3,3
1586822,ROUNDEL MANUFACTURING LIMITED,2020,manufacture of furniture,3.296078432,2.4551607559999997,4.7865323680000005,18.39778386,63.99877048,26.89033636,90.39392964,9208595.615,7.487133702,5.645866933,0.38426382,5.523104347,8.82183656,0.5625300181297209,1489706.0,3.54871215568869,2,41,4,Better_returns,3,3,2,4,3,5,4,2,3,2,2,2,2,4,3
1739668,OAKWOOD KITCHEN DESIGN CONSULTANTS LIMITED,2020,manufacture of furniture,6.453278638,3.426029362,2.4657879080000003,1.9450005680000002,78.32947071,22.93028693,57.14878784,3330634.6319999998,9.739841631,7.777553727999999,0.257208691,6.153941125,9.929281606,0.27665869676971794,451914.0,4.3552944093192325,3,37,3,Reasonable_performance,4,2,2,4,2,4,3,2,3,2,2,2,2,3,4
1836033,TRUWOOD FURNITURE LIMITED,2020,manufacture of furniture,45.65183807,14.03971588,0.774698584,1.540758714,92.64478801,5.325836013,100.4462369,962590.3734,29.05961068,27.33702108,0.063983948,6.202831925,29.50734917,0.07939153562596239,325970.0,10.342908087418383,5,38,3,Reasonable_performance,5,1,2,4,1,5,2,3,5,1,2,3,1,3,5
2084779,BENCHMARK WOODWORKING LIMITED,2020,manufacture of furniture,0.087835812,2.684962413,2.950500515,2.263742969,65.0028471,69.76774832,53.31571255,3172709.5710000005,0.220232166,0.146397888,0.515756725,8.633204967000001,0.22521765600000002,0.5383941544670132,47435.0,3.489702751138421,1,34,2,Moderate,4,2,2,4,4,4,2,1,2,2,2,1,2,2,3
2306840,LAMINATING TECHNOLOGY LIMITED,2020,manufacture of furniture,8.346121177999999,14.31069679,1.016894865,0.9821649459999999,93.23659321,9.52552668,61.64538813,8453070.293,7.016382997000001,6.606088098,0.062718611,5.222368407,7.085295451,0.07254026079930176,810456.0,10.326242226979167,3,34,2,Moderate,5,1,1,4,1,4,4,2,3,1,2,2,1,3,5
2331929,SIGNWAVES LIMITED,2020,manufacture of furniture,3.575818051,3.952167406,1.578760107,32.73186989,65.56782131,31.67972943,55.773332499999995,5611227.116,2.890121236,2.463002706,0.22539361,18.96429396,3.756419928,0.5251383681825571,462297.0,2.535005630323092,2,37,3,Reasonable_performance,4,2,2,4,3,4,3,1,3,2,3,1,2,3,3
2563787,HILL'S PANEL PRODUCTS LIMITED,2020,manufacture of furniture,5.553886375,3.171127013,3.87696417,12.88559828,69.56389932,27.4799548,48.37456472,13054288.95,12.78296666,10.03815999,0.308671254,12.5131291,14.430128400000001,0.4375272371831152,2800350.0,4.246487904185358,3,43,4,Better_returns,4,3,2,4,3,4,4,2,4,2,3,2,2,4,4
