REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
15793,JOSEPH AND JESSE SIDDONS LIMITED,2015,manufacture of basic metals,12.7857778,3.320842822,2.172740224,7.623951239,84.45704061,24.70596154,88.31222116,4134000.7410000004,6.457552463,5.869657158,0.10779439699999999,5.140153269,6.949873114,0.1840339098202513,935429.0,4.221051086642871,5,41,2,Moderate,5,2,2,5,3,5,4,2,2,1,2,2,1,5,4
36721,SPECIAL METALS WIGGIN LIMITED,2015,manufacture of basic metals,16.14572669,4.254545946,1.17584306,11.81679883,73.40796288,49.27570869,19.755639499999997,157464998.6,15.03010227,12.08930054,0.272001705,35.430508,16.80617922,0.4013759733877674,4478000.0,3.211049193774981,5,47,4,Better_returns,5,1,2,5,5,3,6,2,3,2,4,2,2,5,3
50918,UNITED CAST BAR (UK) LIMITED,2015,manufacture of basic metals,-1.286952909,1.5945157859999999,6.110028053,6.531088357000001,71.42117702,58.78887608,25.82853885,10194617.1,-1.576841049,-1.1791213040000001,0.359331284,24.88646319,-1.6798259309999999,0.4353059548524351,413675.0,2.502679616179402,0,39,2,Moderate,4,3,2,5,5,3,5,0,0,2,4,0,2,4,3
88330,RICAL LIMITED,2015,manufacture of basic metals,-0.06608220599999999,2.483534323,3.5483820539999997,73.00560586,45.55992141,53.43385171,72.58513591,10708999.16,-0.09346959099999999,-0.07367387,0.46485554100000004,15.91259527,-0.16170763300000002,1.194911599827512,717000.0,2.0944332227412885,0,40,2,Moderate,4,2,3,4,5,5,5,0,0,2,3,0,3,4,2
91580,CASTINGS PUBLIC LIMITED COMPANY,2015,manufacture of basic metals,13.36730963,3.6351690239999996,2.4984392840000003,4.012436206,82.83572247,31.63733736,72.85096139,72477999.39,14.13746707,12.18076429,0.16708428,9.22921047,14.70472391,0.2072086416545852,24170000.0,4.868612725812626,5,46,4,Better_returns,5,2,2,5,4,5,5,2,3,1,2,2,2,6,5
95908,BEKAERT BRADFORD UK LIMITED,2015,manufacture of basic metals,-10.14623002,3.333502564,2.957695495,7.449699366,75.29149103,40.14437349,47.21490429,9087317.69,-16.53247136,-13.37484881,0.25367433899999997,4.488534029,-17.76409078,0.3281713328679322,-1221777.0,3.2056984163548075,0,33,1,Need_more_analysis,5,2,2,5,4,4,5,0,0,2,2,0,2,0,3
112453,NEWBY FOUNDRIES LIMITED,2015,manufacture of basic metals,2.060313129,1.131980449,23.00726974,774.6224467999997,6.3619230479999995,44.26729492,66.17916484,5122712.594,33.83211744,5.279826969,13.26549199,13.36561547,82.99105363,14.718517693408062,388842.0,2.916247797390729,3,49,4,Better_returns,3,4,3,2,4,5,4,3,2,4,3,4,4,4,3
115131,FRANCIS W BIRKETT & SONS LIMITED,2015,manufacture of basic metals,5.518323279,2.766602111,1.84216952,7.0974281910000006,74.44639311,22.37503972,81.42028873,3242761.3419999997,6.1804048960000015,4.598019516,0.34429531,20.21228515,6.183104442,0.3452443324744368,269349.0,3.3504815382158544,4,43,3,Reasonable_performance,5,2,2,5,3,5,4,2,2,2,3,2,2,4,3
137114,VALE EUROPE LIMITED,2015,manufacture of basic metals,29.01117982,19.86505441,1.683284833,3299.3289839999998,2.8765367889999998,9.025763852999999,3.62753983,82141999.02,20.88784586,20.42475162,0.7707362529999999,3.0858744330000003,710.0465982999997,33.76402609506058,111504000.0,3.4508289581542115,5,42,3,Reasonable_performance,6,2,3,2,2,2,5,3,4,3,1,4,4,1,3
139599,WIELAND METALS BIRMINGHAM LTD.,2015,manufacture of basic metals,1.184941442,1.6522811880000001,9.199010286,65.45530173,47.94580214,24.97731075,31.57011038,20193722.24,3.152838722,2.184262599,0.640739376,12.74867862,4.555691013,1.0856883302158924,2388315.0,2.8251507282305006,3,42,3,Reasonable_performance,4,3,3,4,3,3,5,1,2,2,3,1,3,5,3
