REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
331922,REX BOUSFIELD LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.878349634,1.723352649,7.60198379,15.12815033,53.84080663,33.074825399999995,67.9860896,4919609.37,8.534528172,4.673181886,0.84032576,11.45775057,8.679628295,0.8573272999590239,412368.0,3.8325066970216177,2,44,3,Reasonable_performance,3,3,2,3,4,5,2,3,3,3,3,3,3,4,4
362118,LINNELL BROTHERS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",17.21766119,1.8739255519999998,4.088945592,30.78893826,58.18490024,77.50762257,50.35633827,4231143.056,22.2000201,16.31367971,0.455702814,26.42560158,28.03765178,0.718658957736308,1743001.0,2.62289322007766,4,48,4,Better_returns,3,3,2,3,5,4,2,4,5,2,4,4,2,5,3
365289,PALMER TIMBER LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.526303772,0.95025325,-47.46715593,233.2349673,20.9820593,48.44609332,66.84927092,9968759.6,16.86610611,4.406793888,3.5207171089999996,16.91943806,21.00267578,3.7659764263830398,1113526.0,2.07425699728018,2,46,4,Better_returns,1,0,3,2,5,5,3,4,3,4,3,4,4,5,2
382248,MERCIA GARDEN PRODUCTS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.957050021000001,0.996907695,-1440.8245279999999,3.852150183,42.33129031,37.20077937,20.15495721,4710664.352,28.15287555,12.37655453,1.323797229,14.54607082,29.2373666,1.3623187309548963,1245257.0,3.386608481888916,3,41,2,Moderate,1,0,2,3,4,3,2,4,4,3,3,4,3,5,3
396804,DAVID COVER AND SON LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.402939729,1.9984067630000002,7.872744008,15.46518102,68.08087987,25.22644035,36.04293696,17851285.03,13.75229267,10.80092669,0.315509971,12.28368052,15.87910962,0.47078349792075896,5408663.0,3.716858588658398,3,44,3,Reasonable_performance,3,3,2,4,4,3,3,3,4,2,3,3,2,5,4
397092,H.G.TIMBER LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.563515165,2.764722859,4.248596316,7.005222087000001,82.654926,24.81751465,69.7357241,2471617.597,8.734208117,7.568504956,0.161471432,5.376600281,9.156750023999999,0.20984924728401635,761006.0,4.545096311335657,3,40,2,Moderate,4,3,2,4,3,5,1,3,3,1,2,3,2,4,4
399324,DAGLESS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.6836754759999999,1.418890847,8.250374088,28.68968584,53.01507452,37.98095542,24.26416678,5181550.1219999995,1.492141635,0.914572747,0.730120203,25.39416425,1.72511829,0.8862559544921452,271902.0,2.2978484315088283,2,40,2,Moderate,2,3,2,3,4,3,2,2,3,3,4,2,3,4,2
410867,NICKLIN TRANSIT PACKAGING LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.427419176,1.157683695,21.27352225,83.59669742,26.31408523,43.21639786,57.56202349,3986264.8680000002,18.62612942,8.263078158999999,2.114349382,3.940022219,31.40173063,2.8002461094081585,827663.0,2.609676067337705,3,45,3,Reasonable_performance,2,4,3,2,4,4,2,4,4,3,1,4,4,4,3
414489,WERNICK BUILDINGS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.723784193999999,4.224109069,2.589086221,33.76398842,58.15056019,26.61438636,24.06536157,10969194.74,11.26183342,8.759961783,0.382034005,15.12268141,15.06427755,0.7196738890730301,1241337.0,3.977158929171475,3,43,3,Reasonable_performance,4,2,2,3,4,3,3,3,4,2,3,3,2,5,4
416607,ROWLINSON GARDEN PRODUCTS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.83661563,1.505564176,4.81308233,63.04833664,24.50409157,42.61631477,123.9236426,8777399.359,3.0595543789999997,1.2223994790000001,2.450467756,26.34747111,4.988552524,3.0809511219871832,236708.0,2.1031140351495576,2,43,3,Reasonable_performance,2,3,3,2,4,5,3,2,3,3,4,2,4,3,2
450011,SANDIFORD SON & BANNISTER LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-12.78580741,6.247809694,1.332444205,2.4405548280000002,91.33037115,24.89125805,41.97176018,686021.4758,-6.1545820970000005,-5.7581863239999995,0.070520474,7.497059707999999,-6.304788047000001,0.0949260222874036,-62005.0,6.987818022397745,0,22,1,Need_more_analysis,4,1,2,4,3,3,1,0,0,1,2,0,1,0,5
457573,PONTRILAS SAWMILLS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.130689812000001,1.0768086190000001,26.73187083,80.71450533,38.76728039,56.7766965,73.79535317,18985790.77,16.36023996,7.726475013,1.38679359,11.33508406,20.30405021,1.7105767220916748,4171094.0,1.9635536467808428,3,49,4,Better_returns,2,4,3,3,5,5,3,3,3,3,3,4,3,5,2
474897,M.H.SOUTHERN & COMPANY LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.7442148080000002,2.330486521,3.799741295,10.85474721,57.21761416,34.71455902,57.49168613,6057042.86,5.167131792,3.257999357,0.645738637,22.55045742,5.694049647000001,0.7477135576077145,494794.0,3.4914509156274587,2,42,3,Reasonable_performance,3,3,2,3,4,4,2,3,3,2,4,3,2,4,3
486100,ETEX (EXTERIORS) UK LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",19.89860583,2.917085427,2.068152031,4.693140794,86.29283489,37.70278834,21.04879594,116099999.5,22.01963534,17.21491228,0.28736462100000004,11.66032953,22.67148014,0.3765008576329331,37800000.0,3.826308271390322,4,44,3,Reasonable_performance,4,2,2,4,4,3,4,4,5,2,3,4,2,1,4
499622,JELD-WEN UK LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",12.26270011,2.09307324,2.9617691710000003,1.836593049,59.79101714,29.30244968,98.7504517,76932999.48,25.50023592,15.52687302,0.654126106,15.98218413,25.96857148,0.6724920360911889,2230000.0,3.3000167898971613,4,47,4,Better_returns,3,2,2,3,4,5,3,4,5,2,3,4,2,5,3
499622,JELD-WEN UK LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",12.26270011,2.09307324,2.9617691710000003,1.836593049,59.79101714,29.30244968,98.7504517,76932999.48,25.50023592,15.52687302,0.654126106,15.98218413,25.96857148,0.6724920360911889,2230000.0,3.3000167898971613,4,47,4,Better_returns,3,2,2,3,4,5,3,4,5,2,3,4,2,5,3
501259,ARBOR FOREST PRODUCTS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.862997994,2.479654268,4.35094513,9.174094443,64.59634938,25.15152887,68.31327028,25532998.86,5.524491165,3.782310425,0.488194576,17.68867569,5.8553005879999995,0.5480750995638156,1339000.0,3.8396807637381434,2,45,3,Reasonable_performance,3,3,2,4,4,5,3,3,3,2,3,3,2,5,4
526758,ROSEWOOD MANUFACTURING COMPANY (GATESHEAD) LIMITED(THE),2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.642853038,1.055500151,56.52914159,90.13467846,28.19130545,32.81675036,70.91787454,2546467.821,13.32534524,6.9591253570000005,1.694681069,5.707042769,24.68536042,2.5471929520171566,549825.0,2.050818030432761,3,43,3,Reasonable_performance,2,4,3,2,4,5,1,3,3,3,2,4,3,4,2
543509,E.O.BURTON & COMPANY LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.702220518,3.3754688180000003,2.920852168,0.356603726,80.46623563,45.07466004,46.54835112,1083591.37,1.161266085,0.9377593059999999,0.23919124100000005,23.48871738,1.165407203,0.24275727848620005,54923.0,4.460601038343609,2,38,2,Moderate,4,2,1,4,4,4,1,2,3,2,4,2,2,3,4
555524,C. BLUMSOM LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8.205123911,1.528496831,8.549374545,7.156699841,53.75865606,44.78766145,62.44282356,2464639.346,27.71581545,15.85941359,0.7957503659999999,14.47053272,29.50113481,0.8601655497920141,782943.0,3.5820535115296064,3,45,3,Reasonable_performance,2,3,2,3,4,4,1,4,5,3,3,4,3,4,3
564890,ASKERN UK LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.98514424,1.498438451,6.058436603,5.3441754889999995,35.18535128,49.97590494,85.01530677,4384340.554,10.17838874,3.772692888,1.788650092,14.76130168,10.7223397,1.8420918465592844,256198.0,2.8130503040806225,2,44,3,Reasonable_performance,2,3,2,3,5,5,2,3,3,3,3,3,3,4,3
575967,NEAL BROTHERS (LEICESTER) LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9.248012877999999,0.901809465,-30.77125612,48.70482582,43.53318931,43.80308419,73.31770153,5593667.92,17.27740163,10.67611682,0.891289975,2.639194603,24.90475636,1.382032287923499,2289589.0,2.141239851788086,4,42,3,Reasonable_performance,1,0,3,3,4,5,2,4,4,3,1,4,3,5,2
597855,ALEXANDER CLEGHORN LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.2121024780000003,2.2082520740000002,5.311056077,20.82556851,61.31677625,37.23292686,1.902432326,4537151.506,4.96517106,3.6785136869999997,0.422619356,7.700124392999999,5.999196161,0.6308750412409897,776718.0,3.345078181606583,2,38,2,Moderate,3,3,2,3,4,2,2,3,3,2,2,3,2,4,3
672142,UV GROUP PLC,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",10.17342113,4.043923382,1.169903439,0.009475978000000001,77.69842439,37.97922656,103.6812575,12244998.88,10.39416335,8.076866441,0.286932626,31.49401836,10.3951483,0.2870273855775609,1113000.0,4.048445438511023,4,44,3,Reasonable_performance,4,1,1,4,4,5,3,3,3,2,4,3,2,5,4
673817,T.W. ENGINEERING COMPANY LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.202936367,3.124020928,3.4356261389999996,0.545185186,73.11779015,23.37639097,60.7036009,5129607.521000002,18.93505911,13.92037711,0.36220436100000003,6.559646408,19.03829024,0.3676562132581802,966540.0,4.832751465627237,3,42,3,Reasonable_performance,4,2,1,4,3,4,2,4,4,2,2,3,2,5,5
678150,D.& J.SIMONS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",10.09370376,469.848146,0.099274015,0.0,99.79659491,0.0,0.0,798266.8546,0.9575565629999999,0.955608844,0.0020381970000000003,11.05476802,0.9575565629999999,0.002038196693778641,8407.0,295.6598887679306,4,21,1,Need_more_analysis,0,1,0,4,0,0,1,2,3,1,3,2,1,3,1
818914,THOMAS ARMSTRONG (TIMBER) LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.726634804,2.291392048,4.372221412,0.784109987,61.55995577,15.90140173,64.0705429,3761012.4310000003,16.32742822,10.12996972,0.6165915160000001,10.08632687,16.45545321,0.6244326162406523,551419.0,4.204481696887192,3,39,2,Moderate,3,3,1,3,3,4,2,3,4,2,2,3,2,4,4
859710,CLIFFORD JONES TIMBER LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",13.41685414,2.3024517490000003,2.709744693,43.9921311,52.58715866,103.41959840000001,55.49306068,5088544.476,15.1826094,11.49647991,0.461683616,14.84401292,21.86176283,0.9016049268980836,145818.0,2.164124121496464,4,44,3,Reasonable_performance,3,2,3,3,5,4,2,3,4,2,3,4,3,3,2
878297,LAMBSON BUILDING PRODUCTS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.9059766239999996,1.383136176,5.177600353,37.18453835,33.9335815,41.34532011,100.2035257,13243568.5,10.69869224,3.7461588619999997,1.9150613369999998,25.38312416,11.03968015,1.9469332610645709,958770.0,2.14070730370502,2,47,4,Better_returns,2,3,3,3,4,5,3,3,3,3,4,3,3,5,2
897076,NEWMOR GROUP LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.186082319,2.101561139,4.746235577,85.22082343,37.28317237,40.56763126,62.24787168,9249951.333999999,17.36808452,11.87742826,0.847928969,12.73325386,31.85734343,1.6821751915488117,2084868.0,2.9475339630260047,3,49,4,Better_returns,3,3,3,3,4,4,3,4,4,3,3,4,3,5,3
907445,HARLOW BROS. LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.0149854000000005,3.297510349,2.841673987,0.0,73.56873405,26.15818356,51.84454701,14545115.93,11.7632163,8.654049313,0.35927308399999996,16.37998502,11.7632163,0.3592730838184863,1970335.0,4.5273523128896125,3,43,3,Reasonable_performance,4,2,0,4,4,4,3,3,4,2,3,3,2,5,4
910291,H.S.JACKSON & SON(FENCING)LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.877486541000001,2.357541416,3.758723418,3.6662251410000004,62.98101750000001,42.91582199,73.94528939,12749293.24,13.32927487,8.680338179,0.553780215,14.91799627,13.78246736,0.5877800004812919,1757708.0,3.820439735270973,3,45,3,Reasonable_performance,3,3,2,3,4,5,3,3,4,2,3,3,2,5,4
914878,"DAVID SMITH,ST.IVES,LIMITED",2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.747515388,1.6857332680000001,7.398038174,10.2668582,47.25231331,50.70557221,52.03302996,3506572.555,8.149429707000001,4.246149624,1.0136299229999999,8.775330118,8.986120098999999,1.1162985046116902,349075.0,3.4399446182014177,2,43,3,Reasonable_performance,3,3,2,3,5,4,2,3,3,3,2,3,3,4,3
932927,TRAFALGAR CASES LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",69.16782283,0.923360662,-48.14490979,19.40784406,7.802673838,26.62324721,57.83400269,1062391.7240000002,3015.651156,235.30142379999998,11.81611946,7.473058885,3015.651156,11.81611945816602,3043119.0,14.675149217548745,5,44,3,Reasonable_performance,1,0,2,1,4,4,1,5,6,4,2,5,4,5,6
981905,KRONOSPAN LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8.559385751,1.5795676719999998,6.9189419260000005,8.195974035,63.25538479,20.91321683,33.11453373,86444999.63,15.82770185,10.83244428,0.49893333799999995,9.338588777,17.12493618,0.5808930785500693,28919000.0,3.1260104545792364,3,42,3,Reasonable_performance,3,3,2,3,3,3,3,3,4,2,2,3,2,6,3
985231,K.J.EDWARDS(ELECTRICAL)LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.021161561,5.1341054139999995,2.3155014609999998,2.484199743,81.34997907,22.9981866,40.2549531,2378817.299,14.897262900000001,12.19436266,0.223468976,38.65992561,15.01940789,0.2322281549267448,368216.0,5.8143507422107135,3,41,2,Moderate,4,2,2,4,3,3,1,3,4,2,4,3,2,4,5
996161,W. HOWARD LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.447992216,1.2264733209999998,11.41240506,113.06552079999999,32.96678753,15.12872956,97.33820626,7807841.902000003,20.63771497,9.220063398999999,1.678180021,3.7876276260000004,27.96773386,2.033355916118573,1520470.0,2.3624777921217217,3,47,4,Better_returns,2,4,3,3,3,5,3,4,4,3,1,4,3,5,2
1084328,THE MALVERN COLLECTION LTD,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.731331422,1.84879889,4.245479004,7.416087419,48.08044302,101.2887856,56.44067364,8710260.124,9.215084957,4.759234821000001,1.00568685,24.29964392,9.898483713,1.079847724502083,509230.0,2.994908906922647,2,46,4,Better_returns,3,3,2,3,5,4,3,3,3,3,4,3,3,4,3
1087941,A.& J.SCOTT LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.06022759,1.431449266,11.18189024,37.11859304,51.21295349,43.77636638,42.4193455,7232687.7289999975,14.74390793,10.28983474,0.589881691,5.623330939,20.09225017,0.9526309884595642,2935007.0,2.8791228402869784,3,45,3,Reasonable_performance,2,4,3,3,4,4,3,3,4,2,2,3,3,5,3
1106904,HICKS JOINERY LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",12.30608539,3.138112724,3.2020061639999997,1.4182394130000002,68.75299174,10.44964847,101.2656813,2808158.978,36.57674669,25.50426091,0.440299767,0.316172217,37.09549252,0.4544821610536224,29561.0,4.484510529737012,4,41,2,Moderate,4,2,2,4,2,5,1,4,5,2,1,4,2,3,4
1125264,N.C.T. & S. LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",35.46574264,2.1242387330000003,11.73249755,26.01856382,77.84304548,27.67221023,53.04121173,36623.87014,9.07640212,8.903649864,0.024450637,0.984560993,11.4379516,0.28463627532316504,81334.0,2.7939570035174124,4,38,2,Moderate,3,4,2,4,4,4,0,3,4,1,1,3,2,3,3
1136954,HOWARTH TIMBER (WINDOWS & DOORS) LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",12.64413519,1.278414674,8.876470588,290.0318134,18.58128079,33.18621604,62.45394301,3902999.397,47.181008899999995,18.79802956,3.237539767,24.38701127,101.16648990000002,4.381760339342524,1005000.0,2.6715224011559418,4,52,4,Better_returns,2,3,3,2,4,4,2,5,5,4,4,5,4,5,3
1168723,R. PLEVIN & SONS LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.7736027110000006,0.433176385,-3.724121406,564.8480663,8.353524864,37.6069146,56.61390640000001,4783999.943,20.64417178,7.663402414,7.627071823,2.693776005,92.95580109999999,13.23152709359606,2897000.0,1.5702135820527774,3,41,2,Moderate,1,0,3,1,4,4,2,4,3,4,1,5,4,5,2
1169327,M.R. ELLIS (TIMBER) LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",20.19296105,7.960677292000001,0.880144355,0.327136225,88.93472255,25.46704257,53.13826585,11898489.65,14.93847659,13.32895437,0.121148854,5.7182396529999995,14.98734576,0.124420216694517,2065775.0,7.0145578787620675,4,40,2,Moderate,4,1,1,4,4,4,3,3,4,1,2,3,1,5,5
1176301,ROWLINSON PACKAGING LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.462379694,1.3550558990000001,7.671364548,0.6345893810000001,64.02644911,45.36505474,100.9848583,4618913.516,0.705237525,0.452083079,0.560648583,17.7751813,0.706088009,0.5618545365607663,277324.0,2.2888523767423177,2,38,2,Moderate,2,3,1,4,4,5,2,2,2,2,3,2,2,4,2
1185122,CHARLES RANSFORD & SON LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16.43281975,6.8868493960000015,1.86125831,3.563763363,89.9043343,7.40483737,40.29457539,8018645.39,13.32719707,12.40872823,0.076655792,23.81710433,13.80214684,0.11229342591826942,2833387.0,7.263853254460461,4,41,2,Moderate,4,2,2,4,2,3,3,3,4,1,4,3,1,5,5
1213142,FIRWOOD TIMBER & PLYWOOD CO. LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8.310661864,6.544849928,2.197173019,0.200703966,89.04127739,17.72287762,50.70557456,6592284.859,12.23338956,10.91462855,0.121067594,17.57718846,12.25794246,0.12307463379759598,1116590.0,7.255990290560867,3,41,2,Moderate,4,2,1,4,3,4,3,3,4,1,3,3,1,5,5
1223584,SUSSEX TURNERY & MOULDING COMPANY LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.521181203,1.152716165,27.71099605,37.78856370000001,40.1907566,40.78773933,45.79506362,7020807.501,17.12207784,9.035943865,1.17505524,11.79564968,22.48264185,1.4881342989727977,1821988.0,2.9993622126677595,3,49,4,Better_returns,2,4,3,3,4,4,3,4,4,3,3,4,3,5,3
1238308,LEWIS TYLER & SONS (FENCING) LIMITED,2015,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9.124102349,2.5464274209999997,5.081320515,4.390899292,65.9931025,22.62958094,38.34475055,2372098.46,32.37606277,22.30412644,0.47140088399999996,6.869207434,33.79766309,0.5153098764744878,789049.0,5.284793715922973,4,42,3,Reasonable_performance,3,3,2,4,3,3,1,4,5,2,2,4,2,4,5
