REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
474897,M.H.SOUTHERN & COMPANY LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.9031740819999998,1.578686346,6.061856959,12.72196896,50.79348192,61.51921859,65.71010389,5957685.3220000025,5.377194576,2.9783440660000005,0.8782930529999999,19.31825899,5.863634375,0.9687565456114496,487632.0,2.666896144087162,3,48,4,Better_returns,4,3,2,3,5,5,4,3,3,3,3,3,3,4,3
486100,ETEX (EXTERIORS) UK LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",268.2890855,8.769736842,0.574089754,7.907293797,97.93057409999999,15.612094400000002,6.998525074,133299999.6,116.45326499999999,106.126021,0.103612815,9.439528024,123.9945467,0.19744204636290968,383700000.0,13.091328473773967,1,44,3,Reasonable_performance,5,1,2,4,3,2,6,5,5,1,2,5,2,1,6
499622,JELD-WEN UK LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",32.36468060000001,5.6167079860000015,0.90099751,3.117761725,84.72213452,36.42814571,77.42793802,149527999.3,19.92683117,17.35761333,0.15263157900000002,15.96109736,20.54810228,0.184451105498438,2450000.0,4.741191841176812,5,50,4,Better_returns,5,1,2,4,4,5,6,4,5,1,3,4,1,5,4
499622,JELD-WEN UK LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",32.36468060000001,5.6167079860000015,0.90099751,3.117761725,84.72213452,36.42814571,77.42793802,149527999.3,19.92683117,17.35761333,0.15263157900000002,15.96109736,20.54810228,0.184451105498438,2450000.0,4.741191841176812,5,50,4,Better_returns,5,1,2,4,4,5,6,4,5,1,3,4,1,5,4
501259,ARBOR FOREST PRODUCTS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.706839313,2.809996233,3.354298203,1.68704836,68.51636738,27.34546131,64.05647889,44751999.03,15.08185968,10.50787424,0.442634797,15.97046261,15.33629794,0.4595052807115064,7203000.0,4.357952349188539,4,48,4,Better_returns,5,2,2,4,4,4,5,3,4,2,3,3,2,5,4
526758,ROSEWOOD MANUFACTURING COMPANY (GATESHEAD) LIMITED(THE),2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",11.87754736,1.353005396,11.87343299,92.13679691,34.1737555,28.649307899999997,57.27340578,3084647.838,27.38953736,17.66868274,1.038549124,3.876921138,51.70249063,1.926222141238369,1558566.0,2.8688242411771805,5,50,4,Better_returns,3,4,3,3,4,4,3,4,5,3,1,5,3,5,3
549613,PTG TREATMENTS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",17.8802388,2.360036683,3.400593532,0.0,69.43010083,35.57730757,60.96710969,1456557.815,36.41035153,25.27974378,0.44029749100000004,4.010023833,36.41035153,0.4402974905919492,631697.0,3.4621916724181783,5,43,3,Reasonable_performance,4,2,0,4,4,4,3,4,5,2,1,4,2,4,3
564890,ASKERN UK LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.186999358,1.294573884,8.573463403,39.07048817,32.60339891,50.26181445,103.68320159999999,4174803.7339999997,0.5974882739999999,0.263775379,1.7130921469999998,10.52636943,0.809042578,2.0671648768215407,189439.0,1.9920120537425303,2,42,2,Moderate,3,3,3,2,5,5,4,2,2,3,2,2,3,3,2
575967,NEAL BROTHERS (LEICESTER) LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.471155049,0.906055044,-34.22974737,60.26121550000001,41.50103199,32.98282241,58.72298223,6709815.8879999975,4.4178512780000005,2.839331478,0.8667694229999999,3.491074133,6.887803322999999,1.4494439707718494,1446734.0,1.7715756641577882,3,42,2,Moderate,2,0,3,3,4,4,5,3,3,3,1,3,3,5,2
672142,UV GROUP PLC,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.698889615,4.54258568,1.173180077,0.046504418,81.74618259999998,36.68476486,82.66737427,13386998.53,5.407499225,4.40239672,0.22841419899999998,35.33638145,5.410013951,0.23016367887763056,792000.0,4.37394993038738,4,45,3,Reasonable_performance,5,1,1,4,4,5,5,3,3,2,4,2,2,4,4
673817,T.W. ENGINEERING COMPANY LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",10.00353651,3.274738969,3.252526526,0.559185024,73.16260378,25.98298947,76.31235123,8939853.425,26.5866739,19.56027277,0.361226645,7.768467182,26.73534260000001,0.36681849523654014,2165017.0,5.110444022631224,5,50,4,Better_returns,5,2,1,4,4,5,5,4,5,2,2,4,2,5,5
818914,THOMAS ARMSTRONG (TIMBER) LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.124159141,1.042907518,64.50655645,43.23761196,24.13888568,20.04134715,78.59758909,4187256.582,34.06557467,8.549943837999999,3.10293996,15.09635159,35.41979506,3.14269330079162,636090.0,2.7705674325148166,4,51,4,Better_returns,3,4,3,2,3,5,4,4,4,4,3,4,4,4,3
859710,CLIFFORD JONES TIMBER LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-15.64422284,0.69849705,-7.646047277999999,124.0661165,26.79336893,76.46996488,34.52919003,2180609.705,-37.34954227,-18.34794359,1.8987926130000001,12.80329622,-68.4794198,2.7322667503583964,-744950.0,0.5472059562798937,0,28,1,Need_more_analysis,2,0,3,2,5,3,3,0,0,3,3,0,4,0,2
878297,LAMBSON BUILDING PRODUCTS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.995220092,1.468808636,4.748994726,40.70821918,38.08044537,35.07805432,99.04414293,17891792.43,16.87201232,6.702949662000001,1.5827489,25.69651228,17.60207791,1.62601970711539,1931608.0,2.3964601747229253,4,51,4,Better_returns,3,3,3,3,4,5,5,4,3,3,4,3,3,5,3
897076,NEWMOR GROUP LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.334177341,2.856918515,3.517947102,56.63857865,47.88372399,37.4806893,56.03551936,12641872.19,16.4605451,12.25138213,0.534027484,12.37270603,25.58569198,1.0883922899276088,2571520.0,3.4087612962592213,4,50,4,Better_returns,5,2,3,3,4,4,5,3,4,2,3,4,3,5,3
907445,HARLOW BROS. LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.577815631,2.77653062,3.745515653,0.36233220299999996,67.95370841,29.7421343,48.92693158,17544870.86,14.20322042,9.686585901,0.46796671100000004,17.058895899999996,14.25468327,0.4715900330280252,2593830.0,4.511426655035222,4,48,4,Better_returns,5,3,1,4,4,4,5,3,4,2,3,3,2,5,4
910291,H.S.JACKSON & SON(FENCING)LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.022052047,2.9156256430000003,3.200793168,1.366069976,74.64639832,32.55882636,53.58978225,15676388.0,6.877255302000001,5.015698238,0.375503445,16.30801006,6.957995105,0.4065951358759198,1485087.0,4.040363908133141,3,47,3,Reasonable_performance,5,2,2,4,4,4,5,3,3,2,3,3,2,5,4
914878,"DAVID SMITH,ST.IVES,LIMITED",2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.927285721,1.6194651119999999,8.519162099999999,12.81346496,47.97480773,39.72741432,52.14107301,5022417.7,17.56855821,9.508462611,0.956292672,5.681873102999999,19.81969926,1.0844273218901113,969515.0,3.8731467661079515,3,48,4,Better_returns,4,3,2,3,4,4,4,4,4,3,2,3,3,5,4
981905,KRONOSPAN LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-2.520454905,1.0328022209999999,109.3066854,95.51430489,42.36933156,29.5956494,29.24752039,67347999.58,-3.1939167619999997,-2.359880825,0.616324679,11.80717429,-5.5697853560000015,1.3601977259624018,10170000.0,1.4865741032691795,0,38,2,Moderate,3,4,3,3,4,3,5,0,0,2,3,0,3,5,2
996161,W. HOWARD LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.4867817610000005,1.333093805,8.490415862999999,77.95232607,39.26855087,30.42146999,76.70282399,9832371.833999999,15.82265651,7.041838315,1.413223044,5.8795726460000015,17.93251383,1.5465671072687366,1512105.0,2.5726175326356366,4,48,4,Better_returns,3,3,3,3,4,5,5,3,3,3,2,3,3,5,3
1047978,A.C.BUCKOKE & SONS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-10.73031197,0.144144503,-0.130241926,0.0,1.819981843,3274.474479,471.9974971,72332.0,-64.52375833,-1.174320686,53.94560309999999,0.0,-64.52375833,53.94560309610837,12763.0,-0.8229021690775886,0,18,1,Need_more_analysis,2,0,0,1,1,1,2,0,0,4,0,0,4,3,0
1084328,THE MALVERN COLLECTION LTD,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.8727863459999999,1.892908885,4.491603722,2.252146969,55.04176372,34.59098774,16.57805301,8599767.957999999,2.7404861560000002,1.537087251,0.797791965,25.97911993,2.792583572,0.8168022470193541,273371.0,3.053532594620995,3,44,3,Reasonable_performance,4,3,2,3,4,3,5,2,3,3,4,2,2,4,3
1087941,A.& J.SCOTT LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.395628942,1.952675748,6.174066197999999,4.575271123,69.25261455,42.32054749,42.31087886,11266817.59,12.085652,8.752563262999999,0.39823609200000004,6.929129594,12.63860335,0.4439888031648308,3440955.0,3.8699180463832006,4,47,3,Reasonable_performance,4,3,2,4,4,4,5,3,4,2,2,3,2,5,4
1136954,HOWARTH TIMBER (WINDOWS & DOORS) LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-17.02541915,0.632726545,-5.03540305,-36.90547863,-42.03998988,19.46403461,61.70849108,3162999.79,150.1908397,-39.83801569,-3.0096327510000003,11.37912385,94.76219145,-3.378687537627935,-1213000.0,0.019290459951945668,0,25,1,Need_more_analysis,2,0,0,0,3,4,3,5,0,0,3,5,0,0,2
1168723,R. PLEVIN & SONS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.537010555,0.911474181,-36.10727407,47.80102808,29.776354600000005,46.2088565,51.65261160000001,7947795.79,14.61926671,6.37539127,1.91118194,6.572190002999999,21.60742650000001,2.4651757354678883,2317498.0,2.481243102641724,3,43,3,Reasonable_performance,2,0,3,2,4,4,5,3,3,3,2,4,3,5,3
1176301,ROWLINSON PACKAGING LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.712344604,1.718417246,4.775690031,4.20948803,63.52542525,30.86029397,71.23241659,6407183.6039999975,10.006801800000002,6.624454799,0.532077974,11.53810045,10.42803692,0.5741728544390206,902718.0,2.8383206808976587,4,46,3,Reasonable_performance,4,3,2,4,4,5,4,3,3,2,3,3,2,4,3
1185122,CHARLES RANSFORD & SON LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",14.63039527,9.885265162,1.369446283,3.106438994,92.0478103,18.71160993,39.90801481,12149580.83,9.552722766,9.066223551,0.055327559000000005,26.03538291,9.849472271,0.0863919486621333,3092554.0,8.628766207795621,5,44,3,Reasonable_performance,5,1,2,4,3,3,5,3,4,1,4,3,1,5,5
1213142,FIRWOOD TIMBER & PLYWOOD CO. LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.705537815,3.754922943,4.098217747,0.189061982,85.76423570000001,22.72049863,24.66808683,4124701.8589999997,3.153878991,2.7100141489999996,0.164096568,18.96241363,3.159841777,0.16598718782402594,347049.0,5.8195392416886325,3,39,2,Moderate,5,3,1,4,3,3,4,2,3,1,3,2,1,4,5
1223584,SUSSEX TURNERY & MOULDING COMPANY LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.6563497080000005,2.031107233,8.115776886,4.756652184,55.62476135,32.90407388,30.343223699999996,10585549.07,27.9043235,16.26002727,0.7501939999999999,11.12405301,29.23163511,0.7977605221130089,3178033.0,5.644214379616767,4,50,4,Better_returns,4,3,2,3,4,3,5,4,5,3,3,4,2,5,5
1273959,GRANGE FENCING LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-9.090153475,1.112679615,22.905276,15.59831766,20.5584408,2.02563414,84.99200525,10300882.62,-77.26232401,-17.99651932,3.8068624239999997,14.600721300000002,-89.31394674,4.3966327192133665,-1391532.0,1.5677343057517614,0,34,2,Moderate,3,4,2,2,2,5,5,0,0,4,3,0,4,0,2
1336802,TOM CHAMBERS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.489978699,1.178095272,16.19818328,76.5006248,20.01014784,50.34455466,61.07599555,5555676.397999999,70.41494048,16.5337582,3.82403627,20.85405385,82.62686679,3.9974643266356,1260047.0,3.2759476688335085,4,57,4,Better_returns,3,4,3,2,5,4,4,5,5,4,4,5,4,5,3
1376043,EDMUND A. STEPHENS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.5684381419999998,1.8856848590000002,6.486918897000001,14.548542600000001,45.32814075,48.912038,70.36025022,4579066.341,19.44112847,9.978733938,1.073771014,11.46951077,22.01443468,1.2061350485386235,604824.0,4.296571795561336,3,51,4,Better_returns,4,3,2,3,5,5,4,4,4,3,3,4,3,4,4
1433784,E.T.C. SAW MILLS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.08702757,2.045063688,4.809459181,0.16224623800000001,61.73054648,41.43311269,56.11864329,4959939.347,18.88662102,11.67773035,0.618321078,12.99530104,18.91726385,0.6199435401445991,892905.0,3.938950245806316,4,45,3,Reasonable_performance,4,3,1,3,4,4,4,4,4,2,3,3,2,4,4
1450343,PETER RAMSEY & SONS (DENHOLME) TIMBER LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.672175778,1.805343439,7.075159658,15.57820313,47.5907544,27.34108453,57.46782641,5113266.521000002,26.4385255,14.54238902,0.945466441,8.411434609,30.55717271,1.101248472790637,1108398.0,4.192574933071287,4,49,4,Better_returns,4,3,2,3,4,4,4,4,4,3,2,4,3,5,4
1464224,C & W BERRY LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8.647137992000001,5.490892372,2.524999537,0.576527751,83.72973420000002,5.411845303,59.11978947,26919011.29,18.38249558,15.48035162,0.18855357399999997,6.245120339,18.48847577,0.19431885169210125,5145468.0,6.342626506486663,4,45,3,Reasonable_performance,5,2,1,4,2,4,5,4,5,1,2,3,2,5,5
1493202,KITTO JOINERY LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.0,1.036527812,45.8488,0.0,3.5240552010000004,1.0890579470000001,30.00641238,141881.9453,0.0,0.0,27.3764,3.266388651,0.0,27.3764,0.0,1.6637850004710169,0,24,1,Need_more_analysis,3,4,0,1,2,3,2,0,0,4,1,0,4,0,2
1548757,BROOKRIDGE TIMBER LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.63394556,2.036786863,5.516069432999999,80.76425561,45.93353598,20.92246941,43.09704402,3584363.2569999998,2.610176492,2.040272953,0.47533697799999997,12.99040673,4.441793799,1.1770586101452551,454845.0,2.2330895870915555,3,43,3,Reasonable_performance,4,3,3,3,3,4,4,2,3,2,3,2,3,4,2
1560406,PINEWOOD STRUCTURES LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.219800161,1.561232559,7.852039201,110.20214440000001,18.57133374,60.01560531,66.23070329,5290885.838,22.158374300000002,8.650040304,3.282621435,3.6725552639999997,46.57737793,4.384642878937137,589182.0,3.6484836352142036,3,52,4,Better_returns,4,3,3,2,5,5,4,4,4,4,1,5,4,4,3
1742443,JAMES E.SMITH (TIMBER) LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.636092497,1.745976015,7.043586017000001,3.151852155,54.05601441,32.56618396,70.08641199,7466201.306,19.32711383,10.77675616,0.818414388,13.21338545,19.93627588,0.8499329093862362,1360884.0,3.7606497459407584,4,51,4,Better_returns,4,3,2,3,4,5,5,4,4,3,3,3,3,5,4
1762349,T.G. HOWELL & SONS LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.029687362,1.2128327209999998,16.81775321,15.59044293,35.47708259,55.52864209,50.19264391,3186039.393,20.74914272,8.5088327,1.662816635,16.95197031,23.98402597,1.8187210646316592,611453.0,3.1423997804529487,4,49,4,Better_returns,3,4,2,3,5,4,3,4,4,3,3,4,3,4,3
1771349,FOREST GARDEN LIMITED,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-1.163472665,1.45577305,7.853479397,92.41059943,29.07363776,30.00443832,26.50989903,25657999.4,-8.022734725,-2.7414656010000003,2.267172627,16.71184238,-9.44172884,2.455097557824008,-247000.0,2.8414399704347897,0,32,2,Moderate,3,3,3,2,4,3,5,0,0,3,3,0,3,0,3
1801353,HARLOW TIMBER SYSTEMS LTD.,2019,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",11.22703026,1.602566116,8.507018931000001,0.0,47.55438549,26.48033479,54.20328982,4887417.741,63.46957691,30.18256727,1.102855477,5.051084176,63.46957691,1.1028554773286392,2038209.0,4.84660989935268,5,50,4,Better_returns,4,3,0,3,4,4,4,5,5,3,2,5,3,5,5
