REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
1812,QUANTUM CLOTHING GROUP LIMITED,2016,manufacture of wearing apparel,-25.65282589,1.0024399259999999,879.0455078,24.22758541,8.759798627,18.84546768,87.47681715,40435430.93,-451.4103447,-49.04273898,10.19216279,1.132426698,-560.7761677,10.632752022163661,-21805099.91,-0.4818254349938105,0,33,2,Moderate,2,4,2,3,2,5,4,0,0,4,2,0,5,0,0
40000,JOHN SMEDLEY LIMITED,2016,manufacture of wearing apparel,2.594873084,4.864264561000001,2.0329544,3.440210506,81.17879747,16.21355868,18.43804976,9854997.842,3.8910872430000003,3.267405063,0.197446643,27.47549636,4.024948835,0.2318487476854108,573000.0,4.7604526174437725,3,41,3,Reasonable_performance,5,2,2,5,2,3,4,2,2,2,5,1,3,3,4
74973,J. WIPPELL & COMPANY LIMITED,2016,manufacture of wearing apparel,8.094001573,3.296370598,3.5391572210000004,11.70975403,78.94229890000003,7.013264399,7.305202192,1511674.1619999998,8.812357463,7.771287400000001,0.149650469,22.61422189,9.844262846,0.2667480095575177,560956.0,4.0552036905035225,4,37,2,Moderate,5,2,2,5,1,2,2,2,2,1,5,2,3,3,4
124201,"J.BARBOUR & SONS,LIMITED",2016,manufacture of wearing apparel,13.643923800000001,4.806123727,2.530553654,1.796211456,79.98211201,22.06435554,17.00272323,102278622.5,30.12064888,24.50414419,0.23332334899999999,15.11632285,30.66167943,0.2515384866374897,30933300.0,6.0070218470935925,5,48,4,Better_returns,5,2,2,5,2,3,5,3,4,2,4,3,3,5,5
171167,WACOAL EMEA LTD,2016,manufacture of wearing apparel,6.615204933999999,1.3534314440000002,4.5183047489999995,0.0,33.30797441,15.81946421,39.2455929,46442999.56,21.22986823,7.053901537000001,2.00966325,27.50100369,21.22986823,2.024603221428993,3416000.0,1.936564910779755,4,43,3,Reasonable_performance,3,3,0,4,2,3,4,3,2,3,5,3,4,4,2
186716,CRYSTAL MARTIN HOLDINGS LIMITED,2016,manufacture of wearing apparel,6.223516025,4.568022507,1.914426996,6.0085399420000005,77.06494889,15.77750319,70.05853526,95795999.26,9.5249797,7.78147285,0.237521378,10.84630045,10.09729191,0.2976067775877496,4193000.0,4.263709659348227,4,45,4,Better_returns,5,2,2,5,2,5,5,2,2,2,4,2,3,4,4
236462,"D.GURTEEN & SONS,LIMITED",2016,manufacture of wearing apparel,-6.880605569,10.30209033,1.645776264,1.4373386430000001,89.13566127,3.85135392,57.27949951,7824413.199,-11.16444902,-10.09454229,0.107512047,24.83075142,-11.32491996,0.12188543361513499,-752246.0,7.012992778806837,0,31,2,Moderate,5,2,2,5,1,4,4,0,0,1,5,0,2,0,5
259857,W.BREWIN AND COMPANY LIMITED,2016,manufacture of wearing apparel,5.119722218,7.804577685,2.159064965,27.24309892,70.84371728,12.9577425,60.89453821,3240365.4689999996,8.224126879,7.413535655,0.139126787,10.42038643,10.4646339,0.4115577758104068,274154.0,3.954344893803923,4,39,3,Reasonable_performance,5,2,2,5,2,4,3,2,2,1,3,2,3,3,4
319106,THE FLORIDA GROUP LIMITED,2016,manufacture of wearing apparel,0.414265682,5.232849508999999,1.90619279,4.816322145,77.72344432,27.30678203,27.82861104,5388686.528,0.7604081429999999,0.619480605,0.238449857,30.634021100000002,0.797031849,0.2866130789080286,70470.0,4.511827997107192,2,38,3,Reasonable_performance,5,2,2,5,3,3,3,1,1,2,5,1,3,2,4
424854,EDE & RAVENSCROFT LIMITED,2016,manufacture of wearing apparel,4.648367477,1.271447341,7.321662441,12.31688249,53.91735847,26.4317425,12.65765374,25541460.6,6.397437262,3.779908098,0.770585744,20.26477985,7.118962699,0.9094514006583736,2613025.0,1.8085267035888584,4,42,3,Reasonable_performance,3,3,2,4,3,2,4,2,2,3,4,2,4,4,2
