REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
107182,VINCENT TIMBER LIMITED,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.392625872,1.3634143730000001,6.6094752660000005,110.3341695,30.24599503,51.76171719,68.06614299,6105464.1839999985,6.625332607000001,2.222793359,2.196987946,33.97641199,7.349050202999999,2.3062228539104352,289847.0,2.293671955239524,3,46,4,Better_returns,3,3,3,3,4,4,3,3,3,3,5,2,3,4,2
132673,WOODLANDS HOME & GARDEN GROUP LIMITED,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",24.39590081,5.060469625,1.951299502,1.206559212,81.06817368,12.0533943,28.28517575,11610447.29,42.4224829,34.78758397,0.22212001,9.02120542,42.93433527,0.2343393058765233,4613404.0,6.432713906271223,5,46,4,Better_returns,5,2,1,5,2,2,4,5,5,2,3,3,2,5,5
158479,ROYAL BRITISH LEGION INDUSTRIES LTD.,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",10.407811599999999,2.7514164310000004,3.520016175,12.97412955,78.92232115,21.13268237,20.25215393,7769999.8879999975,7.799586777000001,6.954252379,0.137327368,1.809304997,8.811515269,0.2670686636841081,561000.0,3.304304382448381,5,39,2,Moderate,5,2,2,5,2,2,4,3,3,1,2,2,2,4,3
201929,HOWARTH TIMBER & BUILDING SUPPLIES LIMITED,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.823938185,1.49470489,10.69361876,5.829633972999999,45.03413677,45.48828847,41.38345213,22158999.4,23.73565493,10.92134013,1.2417287879999999,11.35578308,25.11935673,1.4122838944494995,4107000.0,4.1871099654566635,3,48,4,Better_returns,3,4,2,4,3,2,4,4,4,3,4,3,3,5,4
254946,LBS BUILDERS MERCHANTS LIMITED,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.4256887019999995,2.003624764,6.7440046229999995,0.642813827,54.84235732,36.99884324,43.63705497,13818999.26,25.018164199999998,13.63246453,0.8365069740000001,10.87571227,25.05761067,0.8505662235352043,2227000.0,4.937130030686285,4,48,4,Better_returns,4,3,1,4,3,3,4,4,4,3,4,3,3,5,5
269521,WATFORD TIMBER COMPANY LIMITED,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.282407186,1.420506495,13.08837787,0.0,29.60257463,24.81271,41.42276248,2484239.378,16.78462984,4.968682575,2.37808455,11.29889519,16.78462984,2.378084550019785,119924.0,4.672152140592745,3,37,2,Moderate,3,4,0,3,2,2,2,3,3,3,4,2,3,3,4
305654,MERRITT & FRYERS LIMITED,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9.592855455,1.355347197,9.080279617999999,15.99971354,49.98144833,32.70146005,42.98468639,3436883.3680000002,22.43404052,13.00688359,0.840745207,19.593905300000007,26.02342274,1.0007423422539288,940763.0,2.6902784087095943,5,47,4,Better_returns,3,3,2,4,3,3,3,4,4,3,4,3,3,5,3
321764,STONEHAM PLC,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.670525362,2.0479374630000002,5.6449878589999996,28.23283486,53.21887224,16.19866326,43.89830327,1976658.29,1.951701194,1.308076316,0.61966052,12.00507487,2.457918143,0.8790326774390913,197140.0,3.2641090358192795,3,38,2,Moderate,4,3,2,4,2,3,2,2,3,2,4,1,3,3,3
325017,GEORGE WOOD & SONS (ENFIELD) LIMITED,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.139710258,1.39163499,15.59005643,33.00916375,48.19216886,18.10387578,45.71460242,1142253.685,25.74893851,12.75500198,1.047140457,5.157133034,26.46695984,1.0750259297390186,314645.0,4.481230024710866,4,44,3,Reasonable_performance,3,4,2,4,2,3,2,4,4,3,3,3,3,4,4
331922,REX BOUSFIELD LIMITED,2016,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.00705243,1.9766008069999998,6.474476683,18.489694,56.30797012,27.98934617,60.67054948,4623377.265,4.2921488839999995,2.563910117,0.7150873459999999,11.61844288,4.55336982,0.7759475219550194,426034.0,4.014402219571977,3,42,3,Reasonable_performance,4,3,2,4,3,3,3,3,3,3,4,1,2,4,4
