REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
139866,TBA PROTECTIVE TECHNOLOGIES LIMITED,2020,manufacture of textiles,17.90592003,7.8652759360000015,2.186791455,216.9646431,27.89209754,15.47771958,34.79038042,2745929.84,24.33778956,22.31728223,0.28696567100000003,21.05084818,77.14218783,2.1766265697270897,522593.0,2.880403936804033,4,42,4,Better_returns,4,2,3,2,3,1,3,3,4,2,4,4,3,4,2
162636,BURBERRY LIMITED,2020,manufacture of textiles,8.842618923,0.99678279,-402.3014745,322.8722595000001,11.23091324,32.42295023,10.39573518,1176728000.0,14.37063714,6.370988542999999,5.284217971,10.27330244,60.47733722,20.644154289755726,200067000.0,0.9879935057431376,4,30,2,Moderate,1,0,3,2,4,0,1,2,2,4,2,4,4,1,1
188896,ANDREW INDUSTRIES LIMITED,2020,manufacture of textiles,5.1096491230000005,2.420936436,3.394833948,19.78433099,70.49248798,27.79262014,68.59410755,52635999.15,8.522040582999999,6.332569187000001,0.3680593170000001,17.71643783,9.071979957,0.4387329384496523,9989000.0,3.4771732529057164,3,41,3,Reasonable_performance,3,2,2,4,4,3,5,2,2,2,3,2,2,5,2
273492,JOHN COTTON GROUP LIMITED,2020,manufacture of textiles,5.58148145,2.103774475,4.964542948,4.287121256,65.78877158,54.93714645,54.62445003,89178999.29,14.41196087,9.795995467000001,0.491165054,12.94481803,15.02230462,0.5408151280244303,17350000.0,3.791170761655733,3,45,4,Better_returns,3,3,2,4,5,2,6,2,3,2,3,2,2,6,3
388999,JAMES ROBINSON FIBRES LIMITED,2020,manufacture of textiles,4.125410611,3.849590717,1.766436809,12.20827105,80.66584711,18.51973584,33.99620868,11768397.28,3.331510367,2.8709203339999996,0.171389285,34.26278869,3.5590283080000003,0.23968201633345185,493287.0,3.7754349585272413,3,36,2,Moderate,4,2,2,4,3,1,5,1,2,1,4,1,2,4,3
439336,SAUL D HARRISON & SONS PLC,2020,manufacture of textiles,8.755459992,2.341587981,4.246609128999999,1.554299515,65.05413594,43.09017838,77.51532331,6770895.259,25.9867116,17.08564178,0.526521328,13.00845955,26.26372872,0.5371812807420724,1563124.0,4.308020511225531,3,46,4,Better_returns,3,3,2,4,4,3,5,3,4,2,3,3,2,5,3
450787,HEATHCOAT FABRICS LIMITED,2020,manufacture of textiles,6.61006558,2.131580907,3.542182153,0.250029765,65.12703869,31.99946124,62.54101102,28624998.98,14.08551069,9.196412417000001,0.5329602729999999,25.36645178,14.12072866,0.5354605707028615,6152000.0,3.4944284335643863,3,41,3,Reasonable_performance,3,2,1,4,4,2,5,2,3,2,4,2,2,5,2
1142407,SPECTRUM YARNS LIMITED,2020,manufacture of textiles,1.643701116,2.316135445,2.967754026,22.888118600000002,50.58544268,43.62747677,70.49821632,9193087.894,3.907750773,2.429194605,0.747972128,28.32054665,4.802161405,0.9768533140565204,421705.0,2.8348894752591223,2,41,3,Reasonable_performance,3,2,2,3,4,3,5,2,2,3,4,1,3,4,2
1168299,ORVEC INTERNATIONAL LIMITED,2020,manufacture of textiles,-5.839959885,2.63295266,2.662021901,14.58380842,66.16695348,10.1568585,47.44553486,6250963.693,-10.34019355,-7.347446466,0.441241372,7.051144718,-11.20137428,0.5315412675118353,-498553.0,2.5698554815889905,0,25,1,Need_more_analysis,3,2,2,4,2,2,4,0,0,2,2,0,2,0,2
1234556,FASHION FABRIC TRANSPRINTERS LIMITED,2020,manufacture of textiles,1.3870719440000001,1.537112364,4.9240973839999995,35.3654549,47.26017629,85.01385971,104.8567314,15469215.29,3.515681503,1.79523725,1.035465762,26.77344192,3.7986258019999997,1.115946402554964,1064816.0,2.359270640368397,2,43,4,Better_returns,2,3,3,3,5,3,5,1,2,3,4,1,3,5,1
