REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
60209,STEPHEN WALTERS & SONS LIMITED,2014,manufacture of textiles,5.154938242,1.8575555419999998,3.0400627310000004,1.330275853,52.46479435,24.13132146,52.76873054,6103555.325,11.84002797,6.294481018,0.8927373059999999,25.90530991,11.997533,0.9060400642288328,727900.0,2.7636294926167917,4,43,3,Reasonable_performance,4,2,2,3,2,3,4,3,2,3,5,3,3,4,3
60275,PLATT AND HILL LIMITED,2014,manufacture of textiles,4.389027134,1.086380625,54.25372818,2.954645034,28.16223235,48.1741966,56.22661164,2256807.8540000003,50.37258316,14.60519115,2.5213084230000002,3.10645384,51.86091419,2.5508548735743517,484662.0,4.1517365673076405,4,47,4,Better_returns,3,4,2,2,4,3,3,5,3,4,2,5,3,4,4
62048,"BOWER ROEBUCK & CO.,LIMITED",2014,manufacture of textiles,3.132462509,5.202159352,2.156586403,7.291026763,78.15702988,30.21325047,59.00947177,4506997.619,5.470704349,4.586761577,0.206767075,26.27377447,5.869574868,0.2797338225872212,391048.0,4.7187431992752185,3,44,3,Reasonable_performance,5,2,2,4,3,3,4,3,2,2,5,3,2,4,4
67442,"JOSHUA ELLIS AND COMPANY,LIMITED",2014,manufacture of textiles,-8.346007238,1.265599022,3.9802492660000004,1.614677712,22.40516622,36.14805803,63.76035378,5147294.078,-30.55625571,-6.846179881,3.463256332,87.18344409,-30.55625571,3.4632563320026706,-228998.0,0.9258488055192604,0,34,1,Need_more_analysis,3,3,2,2,3,3,4,0,0,4,6,0,4,0,2
78708,Z.HINCHLIFFE & SONS LIMITED,2014,manufacture of textiles,-5.12956227,17.62068916,0.906340431,0.5516964879999999,94.47706034,10.15977737,154.1544845,17348510.82,-4.06840037,-3.8649106580000003,0.052941032,60.9329956,-4.090845592,0.05845799648570413,-403214.0,11.88406839844284,0,29,1,Need_more_analysis,6,1,1,4,1,4,5,0,0,1,5,0,1,0,5
96177,ALBANY INTERNATIONAL LIMITED,2014,manufacture of textiles,3.182289865,1.9143708119999998,7.062703582999999,3.9554739000000003,89.91788543,7.827741266,0.0,2571000.0,1.4346605680000002,1.341042709,0.072571058,0.0,1.491408192,0.11212579703879824,1882000.0,6.153730557427219,3,30,1,Need_more_analysis,4,3,2,4,1,0,3,2,2,1,0,2,1,5,5
162636,BURBERRY LIMITED,2014,manufacture of textiles,20.19956985,1.823868069,3.16739443,20.45056155,57.68510319,36.23951696,23.06460475,906994999.6,30.128546999999998,19.17087684,0.633512362,16.05112465,33.39312285,0.7480894653072078,301609000.0,2.8377560702052897,5,38,2,Moderate,4,2,2,3,3,2,1,4,4,2,4,4,2,1,3
163364,ABRAHAM MOON & SONS LIMITED,2014,manufacture of textiles,10.08305917,2.1187391890000002,3.132430466,5.565021258,64.80005659,24.75561687,45.101299299999994,13208930.37,17.58643891,11.74222863,0.512828958,46.57885957,18.12070738,0.5432085289207523,2699804.0,3.3099693257972933,5,46,3,Reasonable_performance,4,2,2,4,2,3,5,4,3,2,5,3,2,5,3
171961,"J.BRADBURY & COMPANY(SADDLEWORTH),LIMITED",2014,manufacture of textiles,5.739347688,1.8930940269999998,5.45335609,2.8435738269999997,51.12198888,44.69804275,65.41370998,1897733.0880000002,25.21388594,13.25637208,0.927669691,18.72452659,25.930861399999998,0.9561054291457064,323660.0,4.073000884472333,4,46,3,Reasonable_performance,4,3,2,3,3,3,3,4,3,3,4,4,3,4,4
172105,MILLIKEN INDUSTRIALS LIMITED,2014,manufacture of textiles,8.929684177,5.711284277000001,2.116722149,0.0,85.41273975,17.90684563,61.93024797,57900999.34,15.20863867,12.99011497,0.17078553300000002,6.635938319,15.20863867,0.17078553258873672,8583000.0,5.718077348828134,5,40,2,Moderate,5,2,0,4,2,3,5,3,3,1,3,3,1,5,5
