REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
107182,VINCENT TIMBER LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.780173588,1.383562498,7.265357912000001,81.43282590000003,31.51058979,55.15336847,69.46277005,5547783.198,10.72136755,3.391551394,2.169633436,28.77192731,10.76321141,2.1735362835459258,389810.0,2.7281076415698857,3,47,4,Better_returns,3,3,3,2,5,4,3,3,3,3,5,3,4,3,3
158479,ROYAL BRITISH LEGION INDUSTRIES LTD.,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.485884101,1.87642345,7.448989413,19.9955041,75.00737681,22.99082628,37.6342141,4448999.8780000005,1.077182465,0.969523247,0.133247162,1.87350604,1.292570529,0.3332022029897718,646000.0,2.655221302477667,3,37,2,Moderate,4,3,2,4,3,2,3,2,3,1,2,2,3,3,3
201929,HOWARTH TIMBER & BUILDING SUPPLIES LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.2411870830000002,1.637857185,8.270634521,2.241415791,44.04349044,34.59639858,40.03334157,19621741.44,20.87267432,9.399108892000001,1.248068926,10.60058404,21.34051774,1.270483083901096,2770779.0,4.025392698537482,3,48,4,Better_returns,4,3,2,3,4,2,4,4,4,3,3,4,4,4,4
214769,BAMPTON PACKAGING LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.439472895,1.900779182,3.254466654,1.361698585,49.99677104,53.30101505,74.69193846,3162753.6989999996,1.300199485,0.647121116,1.0185957190000001,10.25371836,1.312296914,1.0572610335206962,76625.0,2.650687252435774,3,40,2,Moderate,4,2,2,3,5,4,2,2,2,3,3,2,4,2,3
254946,LBS BUILDERS MERCHANTS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.441260745,1.7562180859999998,8.057939447,3.1896249560000003,47.99798116,37.33470292,43.07698546,10661999.46,28.24479972,13.82065949,1.063967753,8.904146618,28.79425166,1.0834209603925693,1871000.0,4.76868695770685,4,49,4,Better_returns,4,3,2,3,4,3,4,4,4,3,3,4,4,4,4
269521,WATFORD TIMBER COMPANY LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.181614787,1.237365343,18.73646137,0.0,19.18312524,31.82569478,41.93266364,2177689.449,40.87574117,7.8412446220000005,4.2129149319999994,12.39377663,40.87574117,4.21291493217219,170776.0,4.29947894371026,3,44,3,Reasonable_performance,3,4,0,2,4,2,2,5,3,4,4,4,5,2,4
305654,MERRITT & FRYERS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.431904725,1.239779915,14.50478508,0.262706541,55.37953206,30.659990899999997,48.04600695,3032006.3310000002,20.7038595,11.49582165,0.803094223,19.23603403,20.75824989,0.8057212887200708,748491.0,2.9059873738847286,4,45,3,Reasonable_performance,3,4,1,3,4,3,2,4,4,3,4,4,3,3,3
321764,STONEHAM PLC,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-2.537695302,2.501512932,5.173676672,23.79818343,60.59945221,16.97328624,46.29175052,1586455.9109999996,-7.070849317,-5.204215854,0.43563098899999997,14.01273678,-8.587892572000001,0.6501799333295325,21790.0,3.3953599085365247,0,31,1,Need_more_analysis,4,3,2,3,3,3,2,0,0,2,4,0,3,2,3
325017,GEORGE WOOD & SONS (ENFIELD) LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.927900466,1.3637444490000001,19.44652146,46.69596819,44.08129432,23.22866957,44.49586367,1016260.537,22.05094398,12.29390221,1.003775613,6.54282041,27.88915889,1.2685359296116898,283160.0,4.479505258091432,3,46,3,Reasonable_performance,3,4,3,3,3,3,2,4,4,3,3,4,4,3,4
331922,REX BOUSFIELD LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-8.537923794,1.1775611959999999,19.55626363,51.47334969,43.39007796,45.54013555,66.88389573,4762113.483,-38.06988744,-16.66742199,1.295662178,14.89624351,-38.41298005,1.3046743566059564,-864418.0,1.8799541803873787,0,35,2,Moderate,3,4,3,3,4,4,3,0,0,3,4,0,4,0,2
362118,LINNELL BROTHERS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",29.97130315,2.277728577,2.9119284160000003,30.99073285,59.12591194,69.5694321,46.9136404,5133529.7760000015,34.94822295,26.60895413,0.403575714,32.88463492,45.00387944,0.6913058371800981,2822632.0,3.253178765136476,5,49,4,Better_returns,4,2,2,3,5,3,3,4,5,2,5,4,3,4,3
365289,PALMER TIMBER LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.9862828730000002,1.333791421,10.2410583,41.43338819,36.9770404,53.71134791,46.55399739,13842948.24,10.77727421,4.1655179460000005,1.6591121919999998,22.118392999999998,11.26514697,1.7043808514114365,927933.0,2.9028538748282617,3,49,4,Better_returns,3,3,3,3,5,3,4,3,3,3,5,3,4,4,3
382248,MERCIA GARDEN PRODUCTS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.477753865,0.9089979990000001,-42.34934108,10.27912786,38.82895894,45.53348691,19.58339403,4323458.383,2.458640828,1.052795836,1.4726061240000001,16.00918159,2.7113676630000003,1.5753974028483089,244129.0,2.6061860659513574,3,37,2,Moderate,2,0,2,3,4,2,3,2,3,3,4,2,4,3,3
396804,DAVID COVER AND SON LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.086944921000001,1.9855746380000001,7.287583955,31.16914644,61.2110521,26.24575216,35.30277556,18861039.85,10.59754911,8.214825556000001,0.369012694,15.94529403,13.48253114,0.6461231839412266,5360513.0,3.301718870811833,4,45,3,Reasonable_performance,4,3,2,3,4,2,4,3,4,2,4,3,3,4,3
399324,DAGLESS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-0.037963885,1.336366121,8.259540178,46.98833398,48.81396848,31.13735455,32.86915711,5858743.164,-0.08016285,-0.045546132,0.884644178,30.08875125,-0.09330553,1.0485939397412547,269074.0,2.024030182407074,0,36,2,Moderate,3,3,3,3,4,2,3,0,0,3,5,0,4,3,2
410867,NICKLIN TRANSIT PACKAGING LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.416422741,1.15515705,14.21783542,63.6716344,28.33600512,71.79049781,87.61071532,3653033.877,20.153238199999997,9.029978454,1.9478190919999998,5.5622704689999996,31.86750713,2.5290789778410687,750802.0,1.9778219680052505,4,49,4,Better_returns,3,4,3,2,5,4,3,4,4,3,3,4,4,3,2
414489,WERNICK BUILDINGS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.1768916119999995,3.5794619030000003,3.041160492,33.41077905,56.42347531,17.20158064,23.95892055,9948443.902999999,10.76235335,8.10136127,0.43820416799999995,13.98237659,14.35813945,0.7723119580317372,1029157.0,3.853370219295107,4,43,2,Moderate,5,2,2,3,3,2,4,3,3,2,4,3,3,4,4
416607,ROWLINSON GARDEN PRODUCTS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",17.61076695,1.6042901459999999,4.441727584,66.35867394,27.51112765,50.32511754,97.78818937,7148756.181,56.01241662,25.63528514,1.9713060669999998,30.52621563,93.18151354,2.6348928064100705,2214594.0,3.3104317327394903,5,56,4,Better_returns,4,3,3,2,5,4,4,5,5,3,5,5,4,4,3
450011,SANDIFORD SON & BANNISTER LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",14.05804193,5.00655921,1.53336868,2.445967059,89.05458684,17.81015249,33.83272098,806030.6793,8.299484584,7.571854885,0.09844711699999999,5.220518503,8.502487243,0.12290678725284268,154927.0,6.201060804238678,5,37,2,Moderate,5,2,2,4,3,2,2,3,3,1,3,3,2,2,5
457573,PONTRILAS SAWMILLS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",8.6432435,1.1815036079999999,13.50395784,14.42737764,42.2551469,48.14570202,77.98545945,16702105.81,23.87763991,11.22536274,1.266539323,7.703114957,26.83130297,1.4239348070444555,4324148.0,2.471136574654288,4,51,4,Better_returns,3,4,2,3,5,4,4,4,4,3,3,4,4,4,3
474897,M.H.SOUTHERN & COMPANY LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.469311021,2.1273748009999998,3.3149441989999997,10.58632663,54.29185269,50.71479924,68.26742907,6218723.899,3.710654269,2.214311836,0.7427554340000001,29.47312593,4.078534304,0.8418969891541453,421878.0,2.9577887567004164,3,46,3,Reasonable_performance,4,2,2,3,5,4,3,3,3,3,5,2,4,3,3
486100,ETEX (EXTERIORS) UK LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",15.06578947,2.324324324,3.102040816,5.41740675,84.40779609999998,38.90131579,54.99013158,85999999.58,19.29233361,14.70777136,0.328596803,10.13157895,20.337477800000002,0.4772978959025471,27300000.0,3.3362673175703765,5,48,4,Better_returns,4,2,2,4,4,3,4,4,4,2,3,4,3,5,3
499622,JELD-WEN UK LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-10.62023136,1.034640172,58.79276486,10.24456522,24.64208708,36.48267466,117.2091347,57794999.65,-64.23520655,-16.18074435,3.035869565,17.3270982,-65.66304348,3.0580978260869567,2035000.0,1.5990457520445511,0,40,2,Moderate,3,4,2,2,4,4,4,0,0,4,4,0,5,4,2
499622,JELD-WEN UK LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-10.62023136,1.034640172,58.79276486,10.24456522,24.64208708,36.48267466,117.2091347,57794999.65,-64.23520655,-16.18074435,3.035869565,17.3270982,-65.66304348,3.0580978260869567,2035000.0,1.5990457520445511,0,40,2,Moderate,3,4,2,2,4,4,4,0,0,4,4,0,5,4,2
501259,ARBOR FOREST PRODUCTS LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.2503710230000005,2.1124079190000002,3.9399422139999998,14.05690964,57.02583194,44.861001200000004,76.97238239,27690700.93,10.94655045,6.894943962,0.649050285,24.50544714,12.09091341,0.7535912515881402,3906497.0,3.2607550392085187,4,47,4,Better_returns,4,3,2,3,4,4,4,3,3,2,5,3,3,4,3
526758,ROSEWOOD MANUFACTURING COMPANY (GATESHEAD) LIMITED(THE),2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.5579573920000005,0.943891122,-60.88596413,54.50543967,32.80319778,34.25403372,65.01268109,2439378.764,20.33951276,9.82008865,1.57664979,6.907390747000001,29.93637607,2.0484832807963578,693650.0,2.5246648773535467,4,42,2,Moderate,2,0,3,3,4,3,2,4,4,3,3,4,4,3,3
543509,E.O.BURTON & COMPANY LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.261009434,4.597961651,2.773337759,0.336303577,86.53277259,27.72281016,39.61520769,931613.3839,0.395245963,0.34316750700000004,0.15226849,26.21767306,0.39657519,0.155631525510599,-19569.0,5.684587906085036,2,34,1,Need_more_analysis,5,2,1,4,4,2,2,2,2,1,5,2,2,0,5
555524,C. BLUMSOM LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.181451326,1.545606826,8.758711557,14.16870132,55.254315299999995,47.29094037,63.12084884,2129601.344,21.20280409,13.10579726,0.693059257,13.73225003,23.78497006,0.8189628413322562,669440.0,3.412046056541428,4,45,3,Reasonable_performance,3,3,2,3,4,3,2,4,4,3,4,4,3,3,3
564890,ASKERN UK LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.216146661,1.55196782,6.689031976,4.0682354310000015,37.12834371,33.27581241,75.32087848,3790325.5710000005,12.99407953,5.02075798,1.652677758,11.62274293,13.52270928,1.6933601124941295,273665.0,3.2817931918774392,3,45,3,Reasonable_performance,3,3,2,3,4,4,3,3,3,3,4,3,4,3,3
575967,NEAL BROTHERS (LEICESTER) LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.708326625,0.7838989470000001,-9.743626821,108.07869529999999,31.28081123,59.24568212,91.44503896,6381892.866,14.59639425,7.685116002000001,1.538547118,6.371469126,24.97171878,2.374029444569437,585731.0,1.3375155089235056,4,42,2,Moderate,2,0,3,2,5,4,3,3,3,3,3,4,4,3,2
597855,ALEXANDER CLEGHORN LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.07118227,1.823329851,6.4062599910000015,10.40893685,61.68718894,42.89151721,15.02329206,4599540.532,2.902143055,1.917299904,0.550114729,8.879107057,3.1081006230000003,0.6210821358522923,593181.0,3.3581286086435966,3,38,2,Moderate,4,3,2,3,4,1,3,2,3,2,3,2,3,3,3
672142,UV GROUP PLC,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.8435945270000005,4.964795433,1.543556515,0.010309278,82.18249598,20.45747823,112.2749534,10435998.74,10.40098959,8.548674066,0.21670103100000002,20.63899254,10.40206186,0.2168041237113402,1042000.0,5.085814440899295,4,47,4,Better_returns,5,2,1,4,3,4,4,3,4,2,5,3,3,4,5
673817,T.W. ENGINEERING COMPANY LIMITED,2014,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.685779415,2.8075490939999996,3.489371311,0.6029398779999999,69.40261107,28.12036629,87.55087497,5004284.654,20.95282576,14.62948653,0.434838581,5.482174913,21.0791587,0.44086797970862746,943536.0,4.590701726162081,4,47,4,Better_returns,5,2,1,4,4,4,3,4,4,2,3,4,3,4,4
