REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
28930,SARPSFOSS LIMITED,2013,manufacture of chemicals and chemical products,93.31219709,0.767706043,-4.174835229,10.79275017,56.51334106,14.50780254,25.33529959,11634488.68,54.03530491,33.83295525,0.661566164,0.0,59.86720033,0.7694936818271271,11531366.37,-2.6447435502353103,1,43,2,Moderate,2,0,2,4,3,3,5,5,4,3,0,5,2,5,0
36833,SOLVAY SOLUTIONS UK LIMITED,2013,manufacture of chemicals and chemical products,-14.55375301,0.615295802,-2.482400019,-100.1791736,-483.6279113,36.59543959,36.65017198,68746999.88,-1666.201717,-13.78370702,-0.214796815,12.34758812,2.985393125,-1.2047601913671555,483000.0,-0.19071858854513105,0,24,1,Need_more_analysis,2,0,0,0,4,3,5,0,0,0,4,2,0,4,0
45024,"TINTOMETER,LIMITED(THE)",2013,manufacture of chemicals and chemical products,22.51116468,5.249738133,2.979457313,65.88381136,58.98778295,7.050540637,27.48781447,5332598.652,34.52330603,30.79359282,0.19805367,10.64958483,56.45211229,0.966611153545764,3149795.0,4.030355704313869,5,49,3,Reasonable_performance,5,2,3,4,2,3,4,4,4,2,3,5,3,5,4
58528,LLEWELLYN RYLAND LIMITED,2013,manufacture of chemicals and chemical products,3.051643192,9.305019305,1.980474198,15.07784758,81.86493739,11.82394366,55.77816901,2409996.463,3.085687159,2.9069767439999996,0.070745698,21.50234742,3.550942365,0.2215241737230265,317000.0,4.492117138231252,3,42,2,Moderate,5,2,2,5,3,4,3,2,2,1,5,2,2,4,4
59837,AKZO NOBEL PACKAGING COATINGS LIMITED,2013,manufacture of chemicals and chemical products,8.092133192999999,1.377787391,9.563501978,0.0,53.69272237,47.03794616,48.3451076,35032999.78,26.65662651,13.94354309,0.911754159,6.07182122,26.65662651,0.9590389620186324,9113000.0,3.2399342836174694,4,48,3,Reasonable_performance,3,3,0,4,4,4,5,4,3,3,3,4,3,5,3
63604,INTERNATIONAL PAINT LIMITED,2013,manufacture of chemicals and chemical products,-11.34514122,0.491686461,-2.440420561,-6.145251397000001,-27.20364742,46.82623265,28.13068454,82799999.95,70.53571429,-17.58160237,-4.703910615,4.404021063,66.20111732,-4.374358974358974,-18900000.0,-0.017719334100973816,0,27,1,Need_more_analysis,2,0,0,0,4,3,5,5,0,0,3,5,0,0,0
63827,HOUGHTON PLC,2013,manufacture of chemicals and chemical products,13.23701077,2.478301495,3.1886368419999997,80.03431267,35.59541985,40.56538114,51.38603176,23870999.59,35.79511614,22.74619635,1.032811495,8.752725591,64.44349131,1.8778558875219684,5688000.0,3.6432651341972764,5,53,4,Better_returns,4,2,3,4,4,4,5,4,4,3,3,5,3,5,3
68328,BOSTIK LIMITED,2013,manufacture of chemicals and chemical products,7.219889485,1.186030126,16.142484,65.30898002,48.46702559,55.97416729,78.93671675,48816999.71,16.79748527,9.46471942,1.280726865,9.767562276,27.76775157,14.939663461538462,7498000.0,1.6301895468675394,4,54,4,Better_returns,3,4,3,4,5,5,5,3,3,3,3,4,4,5,2
68499,STEPHENSON GROUP LTD,2013,manufacture of chemicals and chemical products,1.69884018,1.454389027,10.11461247,713.6185217999997,6.428364452,44.36445035,59.28224076,6356972.6510000015,13.68778607,4.971794723,9.905652552000001,7.598542846,77.34151913,14.55605640314378,506953.0,3.6040079578623714,3,48,3,Reasonable_performance,3,3,3,2,4,4,4,3,2,4,3,5,4,4,3
69842,VIVIMED SPECIALITY INGREDIENTS LTD,2013,manufacture of chemicals and chemical products,5.070927768,2.373296315,2.254365006,74.63687151,49.0814368,10.29594,73.82724605,9402999.295,8.735955056,5.612705288,0.737802607,22.77025925,11.58286778,1.0923694779116466,762000.0,2.5241555198148564,4,48,3,Reasonable_performance,4,2,3,4,2,5,5,3,2,3,5,3,3,4,3
84170,EPC UNITED KINGDOM PLC,2013,manufacture of chemicals and chemical products,-2.265718877,1.3672989759999998,15.784506400000001,161.4519427,23.43076186,36.33988679,62.38074211,16289999.79,-11.13720467,-6.027112377999999,2.030334015,3.597643073,-26.67007498,4.0634856449656285,-305000.0,2.8567749458371074,0,35,1,Need_more_analysis,3,4,3,3,4,4,5,0,0,3,2,0,4,0,3
92092,EVONIK CHEMICALS LIMITED,2013,manufacture of chemicals and chemical products,8.526301419,7.696778902999999,1.297492846,0.096866686,87.52656568,10.12707014,36.03121095,84348997.85,10.47599386,9.17815962,0.141541601,24.73772093,10.48614161,0.1425102678686746,7735000.0,6.686438977097938,4,43,2,Moderate,5,1,1,5,2,3,5,3,3,1,5,3,1,5,5
93994,"T.J.SMITH AND NEPHEW,LIMITED",2013,manufacture of chemicals and chemical products,12.15054394,1.535012171,5.901843919,21.06940353,58.04725568,18.43520777,48.23794346,215659999.4,28.40505475,16.32127804,0.890075707,19.75731372,34.14869017,1.7325300962678618,66946000.0,2.5657290267700343,5,43,2,Moderate,3,3,2,4,3,4,1,4,4,3,4,4,3,1,3
