REGISTRATION_NUMBER,COMPANY_NAME,Year,INDUSTRY_TYPE,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,PRETAX_PROFIT_PERCENTAGE_Iscore,Iscore_all,Iservice,Iservice_category,CURRENT_RATIO_Iscore,SALES_PER_NET_WORKING_CAPITAL_Iscore,GEARING_RATIO_Iscore,EQUITY_RATIO_Iscore,CREDITOR_DAYS_Iscore,DEBTOR_DAYS_Iscore,LIQUIDITY_TEST_Iscore,RETURN_CAPITAL_EMPLOYED_Iscore,RETURN_TOTAL_ASSETS_Iscore,DEBT_EQUITY_Iscore,RETURN_EQUITY_Iscore,RETURN_NET_ASSETS_Iscore,TOTAL_DEBT_RATIO_Iscore,EBITDA_Iscore,Z_Iscore
321764,STONEHAM PLC,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.920440396,2.506053858,4.956788412,24.88337814,59.94013871,15.4759408,51.08747409,1728695.091,5.1501229539999995,3.7889927869999998,0.440924589,12.17732119,6.321294658999999,0.6683311408807395,244324.0,3.6792268127848415,3,37,2,Moderate,4,3,2,3,2,3,2,3,2,2,3,3,2,3,4
325017,GEORGE WOOD & SONS (ENFIELD) LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-4.7355310280000005,1.141410233,41.22215901,63.03149757,34.396174,29.81197762,39.25617636,893891.6768,-26.49940488,-13.52033892,1.4239580059999999,5.544880472999999,-39.30768266,1.9073000969127911,-123470.0,2.8234658136459734,0,28,1,Need_more_analysis,3,4,3,3,3,2,2,0,0,3,2,0,3,0,3
331922,REX BOUSFIELD LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.190189413,1.560393539,7.954951171,33.59491823,55.54476008,34.67391413,70.91989184,5263971.348,0.6460662739999999,0.366664573,0.778590105,14.63680485,0.660124506,0.8003498415234978,2862456.0,4.1681763416179685,2,39,3,Reasonable_performance,4,3,2,3,3,4,3,2,1,3,3,2,2,4,4
365289,PALMER TIMBER LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.295012962,1.33818522,9.899820816,46.47108195,37.97796737,53.77491417,55.66402319,12980496.28,11.52149764,4.609550475,1.579645947,21.35871281,12.13743335,1.6331056380873468,1143194.0,2.8827627016698885,3,45,4,Better_returns,3,3,3,3,4,3,4,3,2,3,4,3,3,4,3
382248,MERCIA GARDEN PRODUCTS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.23830219100000002,1.012961786,328.3870708,299.2895863,20.01523546,35.62501396,19.00850211,4069106.4560000002,0.3701785420000001,0.271203182,1.335842156,12.78386624,1.35498372,3.9961940340944047,525098.0,1.006602296984136,2,37,2,Moderate,2,4,3,2,3,2,3,2,1,3,3,2,4,3,2
396804,DAVID COVER AND SON LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.9195691989999997,2.03473949,6.956135372,42.76673196,57.65080037,26.30792286,36.57747229,17384273.77,7.606028609,5.990883802000001,0.37084396299999994,17.03480745,10.46233445,0.7552839877689079,3419272.0,2.916282395535746,3,41,3,Reasonable_performance,4,3,3,3,3,2,4,3,2,2,3,3,2,4,3
399324,DAGLESS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-3.1470235110000004,1.1053363840000001,25.56990084,36.24524451,46.24566561,54.72696785,25.52653894,6202362.165,-9.384774965,-4.453722741,1.136173627,31.0040415,-9.630573336,1.1623648117412444,-237918.0,1.8636468930021228,0,32,2,Moderate,3,4,3,3,4,2,3,0,0,3,4,0,3,0,2
410867,NICKLIN TRANSIT PACKAGING LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.7341162110000004,1.250944799,9.201178744,60.10523891,31.38185434,68.13961288,81.43515003,3284262.88,8.883726844,4.375461002,1.617095687,5.216314474,13.94264646,2.1865548454492147,459473.0,1.8783979908414363,3,41,3,Reasonable_performance,3,3,3,2,4,4,3,3,2,3,2,3,3,3,2
414489,WERNICK BUILDINGS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.17741803,3.464929987,3.129787766,0.922404605,73.82345016,17.53373322,32.89271815,9025906.03,11.02835416,8.216609216,0.345359081,12.57615772,11.13008021,0.35458312744931275,930037.0,4.782196496066351,4,40,3,Reasonable_performance,5,2,1,4,2,2,4,3,3,2,3,3,2,4,4
416607,ROWLINSON GARDEN PRODUCTS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-1.821209738,1.7825760819999998,2.9932900460000003,2565.262639,1.98749383,63.53761843,106.93067260000001,6775150.073,-4.100676559,-2.09088663,24.65978927,39.57749812,-105.2021696,49.314621613204615,-46737.0,1.5598606545381846,0,34,2,Moderate,4,2,3,1,4,4,4,0,0,4,4,0,4,0,2
450011,SANDIFORD SON & BANNISTER LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",28.20620855,4.822342403,1.901236331,2.8903006110000002,89.4506569,19.79928708,44.36561133,653600.6259,17.73703293,16.32446446,0.08903176900000001,5.1482084619999995,18.2496865,0.11793477511162145,95150.0,6.426665672761773,5,37,2,Moderate,5,2,2,4,2,3,2,4,4,1,2,3,1,2,5
457573,PONTRILAS SAWMILLS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.583441821,1.2818881290000002,8.313769731,20.48351628,42.90129631,46.72525594,74.96212346,13584529.71,15.12068726,7.636556915,1.153717278,12.18763605,17.800294100000006,1.3309318972183601,2657566.0,2.254740612559756,4,43,4,Better_returns,3,3,2,3,3,4,4,3,2,3,3,3,3,4,2
474897,M.H.SOUTHERN & COMPANY LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.183979035,2.19925858,2.64539607,10.28413094,56.62455923,57.51350703,80.20639548,5743309.861000001,2.337336358,1.440787965,0.6774038920000001,35.90601216,2.544457714,0.7660181618023182,306016.0,2.6821356567253645,3,40,3,Reasonable_performance,4,2,2,3,4,4,3,2,2,3,4,2,2,3,3
486100,ETEX (EXTERIORS) UK LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.275426875,2.067961165,4.081818182,6.8607068610000015,87.45454545,31.97475872,55.54936897,63899999.6,9.53307393,7.329842932,0.321205821,9.205642167999999,10.18711019,0.5172413793103449,21000000.0,3.049401645474944,4,42,4,Better_returns,4,3,2,4,3,3,4,3,2,2,2,3,2,5,3
493809,P.HAYWARD & SON LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",120.49789409999998,22.47985361,0.09950982800000001,0.0,98.33689387,67.01186522,208.3285964,614262.0,4.355923338999999,4.283479711,0.016912331,0.0,4.355923338999999,0.01691233130220309,74538.0,36.084779315826594,1,33,2,Moderate,6,1,0,4,4,5,2,3,2,1,0,2,1,2,1
499622,JELD-WEN UK LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-10.40470023,1.449968179,5.796007181,11.20661374,42.57916719,39.70027593,129.00791189999998,59236999.5,-36.06962746,-15.4856193,1.340266387,19.21293689,-36.36900466,1.3485663670362835,1787000.0,2.0920808738936643,0,35,2,Moderate,3,3,2,3,3,4,4,0,0,3,3,0,3,4,2
499622,JELD-WEN UK LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-10.40470023,1.449968179,5.796007181,11.20661374,42.57916719,39.70027593,129.00791189999998,59236999.5,-36.06962746,-15.4856193,1.340266387,19.21293689,-36.36900466,1.3485663670362835,1787000.0,2.0920808738936643,0,35,2,Moderate,3,3,2,3,3,4,4,0,0,3,3,0,3,4,2
501259,ARBOR FOREST PRODUCTS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.1597285019999997,3.025830641,2.970290186,6.1616597120000005,68.96381377,26.99031895,73.602701,23721431.02,4.754821162,3.481153365,0.388419219,16.21459174,5.047797062,0.4500358164592014,2338002.0,3.882447727530209,3,42,4,Better_returns,5,2,2,4,3,4,4,3,2,2,3,2,2,4,4
526758,ROSEWOOD MANUFACTURING COMPANY (GATESHEAD) LIMITED(THE),2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.927624429,0.891025862,-37.11339812,72.28145393,32.11789149,34.68434761,56.67797065,1882930.81,25.39847931,13.3220247,1.4804192109999998,4.704589937,41.47851581,2.1135294179460504,776902.0,2.752250372468363,4,37,2,Moderate,2,0,3,2,3,3,2,4,3,3,2,4,3,3,3
543509,E.O.BURTON & COMPANY LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-0.549557595,3.454751325,2.71041334,8.694998243999999,80.29506975,28.22545448,58.24648892,1127386.942,-0.8973095,-0.720495289,0.245406478,30.93684095,-0.8973095,0.24540647774436306,4907.0,4.3238934881010485,0,31,2,Moderate,5,2,2,4,3,3,2,0,0,2,4,0,2,2,4
543529,BROMYARD TIMBER AND FENCING LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-4.73568146,2.086216496,7.118957311,0.0,68.44269084,29.38512871,29.9888093,131148.714,-16.88449803,-11.55620479,0.461076395,16.63114717,-16.88449803,0.4610763950008801,-12743.0,3.692346971427328,0,24,1,Need_more_analysis,4,3,0,4,3,2,1,0,0,2,3,0,2,0,4
564890,ASKERN UK LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.300350555,1.462861653,7.235129812,5.771572452999999,33.14667819,49.07455632,76.738414,3817651.5160000003,14.26909575,5.002711116,1.9591778359999998,14.45482341,15.09264695,2.016893560732888,276060.0,3.0923286784935664,3,42,4,Better_returns,3,3,2,3,4,4,3,3,2,3,3,3,3,3,3
575967,NEAL BROTHERS (LEICESTER) LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.828051833,0.732722592,-7.7124174010000015,120.7591119,23.94794714,59.64839112,93.74337646,6033028.944,1.843469693,0.886281443,2.211059277,2.731129905,3.77407638,3.5517126715064467,798154.0,1.2373998537256166,3,34,2,Moderate,2,0,3,2,4,4,3,2,1,3,1,2,4,3,2
597855,ALEXANDER CLEGHORN LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.7459274110000003,1.850891036,6.475083422000001,11.28252711,61.5078465,66.2481184,81.62518302,4245658.463,9.513824623,6.511973772999999,0.51298356,9.747983724,10.58722447,0.6258088307975395,955857.0,3.5065498299806053,3,41,3,Reasonable_performance,4,3,2,3,4,4,3,3,2,2,2,3,2,4,3
631545,E. ABRAHAMS & CO. LTD.,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.559298325,2.231900037,2.9505888760000003,1.041496915,56.44908394,26.34825869,43.41774567,698394.8593,17.9588899,10.24321192,0.761092964,3.871748815,18.14593118,0.7715079328402317,79607.0,3.432950800238364,4,36,2,Moderate,4,2,1,3,3,3,2,4,3,3,1,3,2,2,3
672142,UV GROUP PLC,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.873468658,4.434820268999999,1.410036565,0.011321181999999999,79.26949654,35.64159886,93.18385049,10239998.58,6.16934571,4.890962936,0.261406091,29.26763838,6.170044152999999,0.26151930261519296,594000.0,4.366974397764132,4,41,3,Reasonable_performance,5,1,1,4,3,4,4,3,2,2,4,3,2,3,4
673817,T.W. ENGINEERING COMPANY LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.959113361,3.298846515,3.647815287,0.50902132,74.73149771,20.80267299,52.98440275,3745318.537,13.77938761,10.34995942,0.33303364399999996,5.5230731639999995,13.84952763,0.33812385765003045,531222.0,5.0192146937195465,4,39,3,Reasonable_performance,5,3,1,4,2,3,3,3,3,2,2,3,2,3,5
678150,D.& J.SIMONS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.587042809,260.25213959999996,0.113236534,0.0,99.63332517,6.687260332,0.0,790641.6432,0.495585041,0.493767855,0.0036802429999999997,14.84089431,0.495585041,0.00368024286210961,4657.0,164.30410732190597,4,21,1,Need_more_analysis,1,1,0,4,1,0,2,2,1,1,3,2,1,2,1
818914,THOMAS ARMSTRONG (TIMBER) LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.933866987,1.7593326280000001,5.726492369,1.1953278840000001,49.93672759,20.56318382,65.29632424,3409042.582,25.25736323,12.7634638,0.990580824,9.623275778,25.55927154,1.0025341032944877,595871.0,3.818586276505661,4,41,3,Reasonable_performance,4,3,1,3,2,3,3,4,3,3,2,4,3,3,4
859710,CLIFFORD JONES TIMBER LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.37940848299999996,0.846376405,-17.38242628,94.92930641,39.38661643,60.11823241,57.33742446,3150581.665,0.553112449,0.357785894,0.896600927,12.53075136,0.9083945929999999,1.5389335022593045,548364.0,1.4174319853262007,2,34,2,Moderate,2,0,3,3,4,3,2,2,1,3,3,2,3,3,2
878297,LAMBSON BUILDING PRODUCTS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.4280013169999997,1.356663912,5.977957243,36.99862127,32.10604098,38.780075599999996,98.14291875,10946003.57,14.84405619,4.897489869,2.087054727,20.30872805,15.25410707,2.114678638036778,955713.0,2.300650324990813,3,43,4,Better_returns,3,3,3,2,3,4,4,3,2,3,3,3,3,4,2
897076,NEWMOR GROUP LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.492094198,2.469160054,3.782435842,49.21578176,48.24711725,43.38093555,55.55603931,9164610.269,10.05058819,7.1655504410000015,0.59496121,13.15244633,14.85176908,1.072662693666143,1193979.0,2.9940692553878905,4,43,4,Better_returns,4,3,3,3,3,3,4,3,2,2,3,3,3,4,3
907445,HARLOW BROS. LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.300336799,3.945470853,2.462277489,1.6391234319999999,76.45095329,36.89284967,52.171456899999995,13060485.37,8.949026618,6.953758692999999,0.291636929,22.52550568,9.09571221,0.3080281631448052,1320353.0,4.6608108241954485,4,43,4,Better_returns,5,2,2,4,3,3,4,3,2,2,4,3,2,4,4
910291,H.S.JACKSON & SON(FENCING)LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.979684524,3.081127477,2.829674825,2.942597228,71.08635827,40.96558245,63.63249229,11833521.95,4.311407343,3.1474311580000003,0.37978584299999996,17.82510156,4.427616261,0.40673966753570895,766366.0,3.9345937963621074,3,40,3,Reasonable_performance,5,2,2,4,3,3,4,3,2,2,3,2,2,3,4
914878,"DAVID SMITH,ST.IVES,LIMITED",2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.324506791,2.1442556130000003,5.547870939,1.798244143,60.2524152,35.64949909,52.69550558,3158569.562,1.298572918,0.796491396,0.641702065,6.904129283,1.321924429,0.6596845068017357,201527.0,4.053193294418877,2,33,2,Moderate,4,3,2,3,3,3,2,2,1,2,2,2,2,2,4
932927,TRAFALGAR CASES LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-1.3963762180000001,0.315515532,-1.197841158,-93.94669775,-166.3095132,26.4709674,94.05395786,1505051.919,1.833305583,-3.04896159,-1.6012885140000002,9.823290511,1.833305583,-1.6012885137512185,35106.0,-0.37847656380972783,0,19,1,Need_more_analysis,2,0,0,0,3,4,2,2,0,0,2,2,0,2,0
981905,KRONOSPAN LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.8481684489999997,1.527929504,8.376348866,11.05671197,62.6688981,38.26181148,36.77895935,71610999.63,5.501756871,3.829113719,0.4851207420000001,8.471648588999999,6.110070282000001,0.5956878616306632,14427000.0,2.8442945982359005,3,38,3,Reasonable_performance,3,3,2,3,3,2,4,3,2,2,2,3,2,4,3
985231,K.J.EDWARDS(ELECTRICAL)LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.527795457000001,2.956491783,3.110396565,20.21094367,63.54643089,27.57487042,65.41948365,2493107.3109999998,15.41258443,10.56978972,0.497237165,27.75036411,16.7266642,0.5876954232338213,354085.0,4.189476918759889,4,41,3,Reasonable_performance,5,2,2,4,3,3,2,3,3,2,4,3,2,3,4
996161,W. HOWARD LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.336670981,1.08005615,34.94755401,118.5245414,34.98146646,9.565697522999999,96.23606882,5310472.857,12.63209721,5.368131846,1.6438428390000002,5.10091598,15.34564554,1.8586566011494208,863741.0,2.33102040950207,3,40,3,Reasonable_performance,3,4,3,3,1,4,3,3,2,3,2,3,3,3,2
1047978,A.C.BUCKOKE & SONS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",18.32595394,6.690099967999999,1.2063899120000001,0.0,86.07309269,10.12090855,87.82170834,82983.5969,20.35454794,17.51978892,0.161803264,5.872197494,20.35454794,0.1618032637194923,17389.0,6.129391894976572,5,34,2,Moderate,5,1,0,4,1,4,1,4,4,1,2,4,1,2,5
1084328,THE MALVERN COLLECTION LTD,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.233206949,2.1287667580000003,3.7904922310000004,0.638791998,57.27528427,29.52254577,20.70961132,7047506.891,10.16587522,5.859727809,0.7395658759999999,25.91284332,10.23081401,0.7459537960932155,535411.0,3.4476252380749814,3,40,3,Reasonable_performance,4,3,1,3,3,2,4,3,2,3,4,3,2,3,3
1087941,A.& J.SCOTT LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.5496850470000005,1.377075825,13.76839153,13.57407258,53.45047783,49.47654876,54.41524812,5786893.743,26.66502189,15.86919207,0.757464866,4.942538988,29.6895233,0.8708906647901461,2486862.0,3.902048023862892,4,46,4,Better_returns,3,4,2,3,4,3,3,4,4,3,2,4,3,4,4
1106904,HICKS JOINERY LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",4.5050841219999995,3.351966651,3.4193251669999998,1.543909721,70.83165003,7.389764311,72.67111114,1716759.9619999996,14.141956099999998,10.17163399,0.39635915899999996,0.46791596399999996,14.36029513,0.4117982562719881,23588.0,4.6348755545083336,4,36,2,Moderate,5,2,2,4,1,4,2,3,3,2,1,3,2,2,4
1125264,N.C.T. & S. LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",44.79247404,1.498851555,13.57837269,34.64035192,71.41503028,53.88573477,48.39743838,45678.91741,12.13754466,11.67066771,0.053861938,1.219287707,16.34203285,0.4002654568526573,570.0,1.9359693542403804,6,36,2,Moderate,3,4,3,4,4,3,1,3,3,1,1,3,2,1,2
1136954,HOWARTH TIMBER (WINDOWS & DOORS) LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.082967467,1.369581063,7.392476713,703.849876,9.439997287,17.26262709,60.35253095,3425350.248,12.32306231,3.893060702,7.246647621,27.52000267,41.24006166,9.593223383788043,308200.0,2.5342249565834973,3,43,4,Better_returns,3,3,3,2,2,3,3,3,2,4,4,4,4,3,3
1150422,SHAW PALLET LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.029504226999999,2.578750693,2.7558845819999997,7.117830709,62.267980200000004,57.68658523,67.18947947,3175109.735,12.66902964,8.023688213,0.588856548,6.0924441510000005,12.88573708,0.6059618390268072,313910.0,3.6102867867230537,4,38,3,Reasonable_performance,4,2,2,3,4,4,2,3,2,2,2,3,2,3,3
1168723,R. PLEVIN & SONS LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.80793854,0.450147555,-3.74257236,836.2934362999997,4.5979052010000006,42.92138284,70.27067862,4270999.954,17.11100339,3.0560124660000003,18.31660232,2.253521127,68.14671815,47.3519313304721,1395000.0,1.2389242159324905,3,40,3,Reasonable_performance,2,0,3,1,3,4,3,4,2,4,1,5,4,4,2
1169327,M.R. ELLIS (TIMBER) LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",18.30173296,6.909586212000001,0.8557142190000001,3.6046394810000004,87.60798072,26.01299201,55.61027558,9514057.63,13.091109199999998,11.46885643,0.141448521,7.322709542,13.091109199999998,0.14144852072075734,1222346.0,6.2253076767054285,5,39,3,Reasonable_performance,5,1,2,4,3,3,4,3,3,1,2,3,1,4,5
1176301,ROWLINSON PACKAGING LIMITED,2013,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.78051812,1.639810054,5.028109359,0.0,77.56425761,49.93671021,86.65934391,4695682.48,3.5179195539999997,2.728648185,0.289253621,16.15285248,3.5179195539999997,0.2892536212852785,550154.0,3.1415524719809675,3,38,3,Reasonable_performance,4,3,0,4,4,4,3,2,2,2,3,2,2,3,3
