REGISTRATION_NUMBER,COMPANY_NAME,SIC_CODE,INDUSTRY_TYPE,INDUSTRY_CODE,DISSOLVED/REMOVED/LIVE,LIQUIDATION,ACCOUNTING_FROM_DATE,ACCOUNTING_TO_DATE,Year,WEEKS,MONTHS,CONSOLIDATED-ACCOUNTS,ACCOUNTS_FORMAT,TURNOVER,EXPORT,COST_OF_SALES,GROSS_PROFIT,WAGES_AND_SALARIES,OPERATING_PROFITS,DEPRECIATION,INTEREST_PAYMENTS,PRETAX_PROFITS,TAXATION,PROFIT_AFTER_TAX,DIVIDENDS_PAYABLE,RETAINED_PROFITS,TANGIBLE_ASSETS,INTANGIBLE_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_CURRENT_ASSETS,TRADE_DEBTORS,STOCK,CASH,OTHER_CURRENT_ASSETS,INCREASE_IN_CASH,MISCELANEOUS_CURRENT_ASSETS,TOTAL_ASSETS,TOTAL_CURRENT_LIABILITIES,TRADE_CREDITORS,BANK_OVERDRAFT,OTHER_SHORTTERM_FIN,MISC_CURRENT_LIABILITIES,OTHER_LONGTERM_FIN,TOTAL_LONGTERM_LIAB,BANK_OD_LTL,TOTAL_LIAB,NET_ASSETS,WORKING_CAPITAL,PAIDUP_EQUITY,SHAREHOLDER_FUNDS,P&L_ACCOUNT_RESERVE,SUNDRY_RESERVES,REVALUATION_RESERVE,NETWORTH,NET_CASHFLOW_FROM_OPERATIONS,NET_CASHFLOW_BEFOR_FINANCING,NET_CASHFLOW_FROM_FINANCING,CONTINGENT_LIAB,CAPITAL_EMPLOYED,EMPLOYEES_COUNT,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,Z1,Z2,Z3,Z4,Z5
16033,SIEMENS MOBILITY LIMITED,30990,manufacture of other transport equipment,9,L,N/A,01/10/2014,30/09/2015,2015,52,12,N,2,430524000.0,0.0,368061000.0,62463000.0,100998000.0,32076000.0,1336000.0,189000.0,30511000.0,-5627000.0,24884000.0,0.0,24884000.0,49663000,5106000.0,54769000.0,197044000.0,12137000.0,62742000.0,974000.0,106805000.0,273000.0,14386000.0,251813000.0,118262000.0,31454000.0,0,7041000.0,79767000.0,0.0,33222000.0,33222000,151484000.0,100329000,78782000.0,130664000.0,95223000,-30335000.0,0.0,100329000.0,63915000.0,62226000,-61953000.0,0.0,133551000,1380.0,1,7.0869452110000015,1.666164956,5.464750831,33.11305804,40.66726927,26.66682926,10.28979801,197043999.5,22.84595398,12.11653092,1.178741939,14.57340357,30.41094798,1.590834147212333,33412000.0,3.0214020255816965,0.3754309745724009,0.13834710678161968,0.4378630173978309,0.3771606242243405,1.6926003026055048
147133,STONE MARINE PROPULSION LIMITED,30110,manufacture of other transport equipment,9,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,7920629.0,7329321.0,6492337.0,1428292.0,119604.0,668240.0,8320.0,0.0,677669.0,-85074.0,592595.0,650000.0,-57405.0,120303,0.0,120303.0,3925227.0,845269.0,4148.0,2366292.0,709518.0,0.0,0.0,4045530.0,2426568.0,182540.0,0,592741.0,1651287.0,0.0,0.0,0,2426568.0,1618962,1498659.0,500000.0,1618962,1118962.0,0.0,1618962.0,0.0,0,0.0,0.0,1618962,7.0,1,8.555747277,1.61760437,5.285144252,0.0,40.01853898,8.411844563999999,38.95185408,3925226.998,41.85824003,16.7510561,1.498841851,0.052369578,41.85824003,1.4988418505190362,676560.0,3.315154478238482,0.4445377490711971,-0.019865629472528942,0.5518802233576318,0.400309078500994,1.9382930567811882
229770,BAE SYSTEMS MARINE LIMITED,30110,manufacture of other transport equipment,9,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,2,1045200000.0,0.0,0.0,0.0,314900000.0,84600000.0,19600000.0,20000000.0,64600000.0,-8600000.0,56000000.0,0.0,56000000.0,280100000,14100000.0,294200000.0,394200000.0,33300000.0,2500000.0,100000.0,358300000.0,0.0,0.0,688400000.0,459900000.0,43500000.0,0,125100000.0,291300000.0,0.0,552300000.0,552300000,1012200000.0,-323800000,-65700000.0,136800000.0,-337900000,-460600000.0,0.0,-323800000.0,0.0,0,0.0,0.0,228500000,6307.0,1,6.180635285,0.857142857,-15.9086758,-170.568252,-48.02016906,15.19087256,11.62887486,394200000.0,28.27133479,9.384079024,-1.420321186,0.239188672,-19.95058678,-2.995560816809707,104200000.0,1.801690832620645,-0.1145264381173736,0.11388727484020918,0.4995061011040092,-0.20029638411381148,1.5031202789076117
234268,TRICO LIMITED,30990,manufacture of other transport equipment,9,L,N/A,29/12/2013,04/01/2015,2015,53,12,N,1,11393000.0,7338000.0,8737000.0,2656000.0,1213000.0,-156000.0,27000.0,0.0,-156000.0,0.0,-156000.0,631000.0,-787000.0,0,0.0,0.0,5847000.0,2350000.0,2305000.0,874000.0,318000.0,-93000.0,0.0,5847000.0,2237000.0,986000.0,0,1152000.0,99000.0,0.0,0.0,0,2237000.0,3610000,3610000.0,2795000.0,3610000,815000.0,0.0,3610000.0,538000.0,-93000,0.0,0.0,3610000,37.0,1,-1.369261827,2.61376844,3.155955679,0.0,61.74106379,31.58869481,75.28745721,5846998.97,-4.32132964,-2.66803489,0.61966759,20.23172123,-4.32132964,0.6196675900277008,-129000.0,3.3769441492678105,0.7408927655207799,-0.1884385154780229,-0.07280656747049769,0.9682610639248994,1.929035402770652
245740,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,30300,manufacture of other transport equipment,9,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,212979000.0,70969000.0,120037000.0,92942000.0,63338000.0,10244000.0,5112000.0,69000.0,3804000.0,-2627000.0,1177000.0,5000000.0,-3823000.0,45974000,0.0,45974000.0,96275000.0,32629000.0,13482000.0,201000.0,49963000.0,0.0,0.0,142249000.0,91751000.0,11021000.0,0,1304000.0,79426000.0,0.0,360000.0,360000,92111000.0,50138000,4524000.0,12000000.0,50138000,37865000.0,0.0,50138000.0,0.0,0,0.0,9937000.0,50498000,1428.0,1,1.786091586,1.049307364,47.07758621,0.71801827,35.24664497,18.88761333,55.91905775,96274999.85,7.532971602999999,2.674184001,1.829969285,6.330201569,7.587059715,1.8371494674697837,15356000.0,2.1656259486939997,0.0381640644222455,-0.03762557206026053,0.35624011416600465,0.3265929150698614,1.4822544270961484
282648,ICON AEROSPACE TECHNOLOGY LTD,30300,manufacture of other transport equipment,9,L,N/A,01/10/2014,30/09/2015,2015,52,12,N,1,12104000.0,5112000.0,8533000.0,3571000.0,4285000.0,1946000.0,249000.0,36000.0,1910000.0,-140000.0,1770000.0,750000.0,1020000.0,771000,742000.0,1513000.0,7639000.0,3099000.0,1642000.0,2000.0,2896000.0,0.0,0.0,9152000.0,3991000.0,2011000.0,682000,674000.0,624000.0,0.0,40000.0,722000,4031000.0,5121000,3648000.0,360000.0,4379000,4761000.0,0.0,5121000.0,0.0,0,0.0,7466000.0,5161000,160.0,1,15.77990747,1.914056627,3.317982456,14.09880883,60.89179548,60.64234964,93.4513384,7638999.589,37.00833172,20.86975524,0.779339973,13.56576338,37.29740285,0.9205298013245032,2195000.0,3.3869449772349953,0.4783216783216783,0.15603146853146851,0.7914663461538461,0.651798561151079,1.3093269230769229
306452,GEESINK NORBA LIMITED,30990,manufacture of other transport equipment,9,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,10563091.0,0.0,9952762.0,610329.0,3115832.0,-1240928.0,41992.0,24864.0,-1204816.0,0.0,-1204816.0,0.0,-1204816.0,795461,0.0,795461.0,5795463.0,1570746.0,1311147.0,348072.0,2565498.0,463.0,0.0,6590924.0,2397161.0,1017236.0,0,932296.0,447629.0,0.0,249574.0,249574,2646735.0,3944189,3398302.0,1729865.0,3944189,2214324.0,0.0,3944189.0,-55404.0,463,0.0,0.0,4193763,59.0,1,-11.40590382,2.417636112,3.108343814,6.32763795,59.84273222,35.14985718,54.27599649,5795462.453,-28.72875744,-18.27992555,0.6077703170000001,12.41253152,-30.5466092,0.6710466967987588,-1198936.0,2.243282560599768,0.6187239300589721,-0.25591895764539235,-0.6002934945085089,0.8941255546928574,1.58664552800184
331969,"HYMATIC ENGINEERING COMPANY,LIMITED(THE)",30990,manufacture of other transport equipment,9,L,N/A,01/01/2015,31/12/2015,2015,52,12,N,1,6734000.0,3241000.0,6258000.0,476000.0,3267000.0,-2100000.0,172000.0,1318000.0,-2623000.0,-56000.0,-2679000.0,0.0,-2679000.0,3259000,0.0,3259000.0,4870000.0,1891000.0,928000.0,1771000.0,280000.0,0.0,0.0,8129000.0,1240000.0,1061000.0,0,71000.0,108000.0,0.0,1206000.0,1206000,2446000.0,5683000,3630000.0,283000.0,5683000,-29732000.0,0.0,5683000.0,0.0,0,0.0,596213000.0,6889000,81.0,1,-38.95158895,3.927419355,1.855096419,21.22118599,69.91019806,57.50891001,102.49703,4869999.252,-38.07519234,-32.26719154,0.218194616,13.78081378,-46.15519972,0.4304064754531057,-1928000.0,1.5059341342439423,0.5358592692828146,-0.4613851642268422,-0.7826792963464141,1.3940310711365491,0.8201082543978349
348981,AIM COMPOSITES LIMITED,30300,manufacture of other transport equipment,9,L,N/A,01/05/2014,30/04/2015,2015,52,12,N,1,16061000.0,850000.0,13672000.0,2389000.0,6140000.0,512000.0,252000.0,0.0,512000.0,-53000.0,459000.0,0.0,459000.0,1515000,108000.0,1623000.0,5957000.0,1665000.0,2799000.0,811000.0,682000.0,0.0,0.0,7580000.0,7163000.0,907000.0,0,5625000.0,631000.0,0.0,223000.0,223000,7386000.0,194000,-1206000.0,6000.0,86000,188000.0,0.0,194000.0,0.0,0,0.0,0.0,417000,160.0,1,3.187846336,0.83163479,-13.31757877,114.94845359999998,2.5963597430000003,20.6123529,37.83855302,5956999.609,122.7817746,6.754617414,36.92268041,17.42730839,263.9175258,85.88372093023256,764000.0,2.331127351039226,-0.1909234828496042,0.08477572559366754,0.3326121372031662,0.006986190089358245,2.0976767810026384
348981,AIM COMPOSITES LIMITED,30300,manufacture of other transport equipment,9,L,N/A,30/04/2015,31/12/2015,2015,35,8,N,1,9658000.0,644000.0,8342000.0,1316000.0,3864000.0,240000.0,124000.0,0.0,240000.0,33000.0,273000.0,0.0,273000.0,2022000,159000.0,2181000.0,5272000.0,1251000.0,2797000.0,161000.0,1063000.0,0.0,0.0,7453000.0,6796000.0,1215000.0,0,5297000.0,284000.0,0.0,190000.0,190000,6986000.0,467000,-1524000.0,6000.0,308000,461000.0,0.0,467000.0,0.0,0,0.0,0.0,657000,157.0,1,2.48498654,0.7757504409999999,-6.337270341,40.68522484,6.402522621,45.9178919,47.27842203,5271999.588,36.52968037,3.220179793,14.55246253,28.9604473,51.39186296,22.681818181818183,364000.0,1.2764220457552702,-0.2453777002549309,0.05128136320944586,0.1611699986582584,0.026452905811623247,1.2828954783308737
