REGISTRATION_NUMBER,COMPANY_NAME,SIC_CODE,INDUSTRY_TYPE,INDUSTRY_CODE,DISSOLVED/REMOVED/LIVE,LIQUIDATION,ACCOUNTING_FROM_DATE,ACCOUNTING_TO_DATE,Year,WEEKS,MONTHS,CONSOLIDATED-ACCOUNTS,ACCOUNTS_FORMAT,TURNOVER,EXPORT,COST_OF_SALES,GROSS_PROFIT,WAGES_AND_SALARIES,OPERATING_PROFITS,DEPRECIATION,INTEREST_PAYMENTS,PRETAX_PROFITS,TAXATION,PROFIT_AFTER_TAX,DIVIDENDS_PAYABLE,RETAINED_PROFITS,TANGIBLE_ASSETS,INTANGIBLE_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_CURRENT_ASSETS,TRADE_DEBTORS,STOCK,CASH,OTHER_CURRENT_ASSETS,INCREASE_IN_CASH,MISCELANEOUS_CURRENT_ASSETS,TOTAL_ASSETS,TOTAL_CURRENT_LIABILITIES,TRADE_CREDITORS,BANK_OVERDRAFT,OTHER_SHORTTERM_FIN,MISC_CURRENT_LIABILITIES,OTHER_LONGTERM_FIN,TOTAL_LONGTERM_LIAB,BANK_OD_LTL,TOTAL_LIAB,NET_ASSETS,WORKING_CAPITAL,PAIDUP_EQUITY,SHAREHOLDER_FUNDS,P&L_ACCOUNT_RESERVE,SUNDRY_RESERVES,REVALUATION_RESERVE,NETWORTH,NET_CASHFLOW_FROM_OPERATIONS,NET_CASHFLOW_BEFOR_FINANCING,NET_CASHFLOW_FROM_FINANCING,CONTINGENT_LIAB,CAPITAL_EMPLOYED,EMPLOYEES_COUNT,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,Z1,Z2,Z3,Z4,Z5
51908,LUCY GROUP LTD,27120,manufacture of electrical equipment,17,L,N/A,01/01/2018,31/12/2018,2018,52,12,Y,2,167597000.0,0.0,127106000.0,40491000.0,39623000.0,-532000.0,4915000.0,801000.0,2167000.0,-490000.0,1677000.0,1028000.0,-900000.0,180401000,4703000.0,185104000.0,106587000.0,33650000.0,46991000.0,15270000.0,10676000.0,1540000.0,0.0,291691000.0,37046000.0,20434000.0,0,983000.0,15629000.0,1197000.0,0.0,67192000,104238000.0,187453000,69541000.0,492000.0,182750000,187877000.0,0.0,187453000.0,-4417000.0,-12533000,14073000.0,0.0,254645000,1466.0,1,1.292982571,2.877152729,2.410045872,35.84471841,65.31736519,44.50204956,73.28442633,106586998.7,0.850988631,0.7429094490000001,0.197628205,28.03809137,1.15602311,0.5703857729138166,4383000.0,1.9520987047738605,0.28608767497111665,-0.004319639618637529,0.0495863773650884,1.0519196454268118,0.5688246466294812
84301,THE WANDSWORTH GROUP LIMITED,27900,manufacture of electrical equipment,17,L,N/A,01/04/2017,31/03/2018,2018,52,12,N,2,10938573.0,766295.0,0.0,0.0,4386678.0,205460.0,148886.0,0.0,206462.0,-200.0,206262.0,2398714.0,-2192452.0,575175,0.0,575175.0,7597524.0,1677937.0,3037818.0,314760.0,2567009.0,0.0,0.0,8172699.0,4664964.0,1311207.0,93461,1918957.0,1341339.0,0.0,50000.0,143461,4714964.0,3457735,2932560.0,236184.0,3457735,2154876.0,0.0,3457735.0,0.0,0,0.0,0.0,3507735,111.0,1,1.887467405,1.628635076,3.730042352,4.148987704,42.30836104,43.75255849,55.989662,7597523.3489999985,5.8859064320000005,2.526240107,1.34913867,27.77161153,5.9710186,1.36359900339384,354346.0,1.9631524853428104,0.43058871983416985,-0.3755714972495622,0.14307902444467854,0.4400120552352043,1.3250441830783195
106725,WHIRLPOOL UK APPLIANCES LIMITED,27510,manufacture of electrical equipment,17,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,2,572940000.0,0.0,454978000.0,117962000.0,83769000.0,1468000.0,3122000.0,5363000.0,-3018000.0,-207000.0,-3225000.0,0.0,-3225000.0,193178000,41209000.0,234387000.0,114193000.0,40684000.0,48314000.0,19091000.0,2599000.0,18641000.0,3505000.0,348580000.0,238595000.0,0.0,0,170402000.0,68193000.0,0.0,0.0,113835000,352430000.0,-3850000,-124402000.0,77196000.0,-45059000,-18827000.0,0.0,-3850000.0,20828000.0,18641000,0.0,1496000.0,109985000,2450.0,1,-0.526756728,0.478606006,-4.605552965,-2956.753247,-1.252557984,0.0,25.91835096,114192999.8,-2.744010547,-0.865798382,-61.97272727,8.432645652,78.38961039,-7.8215228922079945,4590000.0,1.1527343476509826,-0.4282586493774743,-0.012952550347122609,0.04345343966951632,-0.07671140368300088,1.6272035113890642
111849,BRUSH ELECTRICAL MACHINES LIMITED,27110,manufacture of electrical equipment,17,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,2,35048000.0,29134000.0,31774000.0,3274000.0,15902000.0,-171863000.0,4000.0,1762000.0,-159738000.0,443000.0,-159295000.0,0.0,-159295000.0,119524000,57000.0,119581000.0,44572000.0,5540000.0,2171000.0,10368000.0,26476000.0,0.0,17000.0,164153000.0,21692000.0,2157000.0,0,8275000.0,11260000.0,304308000.0,0.0,304758000,326450000.0,-162297000,22880000.0,1000000.0,-162354000,-163796000.0,0.0,-162297000.0,0.0,0,0.0,0.0,142461000,272.0,1,-455.7692308,2.054766734,1.531818182,-187.7779626,-98.90369052,22.46362132,57.69516092,44571999.9,-112.1275296,-97.310436,-0.133656198,6.194362018,98.42326106,-2.0107296401690133,-171859000.0,-4.733250652769327,0.16725859411646452,-1.3585679213904098,-3.4549152315218112,-0.29839914228825243,0.21137304831468204
115834,LEGRAND ELECTRIC LIMITED,27900,manufacture of electrical equipment,17,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,106964000.0,15537000.0,58259000.0,48705000.0,30558000.0,11370000.0,1770000.0,0.0,11219000.0,-1059000.0,10160000.0,0.0,10160000.0,19743000,86810000.0,106553000.0,79308000.0,19463000.0,15687000.0,3369000.0,40789000.0,0.0,0.0,185861000.0,25401000.0,7887000.0,0,3426000.0,14088000.0,3484000.0,19505000.0,19505000,44906000.0,140955000,53907000.0,145110000.0,54145000,-4225000.0,0.0,140955000.0,0.0,0,0.0,0.0,160460000,758.0,1,10.4885756,3.122239282,1.984232103,13.83774964,142.305479,26.91330728,66.41482181,79307999.38,6.991773651,6.036231377000001,0.180206449,14.66568191,7.959277784,0.8293655923908024,13140000.0,1.9510757153178773,0.34804719656087074,0.07653031028564357,0.2333033826354103,0.7234445285707923,0.5697502972651606
138006,SEM LIMITED,27110,manufacture of electrical equipment,17,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,22901384.0,0.0,17301552.0,5599832.0,7242586.0,1735470.0,1950969.0,113403.0,1622067.0,0.0,1622067.0,0.0,1622067.0,23655231,0.0,23655231.0,10307379.0,58378.0,3930636.0,2741379.0,3576986.0,-1664150.0,0.0,33962610.0,4522694.0,1174427.0,62791,2495949.0,789527.0,0.0,0.0,62791,4522694.0,29439916,5784685.0,35400000.0,29439916,-5960084.0,0.0,29439916.0,-2637798.0,-3164150,1500000.0,0.0,29439916,206.0,1,7.082833946,2.279035239,3.958968207,0.213285255,86.68331439,18.71790172,0.930422808,10307378.13,5.509754172,4.776037531,0.153624555,17.16331205,5.509754172,0.15362455517875798,3686439.0,5.2026441641208265,0.20439012196059134,0.06686452542958271,0.3581953418774352,3.9056256293262375,0.6675685455269781
160314,DEWHURST PLC,27900,manufacture of electrical equipment,17,L,N/A,01/10/2017,30/09/2018,2018,52,12,Y,2,45730000.0,0.0,0.0,0.0,14037000.0,5458000.0,955000.0,1237000.0,5253000.0,-1710000.0,3543000.0,1011000.0,3028000.0,10910000,13108000.0,24018000.0,29639000.0,13051000.0,6279000.0,9440000.0,869000.0,-8463000.0,0.0,53657000.0,9021000.0,2761000.0,0,0.0,6260000.0,0.0,8685000.0,8685000,17706000.0,35951000,20618000.0,842000.0,22843000,32693000.0,0.0,35951000.0,3237000.0,-7349000,-1114000.0,0.0,44636000,322.0,1,11.48698885,3.285555925,2.217964885,24.15788156,88.66063281,22.03728406,104.1682703,29638999.3,11.76852765,9.789962167,0.25092487,13.73059261,14.61155462,0.7751171037079193,6413000.0,2.552342234543275,0.4611066589634157,0.0790055351585068,0.3944107944909331,0.7740765842087428,0.8437426617216766
167205,BRITISH ELECTRIC LAMPS LIMITED,27400,manufacture of electrical equipment,17,L,N/A,01/04/2017,31/03/2018,2018,52,12,N,1,21363970.0,0.0,13452041.0,7911929.0,2588811.0,2480109.0,182004.0,140.0,2481052.0,-474117.0,2006935.0,1250000.0,756935.0,430023,0.0,430023.0,14550861.0,5423291.0,4644561.0,4346405.0,136604.0,507439.0,0.0,14980884.0,5033757.0,2291270.0,0,14830.0,2727657.0,44492.0,77674.0,77674,5111431.0,9869453,9517104.0,6201.0,9869453,9859445.0,0.0,9869453.0,2526686.0,522270,-14831.0,0.0,9947127,67.0,1,11.61325353,2.890656224,2.244797367,0.787014235,65.88031120000001,39.14598036,92.65605667,14550860.08,24.94239794,16.56145258,0.510034041,21.74015878,25.13869816,0.5179041837475694,2662113.0,3.9898261419220233,0.7623398458996145,0.07073741442761321,0.5864121836868905,1.1585154529132842,1.411821244994621
186538,DIALIGHT EUROPE LIMITED,27400,manufacture of electrical equipment,17,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,15229000.0,12717000.0,11393000.0,3836000.0,3054000.0,-1861000.0,53000.0,0.0,-587000.0,188000.0,-399000.0,0.0,-399000.0,1063000,1214000.0,2277000.0,18950000.0,2840000.0,4572000.0,21000.0,11517000.0,0.0,0.0,21227000.0,17181000.0,1645000.0,0,14466000.0,1070000.0,0.0,0.0,173000,17354000.0,3873000,1769000.0,3931000.0,2659000,-58000.0,0.0,3873000.0,0.0,0,0.0,0.0,4046000,23.0,1,-3.854488148,1.102962575,8.608818542,4.466821585,19.35242093,39.42642327,68.06750279,18949999.73,-14.5081562,-2.765346022,4.43609605,30.02166918,-15.15620966,6.5265137269650255,-1808000.0,0.5948068653216773,0.1000047109812974,-0.026315541527300132,-0.2810759881283271,0.09193269563213093,0.7102609883638762
189291,NOVAR ED&S LIMITED,27510,manufacture of electrical equipment,17,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,117287000.0,20931000.0,76445000.0,40842000.0,27217000.0,13940000.0,1959000.0,3175000.0,14722000.0,-2612000.0,12110000.0,0.0,12110000.0,171413000,13000.0,171426000.0,113824000.0,18443000.0,11401000.0,0.0,83980000.0,0.0,0.0,285250000.0,68181000.0,18080000.0,12225000,6570000.0,31306000.0,40441000.0,65930000.0,78155000,134111000.0,151139000,45643000.0,1101000.0,151126000,129524000.0,0.0,151139000.0,0.0,0,0.0,423389000.0,217069000,597.0,1,12.55211575,1.6694387,2.569660189,51.71067693,52.98716506,56.26540026,57.3950651,113823999.8,6.782175252999999,5.161086766,0.451114537,9.720599896,9.740702267,0.8874118285404232,15899000.0,1.5185649820227205,0.19201262050832604,0.059435582822085886,0.18393234005258546,0.6761235096300825,0.40706092900964064
