REGISTRATION_NUMBER,COMPANY_NAME,SIC_CODE,INDUSTRY_TYPE,INDUSTRY_CODE,DISSOLVED/REMOVED/LIVE,LIQUIDATION,ACCOUNTING_FROM_DATE,ACCOUNTING_TO_DATE,Year,WEEKS,MONTHS,CONSOLIDATED-ACCOUNTS,ACCOUNTS_FORMAT,TURNOVER,EXPORT,COST_OF_SALES,GROSS_PROFIT,WAGES_AND_SALARIES,OPERATING_PROFITS,DEPRECIATION,INTEREST_PAYMENTS,PRETAX_PROFITS,TAXATION,PROFIT_AFTER_TAX,DIVIDENDS_PAYABLE,RETAINED_PROFITS,TANGIBLE_ASSETS,INTANGIBLE_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_CURRENT_ASSETS,TRADE_DEBTORS,STOCK,CASH,OTHER_CURRENT_ASSETS,INCREASE_IN_CASH,MISCELANEOUS_CURRENT_ASSETS,TOTAL_ASSETS,TOTAL_CURRENT_LIABILITIES,TRADE_CREDITORS,BANK_OVERDRAFT,OTHER_SHORTTERM_FIN,MISC_CURRENT_LIABILITIES,OTHER_LONGTERM_FIN,TOTAL_LONGTERM_LIAB,BANK_OD_LTL,TOTAL_LIAB,NET_ASSETS,WORKING_CAPITAL,PAIDUP_EQUITY,SHAREHOLDER_FUNDS,P&L_ACCOUNT_RESERVE,SUNDRY_RESERVES,REVALUATION_RESERVE,NETWORTH,NET_CASHFLOW_FROM_OPERATIONS,NET_CASHFLOW_BEFOR_FINANCING,NET_CASHFLOW_FROM_FINANCING,CONTINGENT_LIAB,CAPITAL_EMPLOYED,EMPLOYEES_COUNT,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,Z1,Z2,Z3,Z4,Z5
13067,CENTURION SAFETY PRODUCTS LTD,22290,manufacture of rubber and plastic products,7,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,15868156.0,9304026.0,7231959.0,8636197.0,5130089.0,2072726.0,375551.0,17853.0,2082378.0,-49955.0,2032423.0,1099236.0,933187.0,2670871,229214.0,2900085.0,13083552.0,3111233.0,2917948.0,6172151.0,882220.0,-1102048.0,0.0,15983637.0,2813650.0,1597426.0,0,49774.0,1166450.0,0.0,0.0,504000,3317650.0,12665987,10269902.0,233880.0,12436773,12321857.0,0.0,12665987.0,688011.0,-1102048,0.0,0.0,13169987,135.0,1,13.12299929,4.650028255,1.545112699,3.979160882,80.39638773,36.74406087,71.56471395,13083550.96,15.8115418,13.02818626,0.222142183,18.38870251,16.44070849,0.2667613214456837,2448277.0,4.5902916334155925,0.7710311739437025,0.08173745437286895,0.5054740732663036,2.249201633686495,0.982847298146223
30635,"ROBERTS,MART & CO.LIMITED",22220,manufacture of rubber and plastic products,7,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,37540085.0,873758.0,0.0,0.0,8389835.0,1415760.0,148259.0,28369.0,1835670.0,-339013.0,1496657.0,0.0,1496657.0,7643413,0.0,7643413.0,15388986.0,8039717.0,5114312.0,1495243.0,739714.0,0.0,0.0,23032399.0,8686826.0,4503952.0,0,2286037.0,1896837.0,218451.0,0.0,677568,9364394.0,13668005,6702160.0,199444.0,13668005,13365905.0,0.0,13668005.0,0.0,0,0.0,0.0,14345573,198.0,1,4.88989303,1.771531512,5.601192004,4.957329178999999,59.34251573,43.79165577,78.16968728,15388985.41,12.79607305,7.96994703,0.635559176,13.62360261,13.43041651,0.6851324681253774,1564019.0,3.1535717182641423,0.3491860313812729,0.09097271196109448,0.22408706535519807,0.8757430539552266,1.6135828556113503
32965,AVON RUBBER P.L.C.,22190,manufacture of rubber and plastic products,7,L,N/A,01/10/2017,30/09/2018,2018,52,12,Y,2,165500000.0,0.0,99900000.0,65600000.0,44600000.0,22800000.0,4900000.0,200000.0,21600000.0,-1800000.0,19800000.0,4100000.0,15700000.0,30800000,41500000.0,72300000.0,93800000.0,20700000.0,23000000.0,46600000.0,3500000.0,20700000.0,0.0,166100000.0,41400000.0,13200000.0,100000,400000.0,27700000.0,0.0,39900000.0,40000000,81300000.0,84800000,52400000.0,31000000.0,43300000,11100000.0,0.0,84800000.0,31400000.0,27600000,-6900000.0,0.0,124700000,781.0,1,13.05135952,2.2657004830000003,3.158396947,47.16981132,68.05778491,29.11178248,45.65256798,93799999.44,17.32157177,13.00421433,0.488207547,13.89728097,25.47169811,1.8775981524249423,27700000.0,2.3672092124292705,0.3785671282360024,0.13232992173389524,0.5503311258278145,0.3195571955719557,0.9864238410596028
61652,ALBEA UK LIMITED,22220,manufacture of rubber and plastic products,7,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,2,42322000.0,0.0,34448000.0,7874000.0,8894000.0,486000.0,0.0,182000.0,304000.0,-1139000.0,-835000.0,0.0,-835000.0,9969000,862000.0,10831000.0,40398000.0,6033000.0,2834000.0,57000.0,30792000.0,0.0,0.0,51229000.0,18625000.0,6295000.0,0,10416000.0,1914000.0,0.0,0.0,1252000,19877000.0,31352000,21773000.0,27500000.0,30490000,3852000.0,0.0,31352000.0,0.0,0,0.0,0.0,32604000,235.0,1,0.718302538,2.169020134,1.943783585,3.993365655,62.24710624,54.29032182,52.03074051,40397999.85,0.932400932,0.5934138870000001,0.594060985,6.696280894,0.969635111,0.6519186618563464,486000.0,2.256735705769109,0.5100158113568486,-0.022819106365535143,0.031306486560346666,0.920360215324244,0.8178722988932049
70808,DUBOIS LIMITED,22290,manufacture of rubber and plastic products,7,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,2,24470000.0,0.0,22317000.0,2153000.0,4387000.0,-1343000.0,845000.0,372000.0,-1715000.0,-689000.0,-2404000.0,0.0,-2404000.0,8606000,0.0,8606000.0,16543000.0,6392000.0,5314000.0,427000.0,4376000.0,391000.0,34000.0,25149000.0,12195000.0,4512000.0,0,7034000.0,649000.0,0.0,894000.0,894000,13089000.0,12060000,4348000.0,1047000.0,12060000,10579000.0,0.0,12060000.0,-4057000.0,-5237000,5628000.0,0.0,12954000,119.0,1,-7.008581937000001,1.356539565,5.627874885,7.412935322999999,47.95419301,67.30200245,95.34450347,16542999.56,-13.23915393,-6.819356634,1.01119403,21.71638741,-14.22056385,1.0853233830845772,-498000.0,1.5243960909322407,0.20746749373732554,-0.13382639468766153,-0.06534653465346535,0.5528306211322485,0.9632709054037936
84559,MICHELIN TYRE PUBLIC LIMITED COMPANY,22110,manufacture of rubber and plastic products,7,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,650206000.0,0.0,722615000.0,-72409000.0,81880000.0,-163540000.0,5380000.0,7737000.0,-189201000.0,-13651000.0,-202852000.0,0.0,-202852000.0,87616000,570000.0,88186000.0,234163000.0,91549000.0,52853000.0,638000.0,89123000.0,0.0,0.0,322349000.0,355113000.0,42345000.0,1059000,283005000.0,28704000.0,75000000.0,0.0,193837000,547891000.0,-225542000,-120950000.0,51424000.0,-226112000,-627542000.0,0.0,-225542000.0,0.0,0,0.0,0.0,-32764000,1734.0,1,-29.09862413,0.65940419,-5.375824721,-85.94275124,-70.09220614,23.77081263,51.39199731,234162999.9,577.4661214,-58.69445849,-1.574487235,8.128654611,83.88725825,-2.423095634022077,-158160000.0,-1.2011081033891549,-0.45025732978852107,-0.881010333520501,-1.6191395040778782,-0.24761713552513184,1.9969161995228768
117971,FIBRAX LIMITED,22190,manufacture of rubber and plastic products,7,L,N/A,01/01/2018,31/12/2018,2018,52,12,Y,1,21098743.0,0.0,16131199.0,4967544.0,7121444.0,809477.0,774007.0,176702.0,632786.0,57283.0,690069.0,49194.0,627006.0,4661677,17824.0,4679501.0,7975417.0,5141777.0,2030276.0,228483.0,574881.0,114611.0,0.0,12654918.0,5328914.0,2794357.0,466620,679815.0,1388122.0,1787284.0,1890105.0,2356725,7219019.0,5435899,2646503.0,3016.0,5418075,5430860.0,0.0,5435899.0,928058.0,-392580,507191.0,212406.0,7326004,351.0,1,2.999164453,1.4966308330000002,7.972310252000001,43.35483422,43.01541953,48.34128294,88.95073062,7975416.619,8.637532821,5.000316873,0.980318803,9.622734397,11.64087118,1.3323955463887085,1583484.0,2.834122355418249,0.2509541033770428,0.06936500102173715,0.4129222488837936,0.4503167258598433,1.650564276275832
126931,HUTCHINSON (U.K.) LIMITED,22190,manufacture of rubber and plastic products,7,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,1875000.0,0.0,0.0,0.0,624000.0,42000.0,0.0,728000.0,-162000.0,23000.0,-139000.0,0.0,-139000.0,1438000,0.0,1438000.0,3640000.0,0.0,0.0,0.0,3640000.0,0.0,0.0,5078000.0,334000.0,54000.0,0,7000.0,273000.0,0.0,8019000.0,8019000,8353000.0,-3275000,3306000.0,87000.0,-3275000,-3362000.0,0.0,-3275000.0,0.0,0,0.0,0.0,4744000,11.0,1,-8.64,10.89820359,0.567150635,-244.8549618,-64.49389523,10.512,0.0,3640000.0,-3.414839798,-3.190232375,-0.101984733,0.0,4.946564885,-2.5505343511450382,42000.0,0.9005271352440063,0.7812524615990547,-0.03832217408428515,0.027294210319023238,-0.23524482221956186,0.3655474596297755
145824,S.MURRAY & COMPANY LIMITED,22220,manufacture of rubber and plastic products,7,L,N/A,01/01/2018,31/12/2018,2018,52,12,N,1,5157716.0,2082831.0,3942217.0,1215499.0,1337910.0,24138.0,91978.0,39556.0,-15418.0,6000.0,-9418.0,0.0,-9418.0,2883977,0.0,2883977.0,2155192.0,741600.0,1319648.0,1833.0,92111.0,0.0,0.0,5039169.0,1968553.0,1036862.0,824408,0.0,107283.0,0.0,655536.0,1479944,2624089.0,2415080,186639.0,681100.0,2415080,95761.0,1638219.0,2415080.0,0.0,0,0.0,0.0,3070616,56.0,1,-0.298930767,1.094810249,27.63471729,61.2792951,47.92615608,73.37639955,52.48136966,2155191.33,-0.502114234,-0.305963146,0.815108816,25.58589887,-0.638405353,1.0865433029133609,116116.0,1.6833693005691772,0.04444518530733937,-0.0026165425291352607,0.07604087102456772,0.5522099288553094,1.0132898579110958
149360,AVON POLYMER PRODUCTS LIMITED,22190,manufacture of rubber and plastic products,7,L,N/A,01/10/2017,30/09/2018,2018,52,12,N,2,44981806.0,0.0,26017096.0,18964710.0,12286261.0,9933276.0,1005985.0,1104074.0,8844324.0,-1510305.0,7334019.0,0.0,7334019.0,9245446,7053610.0,16299056.0,44050601.0,4697713.0,7578510.0,228529.0,31545849.0,0.0,0.0,60349657.0,10988693.0,3678451.0,0,1176463.0,6133779.0,0.0,0.0,31145690,42134383.0,18215274,33061908.0,100.0,11161664,18215174.0,0.0,18215274.0,0.0,0,0.0,0.0,49360964,235.0,1,19.6620029,4.0087206910000015,1.360532671,170.9866676,34.1775329,29.84839281,38.11908408,44050600.31,17.91764845,14.65513549,0.60326806,16.84794514,48.55443843,3.7749194922907554,10939261.0,2.322559488153023,0.6574070437550291,0.17013562479733724,0.5981734295523833,0.15894378707289958,0.7378996029753739
