REGISTRATION_NUMBER,COMPANY_NAME,SIC_CODE,INDUSTRY_TYPE,INDUSTRY_CODE,DISSOLVED/REMOVED/LIVE,LIQUIDATION,ACCOUNTING_FROM_DATE,ACCOUNTING_TO_DATE,Year,WEEKS,MONTHS,CONSOLIDATED-ACCOUNTS,ACCOUNTS_FORMAT,TURNOVER,EXPORT,COST_OF_SALES,GROSS_PROFIT,WAGES_AND_SALARIES,OPERATING_PROFITS,DEPRECIATION,INTEREST_PAYMENTS,PRETAX_PROFITS,TAXATION,PROFIT_AFTER_TAX,DIVIDENDS_PAYABLE,RETAINED_PROFITS,TANGIBLE_ASSETS,INTANGIBLE_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_CURRENT_ASSETS,TRADE_DEBTORS,STOCK,CASH,OTHER_CURRENT_ASSETS,INCREASE_IN_CASH,MISCELANEOUS_CURRENT_ASSETS,TOTAL_ASSETS,TOTAL_CURRENT_LIABILITIES,TRADE_CREDITORS,BANK_OVERDRAFT,OTHER_SHORTTERM_FIN,MISC_CURRENT_LIABILITIES,OTHER_LONGTERM_FIN,TOTAL_LONGTERM_LIAB,BANK_OD_LTL,TOTAL_LIAB,NET_ASSETS,WORKING_CAPITAL,PAIDUP_EQUITY,SHAREHOLDER_FUNDS,P&L_ACCOUNT_RESERVE,SUNDRY_RESERVES,REVALUATION_RESERVE,NETWORTH,NET_CASHFLOW_FROM_OPERATIONS,NET_CASHFLOW_BEFOR_FINANCING,NET_CASHFLOW_FROM_FINANCING,CONTINGENT_LIAB,CAPITAL_EMPLOYED,EMPLOYEES_COUNT,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,Z1,Z2,Z3,Z4,Z5
51702,DANIEL THWAITES PUBLIC LIMITED COMPANY,11050,manufacture of beverages,10,L,N/A,02/04/2019,31/03/2020,2020,52,12,Y,1,98100000.0,0.0,74100000.0,24000000.0,29600000.0,12600000.0,7700000.0,4600000.0,3600000.0,-300000.0,3300000.0,2600000.0,700000.0,303800000,0.0,303800000.0,6600000.0,3700000.0,500000.0,500000.0,800000.0,-3700000.0,0.0,310400000.0,13700000.0,4200000.0,400000,0.0,9100000.0,65500000.0,0.0,119600000,132900000.0,177500000,-7100000.0,14700000.0,177500000,85900000.0,75800000.0,177500000.0,18700000.0,4300000,-8000000.0,0.0,296700000,840.0,1,3.669724771,0.481751825,-13.81690141,67.38028169,57.18427835,15.62691131,13.76656473,6599999.964,1.213346815,1.159793814,0.077183099,0.509683996,2.028169014,0.7487323943661972,20300000.0,1.3057648399501989,-0.02744845360824742,0.0031572164948453605,0.21581829896907215,0.801354401805869,0.3128833762886597
57696,HALL & WOODHOUSE LIMITED,11050,manufacture of beverages,10,L,N/A,26/01/2019,25/01/2020,2020,52,12,Y,1,116569000.0,0.0,0.0,0.0,0.0,7339000.0,6735000.0,1994000.0,5944000.0,-1826000.0,4118000.0,1843000.0,2275000.0,195242000,0.0,195242000.0,18670000.0,9655000.0,4055000.0,1433000.0,3527000.0,2922000.0,0.0,213912000.0,19578000.0,6735000.0,0,0.0,12843000.0,0.0,0.0,71432000,91010000.0,122902000,-908000.0,800000.0,122902000,121770000.0,332000.0,122902000.0,11949000.0,5922000,-3000000.0,0.0,194334000,1488.0,1,5.09912584,0.953621412,-128.3799559,58.12110462,57.45446726,21.08858273,30.23166537,18669999.79,3.0586516,2.778712742,0.15929765199999998,3.4786263930000003,4.836373696,0.740508697987014,14074000.0,1.576657339335816,-0.005093683383821385,0.01488930027300946,0.21711825423538653,0.8102538182617294,0.539489649949512
232213,GEORGE BATEMAN & SON LIMITED,11050,manufacture of beverages,10,L,N/A,01/02/2019,31/01/2020,2020,52,12,N,1,16932601.0,0.0,11960627.0,4971974.0,2454710.0,568496.0,565364.0,129013.0,393362.0,-103674.0,289688.0,23993.0,265695.0,25061637,81268.0,25142905.0,2727720.0,1340636.0,706316.0,454917.0,225851.0,-259356.0,0.0,27870625.0,2081302.0,887173.0,49307,0.0,1144822.0,3798203.0,0.0,5041952,7073947.0,20796678,646418.0,34317.0,20715410,10108307.0,10556687.0,20796678.0,806376.0,25426,-284782.0,130000.0,25789323,89.0,1,2.323104407,1.310583471,26.19450727,24.2440259,74.83684491,19.12394587,28.89881714,2727719.6610000003,1.5252901369999998,1.411385643,0.10007858,4.171337882,1.89146555,0.3414823554059514,1133860.0,2.5339453599901383,0.027832228376651044,0.013346417599174758,0.13425382459130356,1.757045394883507,0.6014674945395018
373928,DANIEL BATHAM & SON LIMITED,11050,manufacture of beverages,10,L,N/A,02/07/2019,30/06/2020,2020,52,12,Y,1,4698587.0,0.0,1630024.0,3068563.0,1701880.0,900016.0,92646.0,0.0,985982.0,-186821.0,799161.0,500388.0,298773.0,9654969,5463.0,9660432.0,7362050.0,64375.0,99752.0,7072858.0,125065.0,-348288.0,0.0,17022482.0,1125419.0,205791.0,0,297653.0,621975.0,0.0,0.0,217015,1342434.0,15680048,6236631.0,1289.0,15674585,14012879.0,0.0,15680048.0,1190150.0,-347900,-388.0,0.0,15897063,124.0,1,20.98464921,6.541608059,0.753385442,1.384019998,92.14333016,15.98644763,5.00083855,7362049.911,6.2022903220000005,5.792234057999999,0.071773951,2.12302124,6.288131261,0.08564398993657568,992662.0,7.935670155309267,0.43965135049048665,0.0245723390983759,0.1924387172211432,7.005745533858647,0.2732622146406147
424215,MERRYDOWN PLC,11030,manufacture of beverages,10,L,N/A,28/12/2018,03/01/2020,2020,53,12,N,1,35196516.0,796392.0,29037005.0,6159511.0,7000.0,2539067.0,0.0,0.0,2502067.0,-491509.0,2010558.0,1000000.0,1010558.0,2,4365900.0,4365902.0,46943905.0,0.0,805083.0,5673261.0,40465561.0,0.0,0.0,51309807.0,21694591.0,547985.0,0,11000184.0,10146422.0,0.0,0.0,800950,22495541.0,28814266,25249314.0,5741685.0,24448366,17700348.0,0.0,28814266.0,0.0,0,0.0,0.0,29615216,1.0,1,7.1088485010000015,2.163852962,1.393959297,2.779699472,61.38020425,5.682793291,0.0,46943904.96,8.448586023999999,4.876391368999999,0.7529114570000001,2.287394014,8.683431325,0.9201245187510692,2539067.0,2.112575069204273,0.5905143396855888,0.027573309718354626,0.163300577217139,0.6520856555528048,0.6791011870303858
507652,DIAGEO GREAT BRITAIN LIMITED,11010,manufacture of beverages,10,L,N/A,02/07/2019,30/06/2020,2020,52,12,N,1,733000000.0,54000000.0,462000000.0,271000000.0,56000000.0,-28000000.0,60000000.0,5000000.0,1677000000.0,-8000000.0,1669000000.0,0.0,1669000000.0,4237000000,80000000.0,4317000000.0,452000000.0,101000000.0,55000000.0,0.0,272000000.0,0.0,0.0,4769000000.0,439000000.0,105000000.0,0,85000000.0,249000000.0,0.0,0.0,45000000,484000000.0,4285000000,13000000.0,278000000.0,4205000000,3935000000.0,0.0,4285000000.0,0.0,0,0.0,0.0,4330000000,1106.0,1,228.7858117,1.029612756,56.38461538,1.050175029,91.38409042,52.28512960000001,50.29331514,451999999.9,38.72979215,35.16460474,0.102450408,7.503410641,39.13652275,0.11510107015457788,32000000.0,5.88034399158477,0.003271126022226882,0.4899559656112392,0.02214300691968966,5.212809917355371,0.1521639756762424
859081,BROADLAND DRINKS LIMITED,11020,manufacture of beverages,10,L,N/A,02/04/2019,31/03/2020,2020,52,12,N,1,78989089.0,8157777.0,0.0,0.0,6198734.0,3346859.0,576688.0,395303.0,2942020.0,-564524.0,2377496.0,0.0,2377496.0,3425076,0.0,3425076.0,26036821.0,11865295.0,12899379.0,387446.0,884701.0,0.0,0.0,29461897.0,16851714.0,4036376.0,1227247,5945701.0,5642390.0,747467.0,0.0,2276934,17901401.0,11560496,9185107.0,1000.0,11560496,11559496.0,0.0,11560496.0,0.0,0,0.0,62500.0,12610183,153.0,1,3.724590367,1.545054764,8.599691762,19.69581582,39.23880394,18.65165504,54.82823932,26036820.23,23.33050995,9.985847144,1.457698182,16.33058333,25.44890807,1.5484976596159887,3923547.0,3.968284729244077,0.3741146878627673,0.11297624182176727,0.4394728927332819,0.3874723324727489,2.654248574353512
1585600,RUBICON DRINKS LIMITED,11070,manufacture of beverages,10,L,N/A,26/01/2019,25/01/2020,2020,52,12,N,1,4166000.0,0.0,0.0,4166000.0,0.0,4166000.0,0.0,0.0,4166000.0,-792000.0,3374000.0,0.0,3374000.0,0,0.0,0.0,5642000.0,0.0,0.0,0.0,5642000.0,0.0,0.0,5642000.0,792000.0,0.0,0,0.0,792000.0,0.0,0.0,0,792000.0,4850000,4850000.0,15000.0,4850000,4835000.0,0.0,4850000.0,0.0,0,0.0,0.0,4850000,0.0,1,100.0,7.123737374,0.8589690720000001,0.0,85.96242467,0.0,0.0,5642000.0,85.89690722,73.83906416,0.16329896900000002,0.0,85.89690722,0.16329896907216496,4166000.0,8.710708216514668,1.031549096065225,0.8372208436724565,2.4366891173342786,3.674242424242424,0.7310067352002836
2468418,INTERCONTINENTAL BRANDS (ICB) LIMITED,11040,manufacture of beverages,10,L,N/A,02/03/2019,29/02/2020,2020,52,12,N,1,33478079.0,355975.0,0.0,0.0,3878214.0,664888.0,513636.0,93598.0,571290.0,-87769.0,483521.0,0.0,483521.0,3112960,3190.0,3116150.0,8423827.0,4431219.0,2318133.0,21725.0,1652750.0,0.0,0.0,11539977.0,6058980.0,1523302.0,0,2655714.0,1879964.0,255722.0,0.0,255722,6314702.0,5225275,2364847.0,264080.0,5222085,4895175.0,0.0,5225275.0,0.0,0,0.0,0.0,5480997,100.0,1,1.70645992,1.390304474,14.15655178,4.893943381000001,45.29228979,16.60803865,48.31205921,8423826.617,10.42310368,4.950529797,1.159552368,6.924330993,10.93320447,1.2092300297678036,1178524.0,4.009810374644818,0.2459117899455085,0.05865951032658037,0.33701360063369273,0.496183509530616,2.872041964208421
2686985,THE BLACK SHEEP BREWERY PLC,11050,manufacture of beverages,10,L,N/A,02/04/2019,31/03/2020,2020,52,12,Y,1,19456480.0,0.0,13808963.0,5647517.0,3821772.0,-1539592.0,640431.0,230249.0,-1769841.0,-26595.0,-1796436.0,0.0,-1796436.0,9342507,-56860.0,9285647.0,3913977.0,1967482.0,1434809.0,114674.0,0.0,416654.0,0.0,13199624.0,6993608.0,2356365.0,2871806,17047.0,1748390.0,57040.0,0.0,4691758,8813560.0,4386064,-3079631.0,2432172.0,4442924,534377.0,0.0,4386064.0,1371212.0,-858171,1274825.0,0.0,6206016,145.0,1,-9.096409011,0.559650612,-6.317795866,106.9696657,33.08617881,44.20497567,36.90960184,3913976.795,-28.51815077,-13.4082683,1.594506601,7.374453138,-40.35146318,1.9837296339077601,-899161.0,1.0664305382326036,-0.2799744295746606,-0.19053651831294588,-0.2247966532986091,0.3024605721184175,1.4592775673004017
