REGISTRATION_NUMBER,COMPANY_NAME,SIC_CODE,INDUSTRY_TYPE,INDUSTRY_CODE,DISSOLVED/REMOVED/LIVE,LIQUIDATION,ACCOUNTING_FROM_DATE,ACCOUNTING_TO_DATE,Year,WEEKS,MONTHS,CONSOLIDATED-ACCOUNTS,ACCOUNTS_FORMAT,TURNOVER,EXPORT,COST_OF_SALES,GROSS_PROFIT,WAGES_AND_SALARIES,OPERATING_PROFITS,DEPRECIATION,INTEREST_PAYMENTS,PRETAX_PROFITS,TAXATION,PROFIT_AFTER_TAX,DIVIDENDS_PAYABLE,RETAINED_PROFITS,TANGIBLE_ASSETS,INTANGIBLE_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_CURRENT_ASSETS,TRADE_DEBTORS,STOCK,CASH,OTHER_CURRENT_ASSETS,INCREASE_IN_CASH,MISCELANEOUS_CURRENT_ASSETS,TOTAL_ASSETS,TOTAL_CURRENT_LIABILITIES,TRADE_CREDITORS,BANK_OVERDRAFT,OTHER_SHORTTERM_FIN,MISC_CURRENT_LIABILITIES,OTHER_LONGTERM_FIN,TOTAL_LONGTERM_LIAB,BANK_OD_LTL,TOTAL_LIAB,NET_ASSETS,WORKING_CAPITAL,PAIDUP_EQUITY,SHAREHOLDER_FUNDS,P&L_ACCOUNT_RESERVE,SUNDRY_RESERVES,REVALUATION_RESERVE,NETWORTH,NET_CASHFLOW_FROM_OPERATIONS,NET_CASHFLOW_BEFOR_FINANCING,NET_CASHFLOW_FROM_FINANCING,CONTINGENT_LIAB,CAPITAL_EMPLOYED,EMPLOYEES_COUNT,PRETAX_PROFIT_PERCENTAGE,CURRENT_RATIO,SALES_PER_NET_WORKING_CAPITAL,GEARING_RATIO,EQUITY_RATIO,CREDITOR_DAYS,DEBTOR_DAYS,LIQUIDITY_TEST,RETURN_CAPITAL_EMPLOYED,RETURN_TOTAL_ASSETS,DEBT_EQUITY,RETURN_EQUITY,RETURN_NET_ASSETS,TOTAL_DEBT_RATIO,EBITDA,Z,Z1,Z2,Z3,Z4,Z5
3543,VINTERS ENGINEERING LIMITED,32990,other manufacturing,2,L,N/A,01/01/2014,31/12/2014,2014,52,12,N,1,9900000.0,0.0,5400000.0,4500000.0,2000000.0,14500000.0,300000.0,0.0,-258500000.0,-3100000.0,-261600000.0,0.0,-261600000.0,101500000,0.0,101500000.0,31300000.0,700000.0,600000.0,29000000.0,1000000.0,0.0,0.0,132800000.0,128400000.0,300000.0,2300000,123000000.0,2800000.0,0.0,0.0,18500000,144600000.0,-11800000,-97100000.0,171600000.0,-11800000,-259000000.0,2100000.0,-11800000.0,0.0,0,0.0,0.0,4400000,40.0,1,-2611.111111,0.24376947,-0.101956746,-156.779661,-8.885542168999999,11.06060606,25.80808081,31300000.0,-5875.0,-194.6536145,-10.88135593,6.0606060610000005,2190.677966,-12.254237288135593,14800000.0,-3.242629824276358,-0.8774096385542168,-2.757831325301205,0.3677710843373494,-0.04896265560165975,0.07380271084337349
19457,PZ CUSSONS PLC,32990,other manufacturing,2,L,N/A,01/06/2013,31/05/2014,2014,52,12,Y,2,861400000.0,0.0,524400000.0,337000000.0,103900000.0,125100000.0,12200000.0,4000000.0,123700000.0,-25000000.0,98700000.0,32200000.0,66500000.0,284100000,287700000.0,571800000.0,431100000.0,127700000.0,162200000.0,70000000.0,39000000.0,-13300000.0,32200000.0,1002900000.0,297300000.0,111000000.0,15000000,7300000.0,164000000.0,0.0,0.0,236600000,518900000.0,484000000,133800000.0,4300000.0,196300000,480500000.0,0.0,484000000.0,73000000.0,30200000,-43500000.0,206500000.0,705600000,5779.0,1,14.36034363,1.450050454,6.437967115,48.88429752,67.67337808,47.03389831,54.11016949,431099999.5,17.53117914,12.33423073,0.614256198,18.82981193,25.55785124,2.6434029546612328,137300000.0,1.7820065736902009,0.16009572240502545,0.09283079070694984,0.4517798384684415,0.22698015031798036,0.8503200717918037
31942,SAMUEL HEATH AND SONS PUBLIC LIMITED COMPANY,32990,other manufacturing,2,L,N/A,01/04/2013,31/03/2014,2014,52,12,Y,2,10979000.0,0.0,5647000.0,5332000.0,4532000.0,698000.0,375000.0,579000.0,610000.0,-167000.0,443000.0,298000.0,145000.0,2442000,326000.0,2768000.0,6744000.0,1649000.0,2899000.0,2026000.0,170000.0,1807000.0,0.0,9512000.0,1282000.0,669000.0,0,2000.0,611000.0,0.0,0.0,3980000,5262000.0,4250000,5462000.0,254000.0,3924000,3887000.0,0.0,4250000.0,908000.0,2105000,-298000.0,0.0,8230000,132.0,1,5.556061572000001,5.260530421,2.010069572,93.64705882,46.26605704,22.24109664,54.82147737,6743997.739,7.411907655,6.412952061,0.301647059,26.40495491,14.35294118,1.3409785932721712,1073000.0,2.672782417072883,0.6890664423885619,0.021341463414634144,0.3722560975609756,0.4474344355758266,1.1426839781328848
53417,LONDON SECURITY PLC.,32990,other manufacturing,2,L,N/A,01/01/2014,31/12/2014,2014,52,12,Y,2,100876000.0,0.0,18638000.0,82238000.0,43102000.0,19681000.0,2043000.0,832000.0,19037000.0,-6362000.0,12675000.0,7602000.0,5073000.0,13783000,61400000.0,75183000.0,50045000.0,17553000.0,9494000.0,20978000.0,2020000.0,1514000.0,0.0,125228000.0,21403000.0,2629000.0,1782000,0.0,16992000.0,227000.0,0.0,20191000,39812000.0,85416000,28642000.0,123000.0,24016000,79157000.0,0.0,85416000.0,18648000.0,10971000,-9457000.0,8824000.0,103825000,1015.0,1,18.87168405,2.338223614,3.521960757,23.6384284,133.822147,9.512520322,63.51208414,50044999.56,18.33566097,15.20187179,0.250573663,9.41155478,22.28739346,1.6577281812125249,21724000.0,2.063070583144619,0.2744625802536174,0.056714153384227174,0.5724694157856071,0.3619411232794133,0.7974833104417541
55771,HEIMBACH UK LIMITED,32990,other manufacturing,2,L,N/A,01/01/2014,31/12/2014,2014,52,12,N,1,6972427.0,0.0,5266105.0,1706322.0,3824641.0,-375979.0,1116537.0,1950.0,-224469.0,66423.0,-158046.0,388018.0,-546064.0,7079339,0.0,7079339.0,5977433.0,0.0,850096.0,162434.0,4955711.0,0.0,9192.0,13056772.0,809718.0,208931.0,0,111217.0,489570.0,0.0,0.0,3793647,4603365.0,8453407,5167715.0,500000.0,8453407,6112462.0,1820945.0,8453407.0,0.0,0,0.0,0.0,12247054,93.0,1,-3.219381142,7.382116984,1.349228237,44.87713652,64.74346799,10.93734147,0.0,5977431.95,-1.83284078,-1.719176838,0.095785995,12.19225386,-2.655367238,0.5445573601271061,740558.0,2.234045641540698,0.4749457216531007,-0.058551194736340635,0.1871704124112759,1.1018123046945003,0.5286683975181615
60894,EDWIN TUCKER & SONS LIMITED,32990,other manufacturing,2,L,N/A,01/07/2013,30/06/2014,2014,52,12,N,1,5846937.0,0.0,3947388.0,1899549.0,1214901.0,194246.0,77752.0,675.0,197355.0,-31316.0,166039.0,9450.0,156589.0,1071969,0.0,1071969.0,2327313.0,386653.0,987014.0,951464.0,2182.0,2205.0,0.0,3399282.0,627662.0,284388.0,0,15000.0,328274.0,0.0,0.0,62200,689862.0,2709420,1699651.0,35000.0,2709420,2503483.0,0.0,2709420.0,125406.0,2205,0.0,0.0,2771620,57.0,1,3.3753570460000004,3.707908078,3.440080934,2.295694281,79.70565549,17.75316204,24.13714138,2327311.427,7.120564868,5.805784869,0.231659174,16.88087284,7.284031269,0.2546161171025533,271998.0,4.987887563863368,0.6000035301572509,0.06449144260464416,0.2640538207774465,2.356488689042156,1.7028500812818703
66471,G.B. KENT & SONS PLC,32910,other manufacturing,2,L,N/A,01/01/2014,31/12/2014,2014,52,12,N,1,5766802.0,1968106.0,3583258.0,2183544.0,953747.0,661511.0,195594.0,38114.0,623406.0,-129075.0,494331.0,170093.0,324238.0,4464861,0.0,4464861.0,2900218.0,1141422.0,830824.0,417727.0,510245.0,228042.0,0.0,7365079.0,1621258.0,547520.0,102272,162547.0,808919.0,190915.0,0.0,1499010,3017996.0,4347083,1278960.0,132501.0,4347083,4214582.0,0.0,4347083.0,838562.0,-145555,373597.0,10000.0,5743821,40.0,1,10.81025497,1.788868891,4.508977607,34.48312351,59.02289711,34.65435435,72.24437912,2900217.488,10.85350675,8.464349126,0.372953081,14.40701449,14.34078898,0.6942577355895896,857105.0,2.2934452260744145,0.2083822861913633,0.06163317460681684,0.3840347808896551,0.8642323581608458,0.7751626262257336
74096,SALTS HEALTHCARE LIMITED,32990,other manufacturing,2,L,N/A,01/01/2014,31/12/2014,2014,52,12,Y,1,74654743.0,0.0,51930219.0,22724524.0,17951684.0,5871274.0,658442.0,244982.0,5586057.0,-1323337.0,4262720.0,1800000.0,2462720.0,13910191,6150865.0,20061056.0,22438809.0,12314851.0,7768692.0,1782927.0,572339.0,-111562.0,0.0,42499865.0,14657844.0,7852223.0,1426667,598976.0,4779978.0,598772.0,0.0,6478208,19709385.0,22790480,7780965.0,49975.0,16639615,21817814.0,903500.0,22790480.0,6711335.0,2108141,-2219703.0,0.0,27842021,621.0,1,7.482521237999999,1.530839665,9.594535254,28.42506169,62.69905637,38.39088154,60.20944463,22438808.47,20.06340344,13.14370528,0.643156441,10.40615999,24.5104842,1.1844856386400766,6529716.0,3.0534094148332107,0.2196985331600465,0.08112515180930574,0.507014852870709,0.5065489866883213,1.739021890304828
75049,M.NICOL & CO.LIMITED,32990,other manufacturing,2,L,N/A,01/04/2013,31/03/2014,2014,52,12,N,1,56621.0,0.0,44120.0,12501.0,0.0,411.0,7417.0,66.0,346.0,0.0,346.0,0.0,346.0,52982,0.0,52982.0,17745.0,16545.0,1200.0,0.0,0.0,0.0,0.0,70727.0,226970.0,0.0,21738,192964.0,12268.0,0.0,0.0,21738,226970.0,-156243,-209225.0,5000.0,-156243,-161243.0,0.0,-156243.0,0.0,0,0.0,0.0,-156243,0.0,1,0.611080694,0.078182139,-0.270622536,-13.912943300000002,-220.9099778,0.0,106.6552163,17744.99471,-0.221449921,0.489204971,-1.45267308,2.11935501,-0.221449921,-1.452673079753973,7828.0,-2.798236903922448,-3.5498465932387915,0.006848869597183537,0.3652409970732535,-0.4130316781953562,0.7925515008412629
80715,CUXSON GERRARD & COMPANY LIMITED,32990,other manufacturing,2,L,N/A,01/04/2013,31/03/2014,2014,52,12,Y,1,8633000.0,2196000.0,0.0,0.0,2009000.0,1996000.0,64000.0,0.0,2160000.0,-482000.0,1678000.0,1549000.0,129000.0,1058000,0.0,1058000.0,13031000.0,1485000.0,1571000.0,9820000.0,155000.0,-87000.0,0.0,14089000.0,1348000.0,370000.0,0,0.0,978000.0,0.0,0.0,0,1348000.0,12741000,11683000.0,350000.0,12741000,10867000.0,0.0,12741000.0,1742000.0,-172000,85000.0,0.0,12741000,73.0,1,25.02027105,9.666913947000001,0.7389369170000001,0.0,90.43225211,15.64346114,62.78524267,13030998.83,16.9531434,15.33110938,0.105800173,18.19761381,16.9531434,0.10580017267090497,2060000.0,7.768085070892059,0.9950741713393428,0.012818510895024487,0.4825040811980978,5.671068249258161,0.6066200582014337
